Source,Target,Type,Id,Label,Weight
UNIRM_046,UNIRM_082,Undirected,e2472,,0.2927
UNIRM_046,UNIRM_083,Undirected,e2473,,0.3333
UNIRM_046,UNIRM_092,Undirected,e2474,,0.2222
UNIRM_046,UNIRM_106,Undirected,e2475,,0.0769
UNIRM_046,UNIRM_112,Undirected,e2476,,0.0909
UNIRM_046,UNIRM_117,Undirected,e2477,,0.0952
UNIRM_046,UNIRM_126,Undirected,e2478,,0.0952
UNIRM_046,UNIRM_133,Undirected,e2479,,0.08
UNIRM_046,UNIRM_142,Undirected,e2480,,0.25
UNIRM_046,UNIRM_144,Undirected,e2481,,0.2703
UNIRM_046,UNIRM_145,Undirected,e2482,,0.1304
UNIRM_046,UNIRM_153,Undirected,e2483,,0.1333
UNIRM_046,UNIRM_176,Undirected,e2485,,0.2857
UNIRM_046,UNIRM_180,Undirected,e2486,,0.4878
UNIRM_046,UNIRM_213,Undirected,e2487,,0.1053
UNIRM_046,UNIRM_219,Undirected,e2488,,0.0952
UNIRM_046,UNIRM_225,Undirected,e2489,,0.3
UNIRM_046,UNIRM_229,Undirected,e2490,,0.087
UNIRM_046,UNIRM_239,Undirected,e2491,,0.1765
UNIRM_046,UNIRM_270,Undirected,e2492,,0.0952
UNIRM_046,UNIRM_281,Undirected,e2493,,0.3226
UNIRM_046,UNIRM_286,Undirected,e2494,,0.129
UNIRM_046,UNIRM_291,Undirected,e2495,,0.25
UNIRM_046,UNIRM_295,Undirected,e2496,,0.0667
UNIRM_046,UNIRM_338,Undirected,e2497,,0.359
UNIRM_046,UNIRM_348,Undirected,e2498,,0.4828
UNIRM_046,UNIRM_355,Undirected,e2499,,0.25
UNIRM_046,UNIRM_361,Undirected,e2500,,0.5
UNIRM_046,UNIRM_362,Undirected,e2501,,0.1667
UNIRM_046,UNIRM_364,Undirected,e2502,,0.2857
UNIRM_046,UNIRM_382,Undirected,e2504,,0.1
UNIRM_048,UNIRM_049,Undirected,e2533,,0.3333
UNIRM_048,UNIRM_054,Undirected,e2534,,0.1481
UNIRM_048,UNIRM_055,Undirected,e2535,,0.0755
UNIRM_048,UNIRM_056,Undirected,e2536,,0.16
UNIRM_048,UNIRM_057,Undirected,e2537,,0.1818
UNIRM_048,UNIRM_058,Undirected,e2538,,0.0606
UNIRM_048,UNIRM_062,Undirected,e2539,,0.2069
UNIRM_048,UNIRM_063,Undirected,e2540,,0.0678
UNIRM_048,UNIRM_064,Undirected,e2541,,0.2222
UNIRM_048,UNIRM_066,Undirected,e2542,,0.1111
UNIRM_048,UNIRM_068,Undirected,e2543,,0.08
UNIRM_048,UNIRM_070,Undirected,e2544,,0.24
UNIRM_048,UNIRM_082,Undirected,e2545,,0.2609
UNIRM_048,UNIRM_083,Undirected,e2546,,0.1887
UNIRM_048,UNIRM_092,Undirected,e2547,,0.3415
UNIRM_048,UNIRM_106,Undirected,e2548,,0.1404
UNIRM_048,UNIRM_111,Undirected,e2549,,0.2143
UNIRM_048,UNIRM_112,Undirected,e2550,,0.1481
UNIRM_048,UNIRM_113,Undirected,e2551,,0.0769
UNIRM_048,UNIRM_119,Undirected,e2552,,0.1429
UNIRM_048,UNIRM_121,Undirected,e2553,,0.1111
UNIRM_048,UNIRM_122,Undirected,e2554,,0.0769
UNIRM_048,UNIRM_123,Undirected,e2555,,0.069
UNIRM_048,UNIRM_126,Undirected,e2556,,0.383
UNIRM_048,UNIRM_133,Undirected,e2557,,0.1333
UNIRM_048,UNIRM_134,Undirected,e2558,,0.16
UNIRM_048,UNIRM_142,Undirected,e2559,,0.3019
UNIRM_048,UNIRM_144,Undirected,e2560,,0.1429
UNIRM_048,UNIRM_145,Undirected,e2561,,0.2353
UNIRM_048,UNIRM_150,Undirected,e2562,,0.1212
UNIRM_048,UNIRM_153,Undirected,e2563,,0.04
UNIRM_048,UNIRM_154,Undirected,e2564,,0.0606
UNIRM_048,UNIRM_157,Undirected,e2565,,0.1429
UNIRM_048,UNIRM_176,Undirected,e2567,,0.3404
UNIRM_048,UNIRM_178,Undirected,e2568,,0.5385
UNIRM_048,UNIRM_180,Undirected,e2569,,0.2174
UNIRM_048,UNIRM_186,Undirected,e2570,,0.08
UNIRM_048,UNIRM_214,Undirected,e2571,,0.0769
UNIRM_048,UNIRM_221,Undirected,e2572,,0.1333
UNIRM_048,UNIRM_225,Undirected,e2573,,0.3111
UNIRM_048,UNIRM_229,Undirected,e2574,,0.0714
UNIRM_048,UNIRM_230,Undirected,e2575,,0.0741
UNIRM_048,UNIRM_236,Undirected,e2576,,0.1143
UNIRM_048,UNIRM_237,Undirected,e2577,,0.08
UNIRM_048,UNIRM_239,Undirected,e2578,,0.1026
UNIRM_048,UNIRM_241,Undirected,e2579,,0.1667
UNIRM_048,UNIRM_244,Undirected,e2580,,0.08
UNIRM_048,UNIRM_259,Undirected,e2581,,0.08
UNIRM_048,UNIRM_260,Undirected,e2582,,0.0833
UNIRM_048,UNIRM_261,Undirected,e2583,,0.0833
UNIRM_048,UNIRM_266,Undirected,e2584,,0.0833
UNIRM_048,UNIRM_270,Undirected,e2585,,0.0769
UNIRM_048,UNIRM_281,Undirected,e2586,,0.1111
UNIRM_048,UNIRM_286,Undirected,e2587,,0.0556
UNIRM_048,UNIRM_291,Undirected,e2588,,0.069
UNIRM_048,UNIRM_295,Undirected,e2589,,0.0571
UNIRM_048,UNIRM_338,Undirected,e2590,,0.3182
UNIRM_048,UNIRM_348,Undirected,e2591,,0.1765
UNIRM_048,UNIRM_361,Undirected,e2592,,0.3448
UNIRM_048,UNIRM_362,Undirected,e2593,,0.1379
UNIRM_048,UNIRM_382,Undirected,e2595,,0.08
UNIRM_049,UNIRM_055,Undirected,e2624,,0.1404
UNIRM_049,UNIRM_057,Undirected,e2625,,0.1695
UNIRM_049,UNIRM_058,Undirected,e2626,,0.2162
UNIRM_049,UNIRM_063,Undirected,e2627,,0.3492
UNIRM_049,UNIRM_064,Undirected,e2628,,0.3103
UNIRM_049,UNIRM_066,Undirected,e2629,,0.05
UNIRM_049,UNIRM_068,Undirected,e2630,,0.2069
UNIRM_049,UNIRM_070,Undirected,e2631,,0.1111
UNIRM_049,UNIRM_082,Undirected,e2632,,0.2
UNIRM_049,UNIRM_083,Undirected,e2633,,0.1754
UNIRM_049,UNIRM_092,Undirected,e2634,,0.3556
UNIRM_049,UNIRM_106,Undirected,e2635,,0.1967
UNIRM_049,UNIRM_112,Undirected,e2636,,0.1935
UNIRM_049,UNIRM_113,Undirected,e2637,,0.0667
UNIRM_049,UNIRM_114,Undirected,e2638,,0.1429
UNIRM_049,UNIRM_115,Undirected,e2639,,0.069
UNIRM_049,UNIRM_119,Undirected,e2640,,0.1875
UNIRM_049,UNIRM_121,Undirected,e2641,,0.15
UNIRM_049,UNIRM_123,Undirected,e2642,,0.0606
UNIRM_049,UNIRM_126,Undirected,e2643,,0.3137
UNIRM_049,UNIRM_133,Undirected,e2644,,0.1176
UNIRM_049,UNIRM_139,Undirected,e2645,,0.1379
UNIRM_049,UNIRM_142,Undirected,e2646,,0.386
UNIRM_049,UNIRM_144,Undirected,e2647,,0.3043
UNIRM_049,UNIRM_145,Undirected,e2648,,0.2909
UNIRM_049,UNIRM_150,Undirected,e2649,,0.1081
UNIRM_049,UNIRM_153,Undirected,e2650,,0.1852
UNIRM_049,UNIRM_154,Undirected,e2651,,0.0541
UNIRM_049,UNIRM_157,Undirected,e2652,,0.3043
UNIRM_049,UNIRM_159,Undirected,e2653,,0.0588
UNIRM_049,UNIRM_176,Undirected,e2655,,0.2745
UNIRM_049,UNIRM_178,Undirected,e2656,,0.2
UNIRM_049,UNIRM_180,Undirected,e2657,,0.24
UNIRM_049,UNIRM_211,Undirected,e2658,,0.0588
UNIRM_049,UNIRM_213,Undirected,e2659,,0.2143
UNIRM_049,UNIRM_218,Undirected,e2660,,0.069
UNIRM_049,UNIRM_219,Undirected,e2661,,0.0667
UNIRM_049,UNIRM_221,Undirected,e2662,,0.1765
UNIRM_049,UNIRM_225,Undirected,e2663,,0.2857
UNIRM_049,UNIRM_229,Undirected,e2664,,0.1875
UNIRM_049,UNIRM_230,Undirected,e2665,,0.129
UNIRM_049,UNIRM_236,Undirected,e2666,,0.1538
UNIRM_049,UNIRM_237,Undirected,e2667,,0.069
UNIRM_049,UNIRM_239,Undirected,e2668,,0.3721
UNIRM_049,UNIRM_240,Undirected,e2669,,0.0714
UNIRM_049,UNIRM_241,Undirected,e2670,,0.0714
UNIRM_049,UNIRM_270,Undirected,e2671,,0.0667
UNIRM_049,UNIRM_281,Undirected,e2672,,0.3
UNIRM_049,UNIRM_286,Undirected,e2673,,0.1
UNIRM_049,UNIRM_291,Undirected,e2674,,0.2424
UNIRM_049,UNIRM_295,Undirected,e2675,,0.2051
UNIRM_049,UNIRM_338,Undirected,e2676,,0.1667
UNIRM_049,UNIRM_348,Undirected,e2677,,0.2632
UNIRM_049,UNIRM_355,Undirected,e2678,,0.1212
UNIRM_049,UNIRM_361,Undirected,e2679,,0.2424
UNIRM_049,UNIRM_364,Undirected,e2680,,0.2
UNIRM_049,UNIRM_382,Undirected,e2682,,0.069
UNIRM_054,UNIRM_056,Undirected,e2699,,0.2857
UNIRM_054,UNIRM_057,Undirected,e2700,,0.0455
UNIRM_054,UNIRM_058,Undirected,e2701,,0.0909
UNIRM_054,UNIRM_062,Undirected,e2702,,0.6667
UNIRM_054,UNIRM_064,Undirected,e2703,,0.093
UNIRM_054,UNIRM_068,Undirected,e2704,,0.1429
UNIRM_054,UNIRM_070,Undirected,e2705,,0.1538
UNIRM_054,UNIRM_082,Undirected,e2706,,0.0571
UNIRM_054,UNIRM_083,Undirected,e2707,,0.0952
UNIRM_054,UNIRM_092,Undirected,e2708,,0.2
UNIRM_054,UNIRM_111,Undirected,e2709,,0.8235
UNIRM_054,UNIRM_112,Undirected,e2710,,0.25
UNIRM_054,UNIRM_113,Undirected,e2711,,0.1333
UNIRM_054,UNIRM_114,Undirected,e2712,,0.1538
UNIRM_054,UNIRM_115,Undirected,e2713,,0.1429
UNIRM_054,UNIRM_117,Undirected,e2714,,0.1333
UNIRM_054,UNIRM_119,Undirected,e2715,,0.1176
UNIRM_054,UNIRM_121,Undirected,e2716,,0.08
UNIRM_054,UNIRM_122,Undirected,e2717,,0.1333
UNIRM_054,UNIRM_123,Undirected,e2718,,0.1111
UNIRM_054,UNIRM_126,Undirected,e2719,,0.1667
UNIRM_054,UNIRM_133,Undirected,e2720,,0.1053
UNIRM_054,UNIRM_142,Undirected,e2721,,0.0476
UNIRM_054,UNIRM_144,Undirected,e2722,,0.0645
UNIRM_054,UNIRM_145,Undirected,e2723,,0.05
UNIRM_054,UNIRM_178,Undirected,e2724,,0.2667
UNIRM_054,UNIRM_180,Undirected,e2725,,0.0571
UNIRM_054,UNIRM_218,Undirected,e2726,,0.1429
UNIRM_054,UNIRM_236,Undirected,e2727,,0.0833
UNIRM_054,UNIRM_261,Undirected,e2728,,0.1538
UNIRM_054,UNIRM_338,Undirected,e2729,,0.0606
UNIRM_055,UNIRM_056,Undirected,e2759,,0.05
UNIRM_055,UNIRM_057,Undirected,e2760,,0.6286
UNIRM_055,UNIRM_058,Undirected,e2761,,0.2083
UNIRM_055,UNIRM_063,Undirected,e2762,,0.5946
UNIRM_055,UNIRM_064,Undirected,e2763,,0.2029
UNIRM_055,UNIRM_066,Undirected,e2764,,0.1176
UNIRM_055,UNIRM_070,Undirected,e2765,,0.2769
UNIRM_055,UNIRM_082,Undirected,e2766,,0.2295
UNIRM_055,UNIRM_083,Undirected,e2767,,0.1176
UNIRM_055,UNIRM_092,Undirected,e2768,,0.0714
UNIRM_055,UNIRM_106,Undirected,e2769,,0.6389
UNIRM_055,UNIRM_112,Undirected,e2770,,0.0476
UNIRM_055,UNIRM_113,Undirected,e2771,,0.0488
UNIRM_055,UNIRM_114,Undirected,e2772,,0.0513
UNIRM_055,UNIRM_115,Undirected,e2773,,0.05
UNIRM_055,UNIRM_117,Undirected,e2774,,0.0488
UNIRM_055,UNIRM_119,Undirected,e2775,,0.093
UNIRM_055,UNIRM_121,Undirected,e2776,,0.2353
UNIRM_055,UNIRM_122,Undirected,e2777,,0.0488
UNIRM_055,UNIRM_126,Undirected,e2778,,0.1935
UNIRM_055,UNIRM_134,Undirected,e2779,,0.05
UNIRM_055,UNIRM_139,Undirected,e2780,,0.05
UNIRM_055,UNIRM_142,Undirected,e2781,,0.2059
UNIRM_055,UNIRM_144,Undirected,e2782,,0.2807
UNIRM_055,UNIRM_145,Undirected,e2783,,0.1515
UNIRM_055,UNIRM_150,Undirected,e2784,,0.125
UNIRM_055,UNIRM_153,Undirected,e2785,,0.5846
UNIRM_055,UNIRM_154,Undirected,e2786,,0.1667
UNIRM_055,UNIRM_157,Undirected,e2787,,0.386
UNIRM_055,UNIRM_159,Undirected,e2788,,0.2222
UNIRM_055,UNIRM_162,Undirected,e2789,,0.1951
UNIRM_055,UNIRM_176,Undirected,e2791,,0.129
UNIRM_055,UNIRM_178,Undirected,e2792,,0.0488
UNIRM_055,UNIRM_180,Undirected,e2793,,0.1311
UNIRM_055,UNIRM_186,Undirected,e2794,,0.05
UNIRM_055,UNIRM_211,Undirected,e2795,,0.1778
UNIRM_055,UNIRM_213,Undirected,e2796,,0.1026
UNIRM_055,UNIRM_214,Undirected,e2797,,0.0488
UNIRM_055,UNIRM_219,Undirected,e2798,,0.0976
UNIRM_055,UNIRM_221,Undirected,e2799,,0.1333
UNIRM_055,UNIRM_225,Undirected,e2800,,0.1333
UNIRM_055,UNIRM_229,Undirected,e2801,,0.093
UNIRM_055,UNIRM_230,Undirected,e2802,,0.2381
UNIRM_055,UNIRM_236,Undirected,e2803,,0.24
UNIRM_055,UNIRM_237,Undirected,e2804,,0.2
UNIRM_055,UNIRM_239,Undirected,e2805,,0.4074
UNIRM_055,UNIRM_240,Undirected,e2806,,0.2051
UNIRM_055,UNIRM_241,Undirected,e2807,,0.0513
UNIRM_055,UNIRM_244,Undirected,e2808,,0.1
UNIRM_055,UNIRM_259,Undirected,e2809,,0.05
UNIRM_055,UNIRM_260,Undirected,e2810,,0.2051
UNIRM_055,UNIRM_261,Undirected,e2811,,0.1026
UNIRM_055,UNIRM_266,Undirected,e2812,,0.1538
UNIRM_055,UNIRM_270,Undirected,e2813,,0.0488
UNIRM_055,UNIRM_281,Undirected,e2814,,0.1176
UNIRM_055,UNIRM_286,Undirected,e2815,,0.3529
UNIRM_055,UNIRM_291,Undirected,e2816,,0.0455
UNIRM_055,UNIRM_295,Undirected,e2817,,0.36
UNIRM_055,UNIRM_338,Undirected,e2818,,0.1356
UNIRM_055,UNIRM_348,Undirected,e2819,,0.0408
UNIRM_055,UNIRM_355,Undirected,e2820,,0.0455
UNIRM_055,UNIRM_361,Undirected,e2821,,0.0455
UNIRM_055,UNIRM_362,Undirected,e2822,,0.1364
UNIRM_055,UNIRM_364,Undirected,e2823,,0.0976
UNIRM_056,UNIRM_057,Undirected,e2843,,0.0476
UNIRM_056,UNIRM_058,Undirected,e2844,,0.1
UNIRM_056,UNIRM_062,Undirected,e2845,,0.25
UNIRM_056,UNIRM_064,Undirected,e2846,,0.0976
UNIRM_056,UNIRM_068,Undirected,e2847,,0.1667
UNIRM_056,UNIRM_070,Undirected,e2848,,0.0541
UNIRM_056,UNIRM_082,Undirected,e2849,,0.1212
UNIRM_056,UNIRM_083,Undirected,e2850,,0.05
UNIRM_056,UNIRM_092,Undirected,e2851,,0.1429
UNIRM_056,UNIRM_111,Undirected,e2852,,0.4
UNIRM_056,UNIRM_112,Undirected,e2853,,0.1429
UNIRM_056,UNIRM_123,Undirected,e2854,,0.125
UNIRM_056,UNIRM_126,Undirected,e2855,,0.1176
UNIRM_056,UNIRM_133,Undirected,e2856,,0.1176
UNIRM_056,UNIRM_142,Undirected,e2857,,0.05
UNIRM_056,UNIRM_144,Undirected,e2858,,0.1379
UNIRM_056,UNIRM_145,Undirected,e2859,,0.0526
UNIRM_056,UNIRM_153,Undirected,e2860,,0.1081
UNIRM_056,UNIRM_176,Undirected,e2861,,0.0588
UNIRM_056,UNIRM_178,Undirected,e2862,,0.3077
UNIRM_057,UNIRM_058,Undirected,e2895,,0.24
UNIRM_057,UNIRM_062,Undirected,e2896,,0.0435
UNIRM_057,UNIRM_063,Undirected,e2897,,0.5526
UNIRM_057,UNIRM_064,Undirected,e2898,,0.2535
UNIRM_057,UNIRM_066,Undirected,e2899,,0.1509
UNIRM_057,UNIRM_070,Undirected,e2900,,0.3881
UNIRM_057,UNIRM_082,Undirected,e2901,,0.2222
UNIRM_057,UNIRM_083,Undirected,e2902,,0.1429
UNIRM_057,UNIRM_092,Undirected,e2903,,0.1724
UNIRM_057,UNIRM_106,Undirected,e2904,,0.5946
UNIRM_057,UNIRM_111,Undirected,e2905,,0.0444
UNIRM_057,UNIRM_112,Undirected,e2906,,0.1364
UNIRM_057,UNIRM_113,Undirected,e2907,,0.1395
UNIRM_057,UNIRM_114,Undirected,e2908,,0.0488
UNIRM_057,UNIRM_115,Undirected,e2909,,0.0476
UNIRM_057,UNIRM_117,Undirected,e2910,,0.093
UNIRM_057,UNIRM_119,Undirected,e2911,,0.1333
UNIRM_057,UNIRM_121,Undirected,e2912,,0.2642
UNIRM_057,UNIRM_122,Undirected,e2913,,0.093
UNIRM_057,UNIRM_123,Undirected,e2914,,0.0435
UNIRM_057,UNIRM_126,Undirected,e2915,,0.3125
UNIRM_057,UNIRM_133,Undirected,e2916,,0.1277
UNIRM_057,UNIRM_134,Undirected,e2917,,0.0952
UNIRM_057,UNIRM_139,Undirected,e2918,,0.0476
UNIRM_057,UNIRM_142,Undirected,e2919,,0.2571
UNIRM_057,UNIRM_144,Undirected,e2920,,0.339
UNIRM_057,UNIRM_145,Undirected,e2921,,0.2647
UNIRM_057,UNIRM_150,Undirected,e2922,,0.12
UNIRM_057,UNIRM_153,Undirected,e2923,,0.5373
UNIRM_057,UNIRM_154,Undirected,e2924,,0.12
UNIRM_057,UNIRM_157,Undirected,e2925,,0.3729
UNIRM_057,UNIRM_159,Undirected,e2926,,0.1277
UNIRM_057,UNIRM_162,Undirected,e2927,,0.186
UNIRM_057,UNIRM_176,Undirected,e2929,,0.1563
UNIRM_057,UNIRM_178,Undirected,e2930,,0.093
UNIRM_057,UNIRM_180,Undirected,e2931,,0.254
UNIRM_057,UNIRM_186,Undirected,e2932,,0.0476
UNIRM_057,UNIRM_211,Undirected,e2933,,0.1277
UNIRM_057,UNIRM_213,Undirected,e2934,,0.0488
UNIRM_057,UNIRM_214,Undirected,e2935,,0.093
UNIRM_057,UNIRM_218,Undirected,e2936,,0.0476
UNIRM_057,UNIRM_221,Undirected,e2937,,0.0851
UNIRM_057,UNIRM_225,Undirected,e2938,,0.1935
UNIRM_057,UNIRM_230,Undirected,e2939,,0.1364
UNIRM_057,UNIRM_236,Undirected,e2940,,0.2308
UNIRM_057,UNIRM_237,Undirected,e2941,,0.1905
UNIRM_057,UNIRM_239,Undirected,e2942,,0.25
UNIRM_057,UNIRM_240,Undirected,e2943,,0.0976
UNIRM_057,UNIRM_241,Undirected,e2944,,0.0488
UNIRM_057,UNIRM_244,Undirected,e2945,,0.0952
UNIRM_057,UNIRM_259,Undirected,e2946,,0.0952
UNIRM_057,UNIRM_260,Undirected,e2947,,0.1463
UNIRM_057,UNIRM_261,Undirected,e2948,,0.0976
UNIRM_057,UNIRM_266,Undirected,e2949,,0.1463
UNIRM_057,UNIRM_270,Undirected,e2950,,0.093
UNIRM_057,UNIRM_281,Undirected,e2951,,0.1509
UNIRM_057,UNIRM_286,Undirected,e2952,,0.2642
UNIRM_057,UNIRM_291,Undirected,e2953,,0.1739
UNIRM_057,UNIRM_295,Undirected,e2954,,0.3077
UNIRM_057,UNIRM_338,Undirected,e2955,,0.1639
UNIRM_057,UNIRM_348,Undirected,e2956,,0.0784
UNIRM_057,UNIRM_355,Undirected,e2957,,0.0435
UNIRM_057,UNIRM_361,Undirected,e2958,,0.1304
UNIRM_057,UNIRM_362,Undirected,e2959,,0.087
UNIRM_057,UNIRM_364,Undirected,e2960,,0.1395
UNIRM_057,UNIRM_382,Undirected,e2961,,0.0476
UNIRM_058,UNIRM_062,Undirected,e2997,,0.0833
UNIRM_058,UNIRM_063,Undirected,e2998,,0.1481
UNIRM_058,UNIRM_064,Undirected,e2999,,0.1224
UNIRM_058,UNIRM_066,Undirected,e3000,,0.129
UNIRM_058,UNIRM_070,Undirected,e3001,,0.2667
UNIRM_058,UNIRM_082,Undirected,e3002,,0.1463
UNIRM_058,UNIRM_083,Undirected,e3003,,0.1667
UNIRM_058,UNIRM_092,Undirected,e3004,,0.1667
UNIRM_058,UNIRM_106,Undirected,e3005,,0.1538
UNIRM_058,UNIRM_111,Undirected,e3006,,0.087
UNIRM_058,UNIRM_112,Undirected,e3007,,0.1818
UNIRM_058,UNIRM_113,Undirected,e3008,,0.1905
UNIRM_058,UNIRM_114,Undirected,e3009,,0.1053
UNIRM_058,UNIRM_115,Undirected,e3010,,0.2
UNIRM_058,UNIRM_117,Undirected,e3011,,0.1905
UNIRM_058,UNIRM_119,Undirected,e3012,,0.3478
UNIRM_058,UNIRM_121,Undirected,e3013,,0.2581
UNIRM_058,UNIRM_122,Undirected,e3014,,0.2857
UNIRM_058,UNIRM_123,Undirected,e3015,,0.0833
UNIRM_058,UNIRM_126,Undirected,e3016,,0.1905
UNIRM_058,UNIRM_133,Undirected,e3017,,0.08
UNIRM_058,UNIRM_134,Undirected,e3018,,0.2
UNIRM_058,UNIRM_139,Undirected,e3019,,0.1
UNIRM_058,UNIRM_142,Undirected,e3020,,0.1667
UNIRM_058,UNIRM_144,Undirected,e3021,,0.2703
UNIRM_058,UNIRM_145,Undirected,e3022,,0.2174
UNIRM_058,UNIRM_150,Undirected,e3023,,0.1429
UNIRM_058,UNIRM_153,Undirected,e3024,,0.1778
UNIRM_058,UNIRM_154,Undirected,e3025,,0.0714
UNIRM_058,UNIRM_157,Undirected,e3026,,0.3784
UNIRM_058,UNIRM_159,Undirected,e3027,,0.16
UNIRM_058,UNIRM_176,Undirected,e3028,,0.1429
UNIRM_058,UNIRM_178,Undirected,e3029,,0.0952
UNIRM_058,UNIRM_180,Undirected,e3030,,0.0976
UNIRM_058,UNIRM_186,Undirected,e3031,,0.2
UNIRM_058,UNIRM_213,Undirected,e3032,,0.2105
UNIRM_058,UNIRM_214,Undirected,e3033,,0.0952
UNIRM_058,UNIRM_218,Undirected,e3034,,0.1
UNIRM_058,UNIRM_221,Undirected,e3035,,0.16
UNIRM_058,UNIRM_225,Undirected,e3036,,0.15
UNIRM_058,UNIRM_229,Undirected,e3037,,0.1739
UNIRM_058,UNIRM_230,Undirected,e3038,,0.1818
UNIRM_058,UNIRM_236,Undirected,e3039,,0.5333
UNIRM_058,UNIRM_237,Undirected,e3040,,0.3
UNIRM_058,UNIRM_239,Undirected,e3041,,0.3529
UNIRM_058,UNIRM_240,Undirected,e3042,,0.2105
UNIRM_058,UNIRM_241,Undirected,e3043,,0.2105
UNIRM_058,UNIRM_244,Undirected,e3044,,0.1
UNIRM_058,UNIRM_259,Undirected,e3045,,0.2
UNIRM_058,UNIRM_260,Undirected,e3046,,0.2105
UNIRM_058,UNIRM_261,Undirected,e3047,,0.3158
UNIRM_058,UNIRM_266,Undirected,e3048,,0.2105
UNIRM_058,UNIRM_270,Undirected,e3049,,0.0952
UNIRM_058,UNIRM_279,Undirected,e3050,,0.1053
UNIRM_058,UNIRM_281,Undirected,e3051,,0.0645
UNIRM_058,UNIRM_286,Undirected,e3052,,0.129
UNIRM_058,UNIRM_291,Undirected,e3053,,0.0833
UNIRM_058,UNIRM_295,Undirected,e3054,,0.1333
UNIRM_058,UNIRM_338,Undirected,e3055,,0.1538
UNIRM_058,UNIRM_348,Undirected,e3056,,0.069
UNIRM_058,UNIRM_355,Undirected,e3057,,0.0833
UNIRM_058,UNIRM_362,Undirected,e3058,,0.0833
UNIRM_058,UNIRM_364,Undirected,e3059,,0.1905
UNIRM_058,UNIRM_382,Undirected,e3060,,0.1
UNIRM_062,UNIRM_063,Undirected,e3089,,0.04
UNIRM_062,UNIRM_064,Undirected,e3090,,0.1333
UNIRM_062,UNIRM_066,Undirected,e3091,,0.0741
UNIRM_062,UNIRM_068,Undirected,e3092,,0.125
UNIRM_062,UNIRM_070,Undirected,e3093,,0.1463
UNIRM_062,UNIRM_082,Undirected,e3094,,0.1622
UNIRM_062,UNIRM_083,Undirected,e3095,,0.0909
UNIRM_062,UNIRM_092,Undirected,e3096,,0.25
UNIRM_062,UNIRM_111,Undirected,e3097,,0.7368
UNIRM_062,UNIRM_112,Undirected,e3098,,0.3333
UNIRM_062,UNIRM_113,Undirected,e3099,,0.1176
UNIRM_062,UNIRM_114,Undirected,e3100,,0.1333
UNIRM_062,UNIRM_115,Undirected,e3101,,0.125
UNIRM_062,UNIRM_117,Undirected,e3102,,0.2353
UNIRM_062,UNIRM_119,Undirected,e3103,,0.1053
UNIRM_062,UNIRM_121,Undirected,e3104,,0.0741
UNIRM_062,UNIRM_122,Undirected,e3105,,0.1176
UNIRM_062,UNIRM_123,Undirected,e3106,,0.2
UNIRM_062,UNIRM_126,Undirected,e3107,,0.2632
UNIRM_062,UNIRM_133,Undirected,e3108,,0.1905
UNIRM_062,UNIRM_134,Undirected,e3109,,0.125
UNIRM_062,UNIRM_139,Undirected,e3110,,0.125
UNIRM_062,UNIRM_142,Undirected,e3111,,0.0909
UNIRM_062,UNIRM_145,Undirected,e3112,,0.0476
UNIRM_062,UNIRM_176,Undirected,e3113,,0.0526
UNIRM_062,UNIRM_178,Undirected,e3114,,0.3529
UNIRM_062,UNIRM_180,Undirected,e3115,,0.0541
UNIRM_062,UNIRM_218,Undirected,e3116,,0.125
UNIRM_062,UNIRM_236,Undirected,e3117,,0.0769
UNIRM_062,UNIRM_261,Undirected,e3118,,0.1333
UNIRM_062,UNIRM_338,Undirected,e3119,,0.1143
UNIRM_063,UNIRM_064,Undirected,e3154,,0.3467
UNIRM_063,UNIRM_066,Undirected,e3155,,0.0702
UNIRM_063,UNIRM_068,Undirected,e3156,,0.087
UNIRM_063,UNIRM_070,Undirected,e3157,,0.1408
UNIRM_063,UNIRM_082,Undirected,e3158,,0.2687
UNIRM_063,UNIRM_083,Undirected,e3159,,0.1622
UNIRM_063,UNIRM_092,Undirected,e3160,,0.1613
UNIRM_063,UNIRM_106,Undirected,e3161,,0.6923
UNIRM_063,UNIRM_112,Undirected,e3162,,0.125
UNIRM_063,UNIRM_114,Undirected,e3163,,0.0444
UNIRM_063,UNIRM_115,Undirected,e3164,,0.0435
UNIRM_063,UNIRM_119,Undirected,e3165,,0.0816
UNIRM_063,UNIRM_121,Undirected,e3166,,0.1404
UNIRM_063,UNIRM_126,Undirected,e3167,,0.1765
UNIRM_063,UNIRM_133,Undirected,e3168,,0.0784
UNIRM_063,UNIRM_139,Undirected,e3169,,0.1304
UNIRM_063,UNIRM_142,Undirected,e3170,,0.3243
UNIRM_063,UNIRM_144,Undirected,e3171,,0.2222
UNIRM_063,UNIRM_145,Undirected,e3172,,0.2222
UNIRM_063,UNIRM_150,Undirected,e3173,,0.037
UNIRM_063,UNIRM_153,Undirected,e3174,,0.507
UNIRM_063,UNIRM_154,Undirected,e3175,,0.0741
UNIRM_063,UNIRM_157,Undirected,e3176,,0.4127
UNIRM_063,UNIRM_159,Undirected,e3177,,0.1569
UNIRM_063,UNIRM_162,Undirected,e3178,,0.1277
UNIRM_063,UNIRM_176,Undirected,e3180,,0.2059
UNIRM_063,UNIRM_178,Undirected,e3181,,0.0426
UNIRM_063,UNIRM_180,Undirected,e3182,,0.2388
UNIRM_063,UNIRM_211,Undirected,e3183,,0.0392
