Date,ID
20171220,SW_001
20171220,SW_001
20171220,SW_001
20180603,SW_001
20180603,SW_001
20180603,SW_001
20180603,SW_001
20180603,SW_001
20180603,SW_001
20180713,SW_002
20180713,SW_002
20180713,SW_002
20180713,SW_002
20180713,SW_002
20180713,SW_002
20180713,SW_002
20180713,SW_002
20180713,SW_002
20180713,SW_002
20180713,SW_002
20180713,SW_002
20180713,SW_002
20180713,SW_002
20180817,SW_003
20180817,SW_003
20180817,SW_003
20180817,SW_003
20180817,SW_003
20180817,SW_004
20180817,SW_003
20180817,SW_003
20180817,SW_003
20180817,SW_003
20180817,SW_003
20180817,SW_003
20180817,SW_003
20180817,SW_003
20180817,SW_003
20180817,SW_004
20180817,SW_005
20180817,SW_004
20180817,SW_005
20180817,SW_004
20180817,SW_005
20180817,SW_003
20180817,SW_003
20180817,SW_004
20180817,SW_003
20180817,SW_005
20180817,SW_004
20180817,SW_005
20180817,SW_004
20180817,SW_005
20180817,SW_004
20180817,SW_006
20180817,SW_006
20180817,SW_006
20180817,SW_006
20180817,SW_006
20180817,SW_006
20180817,SW_006
20180817,SW_006
20180817,SW_006
20180817,SW_006
20180817,SW_006
20180817,SW_006
20180817,SW_006
20180817,SW_006
20180817,SW_006
20180817,SW_006
20180817,SW_006
20180817,SW_006
20180817,SW_006
20180817,SW_004
20180817,SW_006
20180817,SW_006
20180817,SW_006
20180817,SW_006
20180817,SW_006
20180817,SW_006
20180817,SW_006
20180817,SW_006
20180817,SW_006
20180817,SW_006
20180817,SW_006
20180817,SW_007
20180817,SW_007
20180817,SW_007
20180817,SW_007
20180817,SW_007
20180817,SW_007
20180817,SW_007
20180817,SW_007
20180817,SW_007
20180817,SW_007
20180817,SW_007
20180822,SW_008
20180822,SW_008
20180822,SW_008
20180822,SW_008
20180822,SW_008
20180822,SW_008
20180822,SW_008
20180822,SW_008
20180822,SW_008
20180822,SW_008
20180822,SW_008
20180822,SW_008
20180822,SW_009
20180822,SW_009
20180822,SW_010
20180822,SW_009
20180822,SW_009
20180822,SW_009
20180822,SW_010
20180822,SW_010
20180822,SW_010
20180822,SW_010
20180822,SW_010
20180822,SW_008
20180822,SW_008
20180822,SW_011
20180822,SW_011
20180822,SW_011
20180822,SW_011
20180822,SW_011
20180822,SW_011
20180823,SW_012
20180823,SW_012
20180823,SW_012
20180823,SW_012
20180823,SW_012
20180906,SW_013
20180906,SW_013
20180906,SW_013
20180906,SW_013
20180906,SW_013
20180906,SW_013
20180906,SW_013
20180906,SW_013
20180906,SW_014
20180906,SW_014
20180906,SW_014
20180906,SW_014
20180906,SW_014
20180906,SW_015
20180906,SW_015
20180906,SW_015
20180906,SW_015
20180906,SW_015
20180906,SW_004
20180906,SW_015
20180906,SW_015
20180906,SW_015
20180906,SW_015
20180906,SW_016
20180906,SW_016
20180906,SW_016
20180906,SW_016
20180906,SW_014
20180906,SW_017
20180906,SW_017
20180906,SW_017
20180906,SW_017
20180906,SW_017
20180906,SW_017
20190524,SW_019
20190524,SW_019
20190524,SW_019
20190524,SW_019
20190524,SW_020
20190524,SW_020
20190524,SW_020
20190524,SW_020
20190524,SW_020
20190524,SW_020
20190524,SW_020
20190524,SW_020
20190524,SW_020
20190524,SW_020
20190524,SW_020
20190705,SW_004
20190705,SW_021
20190705,SW_021
20190705,SW_021
20190705,SW_021
20190705,SW_021
20190705,SW_021
20190705,SW_021
20190705,SW_021
20190705,SW_021
20190705,SW_021
20190705,SW_021
20190705,SW_021
20190705,SW_021
20190724,SW_022
20190724,SW_022
20190724,SW_022
20190724,SW_022
20190724,SW_023
20190724,SW_023
20190724,SW_023
20190724,SW_023
20190724,SW_023
20190724,SW_023
20190812,SW_024
20190812,SW_024
20190812,SW_024
20190812,SW_024
20190812,SW_024
20190812,SW_024
20190812,SW_024
20190812,SW_024
20190812,SW_024
20190812,SW_024
20190812,SW_024
20190812,SW_024
20190812,SW_024
20190812,SW_025
20190812,SW_025
20190812,SW_024
20190812,SW_024
20190812,SW_024
20190812,SW_025
20190812,SW_024
20190812,SW_025
20190812,SW_025
20190812,SW_024
20190812,SW_024
20190812,SW_025
20190812,SW_024
20190812,SW_024
20190819,SW_026
20190819,SW_026
20190819,SW_026
20190819,SW_026
20190819,SW_026
20190819,SW_026
20190820,SW_027
20190820,SW_027
20190820,SW_027
20190820,SW_028
20190820,SW_027
