Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Freq (Hz)	Delta Time (s)	Begin File	Peak Freq Contour (Hz)	PFC Slope (Hz/ms)	File Offset (s)	Start Freq (Hz)	End Freq (Hz)	ID	ID_Category	Type	Category	N elements	Quality	similar_to	Inflection Points	Step	N max	N min	Interruptions	Overtones	Contour	Overlap
13	Spectrogram 1	2	234.952641000	235.315369400	3487.179	9641.026	6153.847	0.3627	SeaPro_20210811_110337_2CH192K16.wav	3937.500;3562.500;3562.500;3562.500;9000.000;4500.000;4500.000;3750.000;4125.000;3750.000;8437.500;3750.000;3750.000;3750.000;3750.000;3750.000;3750.000;3562.500;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;3937.500;4125.000;4125.000;4125.000;3937.500;3937.500;3937.500;3750.000;3750.000;3750.000;3562.500;3562.500;3750.000;3562.500;3562.500;3562.500;3562.500;3750.000;3562.500;3750.000;3562.500;3562.500;3562.500;3562.500;7875.000;7875.000;3750.000;3562.500;3937.500;3937.500;3937.500;3750.000;3937.500;7312.500;3562.500;7125.000;6937.500;6750.000;5625.000;3750.000;5437.500;3562.500;5250.000;5250.000;5250.000;5062.500;5062.500;4875.000;4875.000;4500.000;4687.500;4500.000;4500.000;4500.000;4500.000;4500.000;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;4125.000;4687.500;4125.000	-140.625;0.000;0.000;2039.062;-1687.500;0.000;-281.250;140.625;-140.625;1757.812;-1757.812;0.000;0.000;0.000;0.000;0.000;-70.312;210.938;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;70.312;0.000;0.000;-70.312;0.000;0.000;-70.312;0.000;0.000;-70.312;0.000;70.312;-70.312;0.000;0.000;0.000;70.312;-70.312;70.312;-70.312;0.000;0.000;0.000;1617.188;0.000;-1546.875;-70.312;140.625;0.000;0.000;-70.312;70.312;1265.625;-1406.250;1335.938;-70.312;-70.312;-421.875;-703.125;632.812;-703.125;632.812;0.000;0.000;-70.312;0.000;-70.312;0.000;-140.625;70.312;-70.312;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;210.938;-210.938	234.9526	9641	3487	W_5205	SW_045	SE	SW	1	1.5		1	0	1	1	0	1	M	BC
31	Spectrogram 1	2	355.494947100	355.833945700	3829.060	9777.778	5948.718	0.3390	SeaPro_20210811_110337_2CH192K16.wav	4312.500;3937.500;3937.500;3937.500;4500.000;4125.000;4500.000;3937.500;4312.500;4312.500;4312.500;4312.500;4312.500;4500.000;4500.000;3937.500;4687.500;4312.500;4500.000;3937.500;4125.000;4500.000;4125.000;3937.500;3937.500;3937.500;4312.500;3937.500;3937.500;3937.500;4312.500;4125.000;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;4312.500;4125.000;4687.500;4500.000;4500.000;7875.000;3937.500;4500.000;4687.500;4687.500;4687.500;4687.500;4687.500;3937.500;4500.000;4500.000;4500.000;7875.000;7875.000;4687.500;7875.000;3937.500;3937.500;4312.500;3937.500;4125.000;4875.000;4687.500;4500.000;4125.000;7500.000;4687.500;3937.500;4125.000;6937.500;6750.000;6375.000;5812.500;5812.500;5625.000;5437.500;5250.000;5062.500;4875.000;4875.000;4687.500;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4312.500;4312.500;4500.000;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500	-140.625;0.000;0.000;210.938;-140.625;140.625;-210.938;140.625;0.000;0.000;0.000;0.000;70.312;0.000;-210.938;281.250;-140.625;70.312;-210.938;70.312;140.625;-140.625;-70.312;0.000;0.000;140.625;-140.625;0.000;0.000;140.625;-70.312;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;140.625;-70.312;210.938;-70.312;0.000;1265.625;-1476.562;210.938;70.312;0.000;0.000;0.000;0.000;-281.250;210.938;0.000;0.000;1265.625;0.000;-1195.312;1195.312;-1476.562;0.000;140.625;-140.625;70.312;281.250;-70.312;-70.312;-140.625;1265.625;-1054.688;-281.250;70.312;1054.688;-70.312;-140.625;-210.938;0.000;-70.312;-70.312;-70.312;-70.312;-70.312;0.000;-70.312;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;70.312;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	355.4949	9777	3829	W_5205	SW_045	SE	SW	1	1.5		1	0	1	1	0	1	M	
37	Spectrogram 1	2	413.528865300	413.915323600	3868.290	10188.034	6319.744	0.3865	SeaPro_20210811_110337_2CH192K16.wav	3937.500;3937.500;3937.500;4125.000;3937.500;4125.000;3937.500;3937.500;3937.500;3937.500;5437.500;3937.500;4125.000;3937.500;3937.500;3937.500;4312.500;3937.500;3937.500;3937.500;8250.000;8250.000;3937.500;3937.500;8062.500;3937.500;8062.500;8062.500;3937.500;7875.000;3937.500;7875.000;3937.500;7875.000;7875.000;3937.500;8062.500;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;3937.500;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7687.500;7687.500;7687.500;7687.500;7500.000;7500.000;4125.000;3937.500;3937.500;7125.000;7125.000;6937.500;4125.000;4312.500;4125.000;3937.500;4312.500;5812.500;5812.500;5625.000;5625.000;5437.500;5250.000;5250.000;5250.000;5062.500;5062.500;5062.500;4500.000;4500.000;4500.000;4312.500;4312.500;4312.500;4312.500;4312.500;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;3937.500;4125.000;4125.000;4125.000;4125.000;4125.000;3937.500;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4312.500;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000	0.000;0.000;70.312;-70.312;70.312;-70.312;0.000;0.000;0.000;562.500;-562.500;70.312;-70.312;0.000;0.000;140.625;-140.625;0.000;0.000;1617.188;0.000;-1617.188;0.000;1546.875;-1546.875;1546.875;0.000;-1546.875;1476.562;-1476.562;1476.562;-1476.562;1476.562;0.000;-1476.562;1546.875;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-1476.562;1476.562;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;-70.312;0.000;-1265.625;-70.312;0.000;1195.312;0.000;-70.312;-1054.688;70.312;-70.312;-70.312;140.625;562.500;0.000;-70.312;0.000;-70.312;-70.312;0.000;0.000;-70.312;0.000;0.000;-210.938;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;70.312;0.000;0.000;0.000;0.000;-70.312;70.312;0.000;0.000;0.000;0.000;0.000;0.000;70.312;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	413.5289	10188	3692	W_5205	SW_045	SE	SW	1	1.5		1	0	1	1	0	1	M	
38	Spectrogram 1	2	414.813669900	415.145888500	3555.556	11623.932	8068.376	0.3322	SeaPro_20210811_110337_2CH192K16.wav	3562.500;3562.500;3562.500;3750.000;3750.000;3750.000;3937.500;3562.500;3562.500;3750.000;3562.500;4125.000;3562.500;3562.500;3937.500;3562.500;3562.500;3750.000;3562.500;3750.000;4125.000;3937.500;3937.500;3750.000;3562.500;3562.500;3750.000;3750.000;3750.000;3750.000;3750.000;3562.500;3562.500;3750.000;3750.000;3562.500;3562.500;3750.000;3562.500;3562.500;3937.500;3562.500;3562.500;3937.500;3562.500;3750.000;4125.000;3937.500;3750.000;3750.000;3750.000;8437.500;3937.500;3750.000;3750.000;3937.500;3937.500;3562.500;3562.500;3562.500;3562.500;3750.000;3750.000;3750.000;3562.500;3562.500;3562.500;3750.000;3562.500;3750.000;3937.500;4125.000;4125.000;4125.000;4687.500;4687.500;4875.000;4500.000;4500.000;4312.500;4312.500;4312.500;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4312.500;4687.500	0.000;0.000;70.312;0.000;0.000;70.312;-140.625;0.000;70.312;-70.312;210.938;-210.938;0.000;140.625;-140.625;0.000;70.312;-70.312;70.312;140.625;-70.312;0.000;-70.312;-70.312;0.000;70.312;0.000;0.000;0.000;0.000;-70.312;0.000;70.312;0.000;-70.312;0.000;70.312;-70.312;0.000;140.625;-140.625;0.000;140.625;-140.625;70.312;140.625;-70.312;-70.312;0.000;0.000;1757.812;-1687.500;-70.312;0.000;70.312;0.000;-140.625;0.000;0.000;0.000;70.312;0.000;0.000;-70.312;0.000;0.000;70.312;-70.312;70.312;70.312;70.312;0.000;0.000;210.938;0.000;70.312;-140.625;0.000;-70.312;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;140.625	414.8137	11623	3555	W_5205	SW_045	SE	SW	1	1.5		1	1	1	1	0	1	M	
46	Spectrogram 1	2	427.037141125	427.288176300	3681.115	9641.026	5959.911	0.2510	SeaPro_20210811_110337_2CH192K16.wav	4125.000;9187.500;9187.500;8812.500;8812.500;8625.000;8437.500;8437.500;8437.500;8250.000;8250.000;8250.000;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8250.000;8250.000;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;3937.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;7125.000;6937.500;6562.500;6187.500;5812.500;5437.500;5437.500;5250.000;5062.500;4875.000;4687.500;4500.000;4500.000;4312.500;4312.500;4312.500;4312.500;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500	1898.438;0.000;-140.625;0.000;-70.312;-70.312;0.000;0.000;-70.312;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;-1546.875;1546.875;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-351.562;-70.312;-140.625;-140.625;-140.625;-140.625;0.000;-70.312;-70.312;-70.312;-70.312;-70.312;0.000;-70.312;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	427.0371	9641	3487	W_5205	SW_045	SE	SW	1	3		1	0	1	1	0	1	M	W
48	Spectrogram 1	2	428.954422132	429.237418100	3618.723	9421.158	5802.435	0.2830	SeaPro_20210811_110337_2CH192K16.wav	9187.500;4687.500;4687.500;4125.000;8437.500;8437.500;3937.500;8250.000;8250.000;8250.000;8062.500;8062.500;8062.500;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7687.500;7875.000;7687.500;7875.000;3937.500;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;7875.000;7875.000;7687.500;7500.000;7312.500;7125.000;6937.500;6750.000;6562.500;6375.000;5812.500;5625.000;5437.500;3750.000;3750.000;3750.000;3750.000;3750.000;3937.500;3750.000;3750.000;3937.500;3750.000;4125.000;4125.000;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3750.000;3937.500;3750.000;3937.500;3750.000;3937.500;3750.000;3750.000;3750.000;3750.000;3750.000;3750.000;3750.000;3750.000;3750.000;3750.000;3750.000;3750.000;3750.000;3750.000;3750.000;3750.000;3750.000;3750.000;3750.000;3937.500	-1687.500;0.000;-210.938;1617.188;0.000;-1687.500;1617.188;0.000;0.000;-70.312;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;70.312;-70.312;70.312;-1476.562;1476.562;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;-70.312;-70.312;-70.312;-70.312;-70.312;-70.312;-70.312;-70.312;-210.938;-70.312;-70.312;-632.812;0.000;0.000;0.000;0.000;70.312;-70.312;0.000;70.312;-70.312;140.625;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;-70.312;70.312;-70.312;70.312;-70.312;70.312;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312	428.9544	9641	3487	W_5205	SW_045	SE	SW	1	3		1	0	1	1	0	1	M	CT-BC
53	Spectrogram 1	2	434.549214300	434.922112800	3555.556	9299.145	5743.589	0.3729	SeaPro_20210811_110337_2CH192K16.wav	3750.000;3562.500;3562.500;3562.500;9000.000;4125.000;3562.500;8437.500;8437.500;8437.500;3562.500;4312.500;8250.000;8250.000;3562.500;3562.500;3562.500;8062.500;8062.500;3750.000;3750.000;8062.500;7875.000;3750.000;3562.500;3937.500;3937.500;7875.000;7875.000;3562.500;7875.000;7875.000;7875.000;3562.500;3750.000;7875.000;7875.000;3937.500;3937.500;3937.500;3937.500;3937.500;4500.000;3562.500;3937.500;3937.500;3937.500;3562.500;3750.000;3562.500;3937.500;7875.000;4500.000;3937.500;7875.000;3937.500;4125.000;3562.500;3937.500;4125.000;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;4312.500;3937.500;3937.500;4125.000;3750.000;3562.500;3937.500;7875.000;7875.000;3562.500;3562.500;3937.500;3562.500;7500.000;3562.500;3937.500;3562.500;6750.000;6750.000;6562.500;6375.000;6375.000;5812.500;5625.000;5437.500;5437.500;5250.000;5250.000;4875.000;4875.000;4875.000;4875.000;4687.500;4312.500;4312.500;4312.500;4312.500;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;4312.500	-70.312;0.000;0.000;2039.062;-1828.125;-210.938;1828.125;0.000;0.000;-1828.125;281.250;1476.562;0.000;-1757.812;0.000;0.000;1687.500;0.000;-1617.188;0.000;1617.188;-70.312;-1546.875;-70.312;140.625;0.000;1476.562;0.000;-1617.188;1617.188;0.000;0.000;-1617.188;70.312;1546.875;0.000;-1476.562;0.000;0.000;0.000;0.000;210.938;-351.562;140.625;0.000;0.000;-140.625;70.312;-70.312;140.625;1476.562;-1265.625;-210.938;1476.562;-1476.562;70.312;-210.938;140.625;70.312;-70.312;0.000;0.000;0.000;0.000;0.000;140.625;-140.625;0.000;70.312;-140.625;-70.312;140.625;1476.562;0.000;-1617.188;0.000;140.625;-140.625;1476.562;-1476.562;140.625;-140.625;1195.312;0.000;-70.312;-70.312;0.000;-210.938;-70.312;-70.312;0.000;-70.312;0.000;-140.625;0.000;0.000;0.000;-70.312;-140.625;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;140.625	434.5492	9299	3555	W_5205	SW_045	SE	SW	1	1.5		1	0	1	1	0	1	M	
59	Spectrogram 1	2	484.515387800	484.793366600	3760.684	9914.530	6153.846	0.2780	SeaPro_20210811_110337_2CH192K16.wav	4312.500;4312.500;3937.500;3937.500;4125.000;3937.500;9375.000;3937.500;3937.500;3937.500;9187.500;4125.000;8812.500;8812.500;4125.000;8625.000;8625.000;4125.000;8625.000;3937.500;4125.000;3937.500;8437.500;8437.500;4125.000;4312.500;8437.500;3937.500;8437.500;8250.000;4125.000;3937.500;4125.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;4125.000;7875.000;4687.500;7875.000;7875.000;4125.000;4125.000;4125.000;7500.000;7500.000;7312.500;7125.000;6937.500;8250.000;6375.000;6187.500;6187.500;6000.000;4125.000;4125.000;4125.000;3937.500;5062.500;4875.000;4500.000;4500.000;4500.000;4312.500;4312.500;4312.500;4312.500;4312.500;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;3937.500;3937.500;3937.500;4125.000;3937.500;4125.000;3937.500;3937.500;3937.500;3937.500;3937.500;4125.000;4125.000;4125.000	0.000;-140.625;0.000;70.312;-70.312;2039.062;-2039.062;0.000;0.000;1968.750;-1898.438;1757.812;0.000;-1757.812;1687.500;0.000;-1687.500;1687.500;-1757.812;70.312;-70.312;1687.500;0.000;-1617.188;70.312;1546.875;-1687.500;1687.500;-70.312;-1546.875;-70.312;70.312;1546.875;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-1476.562;1406.250;-1195.312;1195.312;0.000;-1406.250;0.000;0.000;1265.625;0.000;-70.312;-70.312;-70.312;492.188;-703.125;-70.312;0.000;-70.312;-703.125;0.000;0.000;-70.312;421.875;-70.312;-140.625;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;70.312;-70.312;70.312;-70.312;0.000;0.000;0.000;0.000;70.312;0.000;0.000	484.5154	9914	3760	W_5205	SW_045	SE	SW	1	1.5		1	0	1	1	0	1	M	BC
61	Spectrogram 1	2	525.224792410	525.637326500	4305.032	10357.035	6052.002	0.4125	SeaPro_20210811_110337_2CH192K16.wav	10125.000;10125.000;10125.000;10125.000;4312.500;9562.500;9375.000;9375.000;9187.500;9187.500;9000.000;9000.000;9000.000;8812.500;8812.500;8812.500;8625.000;4312.500;4312.500;8437.500;8437.500;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8062.500;8062.500;4687.500;8062.500;8062.500;4312.500;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7687.500;7687.500;7687.500;7687.500;7687.500;7687.500;7687.500;7687.500;7687.500;7687.500;7687.500;7687.500;7687.500;7687.500;7687.500;7687.500;7687.500;7687.500;7687.500;7687.500;7687.500;7687.500;7687.500;7687.500;7687.500;7687.500;7687.500;7687.500;7687.500;7687.500;7500.000;7500.000;7500.000;7312.500;7125.000;6937.500;7125.000;6750.000;6562.500;6562.500;6187.500;6187.500;6000.000;5812.500;5812.500;5437.500;5250.000;4875.000;4875.000;4687.500;4687.500;4687.500;4687.500;4687.500;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4687.500;4875.000;4312.500	0.000;0.000;0.000;-2179.688;1968.750;-70.312;0.000;-70.312;0.000;-70.312;0.000;0.000;-70.312;0.000;0.000;-70.312;-1617.188;0.000;1546.875;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;-1265.625;1265.625;0.000;-1406.250;1335.938;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;-70.312;-70.312;-70.312;70.312;-140.625;-70.312;0.000;-140.625;0.000;-70.312;-70.312;0.000;-140.625;-70.312;-140.625;0.000;-70.312;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;140.625;70.312;-210.938	525.2248	10529	3829	W_5205	SW_045	SE	SW	1	3		1	0	1	1	0	1	M	BC
62	Spectrogram 1	2	526.718731900	527.017050700	3965.812	10666.667	6700.855	0.2983	SeaPro_20210811_110337_2CH192K16.wav	10312.500;10312.500;10312.500;10312.500;10312.500;10125.000;9750.000;9562.500;9375.000;9375.000;9187.500;9187.500;9000.000;9000.000;9000.000;9000.000;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8625.000;4312.500;4500.000;4312.500;8625.000;8625.000;8625.000;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8250.000;8250.000;8250.000;8250.000;8250.000;8062.500;8062.500;7875.000;7875.000;7875.000;7687.500;7500.000;7312.500;7312.500;7125.000;6937.500;6562.500;6562.500;6187.500;5812.500;5625.000;5625.000;5062.500;5062.500;5062.500;4687.500;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4500.000;4500.000	0.000;0.000;0.000;0.000;-70.312;-140.625;-70.312;-70.312;0.000;-70.312;0.000;-70.312;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;-70.312;-1617.188;70.312;-70.312;1617.188;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;-70.312;0.000;-70.312;0.000;0.000;-70.312;-70.312;-70.312;0.000;-70.312;-70.312;-140.625;0.000;-140.625;-140.625;-70.312;0.000;-210.938;0.000;0.000;-140.625;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000	526.7187	10666	3965	W_5205	SW_045	SE	SW	1	3		1	0	1	1	0	1	M	W-BC
