Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Freq (Hz)	Delta Time (s)	Begin File	Peak Freq Contour (Hz)	PFC Slope (Hz/ms)	File Offset (s)	Start Freq (Hz)	End Freq (Hz)	ID	ID_Category	Type	Category	N elements	Quality	similar_to	Inflection Points	Step	N max	N min	Interruptions	Overtones	Contour	Overlap
1	Spectrogram 1	2	209.318667100	210.142432600	1914.530	10803.419	8888.889	0.8238	SeaPro_20211030_141113_2CH96K16.wav	1968.750;2531.250;2625.000;2625.000;4312.500;5062.500;1968.750;2531.250;6750.000;1968.750;2625.000;1968.750;2625.000;2062.500;2062.500;2156.250;2156.250;1968.750;2250.000;2156.250;1968.750;8531.250;1968.750;1968.750;2156.250;1968.750;8625.000;8625.000;1968.750;2062.500;1968.750;1968.750;2062.500;8812.500;1968.750;2062.500;2062.500;2062.500;2437.500;2062.500;2062.500;1968.750;2156.250;2437.500;1968.750;1968.750;1968.750;2062.500;2062.500;2062.500;2531.250;1968.750;2156.250;2343.750;2156.250;1968.750;1968.750;1968.750;2250.000;1968.750;1968.750;9468.750;2250.000;2156.250;2062.500;1968.750;2062.500;2062.500;9562.500;2062.500;2250.000;1968.750;2156.250;2250.000;1968.750;2062.500;9656.250;2062.500;9656.250;1968.750;1968.750;9656.250;2156.250;2062.500;2156.250;2062.500;2062.500;1968.750;2531.250;2250.000;1968.750;2062.500;1968.750;2062.500;1968.750;1968.750;2156.250;2156.250;2062.500;1968.750;1968.750;1968.750;2062.500;1968.750;2062.500;1968.750;2156.250;2343.750;1968.750;2062.500;2062.500;1968.750;1968.750;2062.500;2062.500;2062.500;10218.750;10218.750;1968.750;2062.500;2062.500;2062.500;2156.250;1968.750;2062.500;2062.500;1968.750;1968.750;2062.500;2250.000;10406.250;1968.750;1968.750;2156.250;1968.750;2062.500;2156.250;1968.750;2062.500;1968.750;2062.500;2718.750;1968.750;2437.500;2437.500;1968.750;2250.000;1968.750;2062.500;1968.750;2250.000;1968.750;2062.500	105.469;17.578;0.000;316.406;140.625;-580.078;105.469;791.016;-896.484;123.047;-123.047;123.047;-105.469;0.000;17.578;0.000;-35.156;52.734;-17.578;-35.156;1230.469;-1230.469;0.000;35.156;-35.156;1248.047;0.000;-1248.047;17.578;-17.578;0.000;17.578;1265.625;-1283.203;17.578;0.000;0.000;70.312;-70.312;0.000;-17.578;35.156;52.734;-87.891;0.000;0.000;17.578;0.000;0.000;87.891;-105.469;35.156;35.156;-35.156;-35.156;0.000;0.000;52.734;-52.734;0.000;1406.250;-1353.516;-17.578;-17.578;-17.578;17.578;0.000;1406.250;-1406.250;35.156;-52.734;35.156;17.578;-52.734;17.578;1423.828;-1423.828;1423.828;-1441.406;0.000;1441.406;-1406.250;-17.578;17.578;-17.578;0.000;-17.578;105.469;-52.734;-52.734;17.578;-17.578;17.578;-17.578;0.000;35.156;0.000;-17.578;-17.578;0.000;0.000;17.578;-17.578;17.578;-17.578;35.156;35.156;-70.312;17.578;0.000;-17.578;0.000;17.578;0.000;0.000;1529.297;0.000;-1546.875;17.578;0.000;0.000;17.578;-35.156;17.578;0.000;-17.578;0.000;17.578;35.156;1529.297;-1582.031;0.000;35.156;-35.156;17.578;17.578;-35.156;17.578;-17.578;17.578;123.047;-140.625;87.891;0.000;-87.891;52.734;-52.734;17.578;-17.578;52.734;-52.734;17.578	209.3187	1914	10803	W_17633	SW_094	SE	SW	1	1.5		0	1	1	1	0	1	A	CT
2	Spectrogram 1	2	210.535670500	211.261126500	2051.282	10871.795	8820.513	0.7255	SeaPro_20211030_141113_2CH96K16.wav	2156.250;2343.750;2343.750;2343.750;2156.250;2156.250;2250.000;2250.000;2156.250;2156.250;2156.250;2250.000;2156.250;2156.250;2250.000;2156.250;2250.000;2156.250;2156.250;2062.500;8062.500;8062.500;8062.500;2250.000;2250.000;2156.250;2250.000;2156.250;2156.250;2062.500;2062.500;2156.250;2250.000;2250.000;2250.000;2437.500;2343.750;2156.250;2062.500;2250.000;2062.500;2062.500;8906.250;8906.250;8906.250;2156.250;2062.500;2156.250;2156.250;8906.250;2062.500;9000.000;8906.250;2250.000;2062.500;2062.500;9093.750;9093.750;9000.000;9093.750;9093.750;2062.500;9187.500;9187.500;9281.250;9281.250;9281.250;9375.000;9375.000;9375.000;9375.000;9375.000;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;2156.250;2156.250;2156.250;2062.500;2062.500;2156.250;2062.500;2062.500;2062.500;2062.500;2250.000;2062.500;2437.500;2062.500;2156.250;2343.750;2250.000;2062.500;2062.500;2156.250;2156.250;2062.500;9843.750;2062.500;2062.500;9937.500;9937.500;2062.500;2062.500;2062.500;10031.250;10125.000;2062.500;2062.500;2062.500;10125.000;2062.500;10125.000;10125.000;10218.750;2343.750;2156.250;2062.500;2062.500;2062.500;2062.500;2156.250;2062.500;2718.750;2062.500;2250.000;2062.500;2062.500;2062.500;2062.500;2062.500	35.156;0.000;0.000;-35.156;0.000;17.578;0.000;-17.578;0.000;0.000;17.578;-17.578;0.000;17.578;-17.578;17.578;-17.578;0.000;-17.578;1125.000;0.000;0.000;-1089.844;0.000;-17.578;17.578;-17.578;0.000;-17.578;0.000;17.578;17.578;0.000;0.000;35.156;-17.578;-35.156;-17.578;35.156;-35.156;0.000;1283.203;0.000;0.000;-1265.625;-17.578;17.578;0.000;1265.625;-1283.203;1300.781;-17.578;-1248.047;-35.156;0.000;1318.359;0.000;-17.578;17.578;0.000;-1318.359;1335.938;0.000;17.578;0.000;0.000;17.578;0.000;0.000;0.000;0.000;-1371.094;0.000;0.000;0.000;0.000;0.000;0.000;17.578;0.000;0.000;-17.578;0.000;17.578;-17.578;0.000;0.000;0.000;35.156;-35.156;70.312;-70.312;17.578;35.156;-17.578;-35.156;0.000;17.578;0.000;-17.578;1458.984;-1458.984;0.000;1476.562;0.000;-1476.562;0.000;0.000;1494.141;17.578;-1511.719;0.000;0.000;1511.719;-1511.719;1511.719;0.000;17.578;-1476.562;-35.156;-17.578;0.000;0.000;0.000;17.578;-17.578;123.047;-123.047;35.156;-35.156;0.000;0.000;0.000;0.000	210.5357	2051	10871	W_17633	SW_094	SE	SW	1	1.5		0	1	1	1	0	1	A	CT
3	Spectrogram 1	2	211.715384000	212.434060000	1641.026	10324.786	8683.760	0.7187	SeaPro_20211030_141113_2CH96K16.wav	1781.250;1875.000;1875.000;2062.500;2156.250;1687.500;1875.000;1781.250;1875.000;1968.750;1875.000;2156.250;1781.250;1781.250;1968.750;1968.750;1875.000;1781.250;1781.250;1875.000;1781.250;7781.250;1875.000;1781.250;1781.250;1781.250;8062.500;8062.500;8156.250;2156.250;1781.250;1781.250;1687.500;1968.750;1687.500;1875.000;1781.250;2062.500;1781.250;1781.250;1968.750;1875.000;1687.500;1875.000;1875.000;2062.500;2062.500;1968.750;1781.250;1781.250;1781.250;1875.000;1875.000;2250.000;1968.750;1687.500;9187.500;2156.250;1968.750;1968.750;1781.250;1781.250;1968.750;1781.250;2156.250;2250.000;1968.750;2062.500;1968.750;1968.750;1781.250;1687.500;1687.500;1781.250;1781.250;1875.000;2062.500;1781.250;1875.000;1968.750;2062.500;2156.250;2062.500;1875.000;1781.250;1875.000;1875.000;2062.500;1968.750;2062.500;1875.000;1687.500;2062.500;1968.750;2062.500;1875.000;1968.750;1781.250;1968.750;1968.750;1781.250;1875.000;1875.000;9750.000;9750.000;1687.500;2343.750;1781.250;1781.250;1687.500;1968.750;1687.500;1687.500;1781.250;1781.250;1687.500;9750.000;1968.750;2062.500;1687.500;1781.250;1968.750;1968.750;1781.250;1687.500;1781.250;1781.250;2062.500;2062.500;1781.250;1968.750;1968.750;2156.250;1875.000	17.578;0.000;35.156;17.578;-87.891;35.156;-17.578;17.578;17.578;-17.578;52.734;-70.312;0.000;35.156;0.000;-17.578;-17.578;0.000;17.578;-17.578;1125.000;-1107.422;-17.578;0.000;0.000;1177.734;0.000;17.578;-1125.000;-70.312;0.000;-17.578;52.734;-52.734;35.156;-17.578;52.734;-52.734;0.000;35.156;-17.578;-35.156;35.156;0.000;35.156;0.000;-17.578;-35.156;0.000;0.000;17.578;0.000;70.312;-52.734;-52.734;1406.250;-1318.359;-35.156;0.000;-35.156;0.000;35.156;-35.156;70.312;17.578;-52.734;17.578;-17.578;0.000;-35.156;-17.578;0.000;17.578;0.000;17.578;35.156;-52.734;17.578;17.578;17.578;17.578;-17.578;-35.156;-17.578;17.578;0.000;35.156;-17.578;17.578;-35.156;-35.156;70.312;-17.578;17.578;-35.156;17.578;-35.156;35.156;0.000;-35.156;17.578;0.000;1476.562;0.000;-1511.719;123.047;-105.469;0.000;-17.578;52.734;-52.734;0.000;17.578;0.000;-17.578;1511.719;-1458.984;17.578;-70.312;17.578;35.156;0.000;-35.156;-17.578;17.578;0.000;52.734;0.000;-52.734;35.156;0.000;35.156;-52.734	211.7154	1641	10324	W_17633	SW_094	SE	SW	1	1.5		0	1	1	1	0	1	A	CT
4	Spectrogram 1	2	212.935617100	213.508523900	1982.906	10666.667	8683.761	0.5729	SeaPro_20211030_141113_2CH96K16.wav	2718.750;2062.500;2250.000;3750.000;3656.250;2062.500;2062.500;2062.500;2062.500;6750.000;2062.500;7125.000;2625.000;2062.500;2062.500;7875.000;7968.750;7968.750;8062.500;2062.500;8156.250;8156.250;2156.250;2156.250;8718.750;8718.750;8812.500;8812.500;8812.500;8812.500;8906.250;8906.250;8906.250;8906.250;8906.250;9000.000;9000.000;9000.000;2156.250;2156.250;2062.500;2062.500;2156.250;2062.500;2062.500;2156.250;2156.250;2156.250;2062.500;2062.500;2156.250;2062.500;2250.000;2718.750;2156.250;2062.500;9468.750;2062.500;2250.000;2250.000;2156.250;2062.500;2156.250;2156.250;2062.500;2343.750;2343.750;2062.500;2250.000;9750.000;2250.000;2156.250;2062.500;2625.000;9750.000;2062.500;2062.500;9750.000;2156.250;2250.000;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;2156.250;2156.250;2062.500;2062.500;2062.500;2156.250;2156.250;3375.000;2062.500;2062.500;2250.000;2062.500;2156.250;2156.250;2062.500;2156.250	-123.047;35.156;281.250;-17.578;-298.828;0.000;0.000;0.000;878.906;-878.906;949.219;-843.750;-105.469;0.000;1089.844;17.578;0.000;17.578;-1125.000;1142.578;0.000;-1125.000;0.000;1230.469;0.000;17.578;0.000;0.000;0.000;17.578;0.000;0.000;0.000;0.000;17.578;0.000;0.000;-1283.203;0.000;-17.578;0.000;17.578;-17.578;0.000;17.578;0.000;0.000;-17.578;0.000;17.578;-17.578;35.156;87.891;-105.469;-17.578;1388.672;-1388.672;35.156;0.000;-17.578;-17.578;17.578;0.000;-17.578;52.734;0.000;-52.734;35.156;1406.250;-1406.250;-17.578;-17.578;105.469;1335.938;-1441.406;0.000;1441.406;-1423.828;17.578;-35.156;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;17.578;0.000;-17.578;0.000;0.000;17.578;0.000;228.516;-246.094;0.000;35.156;-35.156;17.578;0.000;-17.578;17.578	212.9356	1982	10666	W_17633	SW_094	SE	SW	1	1.5		0	1	1	1	0	1	A	
5	Spectrogram 1	2	215.328943900	216.003550200	2051.282	11008.547	8957.265	0.6746	SeaPro_20211030_141113_2CH96K16.wav	2062.500;2062.500;2718.750;2062.500;3750.000;2062.500;2718.750;2250.000;2062.500;6937.500;2062.500;2062.500;2062.500;7687.500;7781.250;7875.000;2250.000;2343.750;8250.000;2156.250;2062.500;8531.250;8625.000;2343.750;2156.250;2250.000;2718.750;2062.500;2062.500;2250.000;2062.500;2156.250;2062.500;2062.500;2062.500;2062.500;2250.000;2062.500;2156.250;2062.500;2250.000;8906.250;2062.500;2156.250;2250.000;2062.500;9750.000;9750.000;2062.500;2062.500;9750.000;2250.000;9750.000;9750.000;9843.750;9843.750;2062.500;9843.750;2062.500;9843.750;2156.250;2062.500;9843.750;9843.750;2062.500;9843.750;2062.500;2062.500;2062.500;2062.500;2156.250;2062.500;2062.500;2156.250;2156.250;2062.500;2250.000;2718.750;2062.500;2156.250;2062.500;2062.500;2250.000;10031.250;2156.250;2062.500;2062.500;2062.500;2250.000;2062.500;2062.500;10218.750;10218.750;10218.750;10312.500;2062.500;2156.250;10312.500;2062.500;10312.500;2062.500;2156.250;2156.250;2062.500;2062.500;2062.500;2156.250;2156.250;2062.500;2062.500;2062.500;2156.250;2343.750;2437.500;2156.250;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;2531.250;2062.500;2062.500	0.000;123.047;-123.047;316.406;-316.406;123.047;-87.891;-35.156;914.062;-914.062;0.000;0.000;1054.688;17.578;17.578;-1054.688;17.578;1107.422;-1142.578;-17.578;1212.891;17.578;-1177.734;-35.156;17.578;87.891;-123.047;0.000;35.156;-35.156;17.578;-17.578;0.000;0.000;0.000;35.156;-35.156;17.578;-17.578;35.156;1248.047;-1283.203;17.578;17.578;-35.156;1441.406;0.000;-1441.406;0.000;1441.406;-1406.250;1406.250;0.000;17.578;0.000;-1458.984;1458.984;-1458.984;1458.984;-1441.406;-17.578;1458.984;0.000;-1458.984;1458.984;-1458.984;0.000;0.000;0.000;17.578;-17.578;0.000;17.578;0.000;-17.578;35.156;87.891;-123.047;17.578;-17.578;0.000;35.156;1458.984;-1476.562;-17.578;0.000;0.000;35.156;-35.156;0.000;1529.297;0.000;0.000;17.578;-1546.875;17.578;1529.297;-1546.875;1546.875;-1546.875;17.578;0.000;-17.578;0.000;0.000;17.578;0.000;-17.578;0.000;0.000;17.578;35.156;17.578;-52.734;-17.578;0.000;0.000;0.000;0.000;0.000;0.000;87.891;-87.891;0.000	215.3289	2051	11008	W_17633	SW_094	SE	SW	1	1.5		0	1	1	1	0	1	A	CT
6	Spectrogram 1	2	333.664427400	334.159364700	4786.325	11487.179	6700.854	0.4949	SeaPro_20211030_141113_2CH96K16.wav	11250.000;11250.000;11343.750;11250.000;11156.250;11156.250;10968.750;10875.000;10687.500;10687.500;10406.250;10312.500;5062.500;10125.000;10125.000;10031.250;9843.750;9843.750;9750.000;9750.000;9750.000;9656.250;4875.000;9562.500;9468.750;9468.750;9468.750;9375.000;9375.000;9375.000;5062.500;9375.000;9375.000;9468.750;9468.750;9375.000;9468.750;9468.750;5062.500;9468.750;9468.750;9468.750;5062.500;9375.000;9468.750;5250.000;9375.000;5062.500;5062.500;6750.000;9281.250;9281.250;8906.250;8718.750;8531.250;8437.500;8343.750;7781.250;7218.750;6843.750;6562.500;6375.000;6000.000;6000.000;5625.000;5625.000;5531.250;5531.250;5531.250;5437.500;5437.500;5437.500;5437.500;5437.500;5343.750;5343.750;5343.750;5343.750;5343.750;5250.000;5250.000;5250.000;5250.000;5156.250;5156.250;5156.250;5156.250;5062.500;5062.500;5062.500;5062.500	0.000;17.578;-17.578;-17.578;0.000;-35.156;-17.578;-35.156;0.000;-52.734;-17.578;-984.375;949.219;0.000;-17.578;-35.156;0.000;-17.578;0.000;0.000;-17.578;-896.484;878.906;-17.578;0.000;0.000;-17.578;0.000;0.000;-808.594;808.594;0.000;17.578;0.000;-17.578;17.578;0.000;-826.172;826.172;0.000;0.000;-826.172;808.594;17.578;-791.016;773.438;-808.594;0.000;316.406;474.609;0.000;-70.312;-35.156;-35.156;-17.578;-17.578;-105.469;-105.469;-70.312;-52.734;-35.156;-70.312;0.000;-70.312;0.000;-17.578;0.000;0.000;-17.578;0.000;0.000;0.000;0.000;-17.578;0.000;0.000;0.000;0.000;-17.578;0.000;0.000;0.000;-17.578;0.000;0.000;0.000;-17.578;0.000;0.000;0.000	333.6644	11487	4786	W_2284	SW_011	SE	SW	1	2		1	0	1	1	0	1	M	BC
7	Spectrogram 1	2	334.756001400	335.383148000	4786.325	11282.051	6495.726	0.6271	SeaPro_20211030_141113_2CH96K16.wav	5062.500;5156.250;5062.500;4875.000;9937.500;4968.750;5531.250;9562.500;4968.750;4875.000;9281.250;9281.250;9187.500;9000.000;9000.000;9000.000;9000.000;8906.250;8906.250;8906.250;8906.250;6093.750;4875.000;4968.750;8906.250;8812.500;8812.500;8718.750;8718.750;8718.750;8718.750;8718.750;8718.750;8718.750;8718.750;8718.750;8718.750;8718.750;8625.000;8718.750;8718.750;8718.750;8718.750;8718.750;8718.750;8718.750;8718.750;8718.750;8718.750;8718.750;8718.750;8718.750;8718.750;8718.750;8718.750;8718.750;8625.000;8625.000;8625.000;10125.000;10031.250;8437.500;5437.500;4968.750;8250.000;8156.250;8062.500;7875.000;7125.000;7125.000;6656.250;6281.250;6375.000;6093.750;5812.500;5812.500;5718.750;5718.750;5718.750;5437.500;5437.500;5437.500;5343.750;5343.750;10593.750;5250.000;5250.000;5250.000;5250.000;5250.000;5250.000;5250.000;5156.250;5156.250;5156.250;5156.250;5156.250;5156.250;5156.250;10218.750;5062.500;5156.250;5062.500;5062.500;5156.250;5062.500;10125.000;10031.250;10031.250;5156.250;5156.250;10125.000;5156.250;5156.250;5062.500;5062.500;5156.250	17.578;-17.578;-35.156;949.219;-931.641;105.469;755.859;-861.328;-17.578;826.172;0.000;-17.578;-35.156;0.000;0.000;0.000;-17.578;0.000;0.000;0.000;-527.344;-228.516;17.578;738.281;-17.578;0.000;-17.578;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-17.578;17.578;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-17.578;0.000;0.000;281.250;-17.578;-298.828;-562.500;-87.891;615.234;-17.578;-17.578;-35.156;-140.625;0.000;-87.891;-70.312;17.578;-52.734;-52.734;0.000;-17.578;0.000;0.000;-52.734;0.000;0.000;-17.578;0.000;984.375;-1001.953;0.000;0.000;0.000;0.000;0.000;0.000;-17.578;0.000;0.000;0.000;0.000;0.000;0.000;949.219;-966.797;17.578;-17.578;0.000;17.578;-17.578;949.219;-17.578;0.000;-914.062;0.000;931.641;-931.641;0.000;-17.578;0.000;17.578	334.7560	11282	4786	W_2284	SW_011	SE	SW	1	1.5		1	0	1	1	0	1	M	BC
8	Spectrogram 1	2	384.128943900	384.678120900	4102.564	12581.197	8478.633	0.5492	SeaPro_20211030_141113_2CH96K16.wav	4218.750;4312.500;4125.000;4125.000;4406.250;4593.750;9562.500;9468.750;9281.250;4218.750;4218.750;9000.000;4125.000;4125.000;8812.500;8718.750;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8718.750;8625.000;8718.750;8718.750;4500.000;8718.750;8718.750;8718.750;8718.750;8718.750;4406.250;4218.750;8718.750;8718.750;8718.750;8718.750;8718.750;4218.750;4781.250;8812.500;8812.500;8906.250;9000.000;9093.750;9093.750;9093.750;9187.500;9187.500;9093.750;9000.000;9000.000;8906.250;8531.250;8250.000;9093.750;7593.750;7218.750;6656.250;6562.500;6375.000;6093.750;6093.750;6000.000;5718.750;5531.250;5531.250;4875.000;4875.000;4875.000;4781.250;4687.500;4687.500;4593.750;4500.000;4500.000;4500.000;4500.000;4406.250;4406.250;4500.000;8906.250;8812.500;8718.750;8718.750;4312.500;4312.500;4406.250;5250.000;5437.500	17.578;-35.156;0.000;52.734;35.156;931.641;-17.578;-35.156;-949.219;0.000;896.484;-914.062;0.000;878.906;-17.578;-17.578;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;17.578;-17.578;17.578;0.000;-791.016;791.016;0.000;0.000;0.000;0.000;-808.594;-35.156;843.750;0.000;0.000;0.000;0.000;-843.750;105.469;755.859;0.000;17.578;17.578;17.578;0.000;0.000;17.578;0.000;-17.578;-17.578;0.000;-17.578;-70.312;-52.734;158.203;-281.250;-70.312;-105.469;-17.578;-35.156;-52.734;0.000;-17.578;-52.734;-35.156;0.000;-123.047;0.000;0.000;-17.578;-17.578;0.000;-17.578;-17.578;0.000;0.000;0.000;-17.578;0.000;17.578;826.172;-17.578;-17.578;0.000;-826.172;0.000;17.578;158.203;35.156	384.1289	12581	4102	W_2284	SW_011	SE	SW	1	1.5		1	1	1	1	0	1	M	BC
9	Spectrogram 1	1	385.429455031	385.954495811	4389.105	9852.140	5463.035	0.5250	SeaPro_20211030_141113_2CH96K16.wav	4500.000;9187.500;9187.500;5531.250;4500.000;8718.750;8718.750;8625.000;8625.000;8531.250;5250.000;5531.250;4406.250;4406.250;8437.500;4406.250;8531.250;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8531.250;8531.250;8531.250;8531.250;8531.250;8531.250;8531.250;4593.750;4406.250;4406.250;4406.250;4406.250;4406.250;4406.250;4687.500;5156.250;5250.000;6187.500;6093.750;5812.500;5625.000;5250.000;5250.000;5156.250;5156.250;4781.250;4687.500;4687.500;4687.500;4687.500;4687.500;4593.750;5250.000;4781.250;4781.250;4687.500;4687.500;4593.750;4781.250;4968.750;4593.750;4875.000;4968.750;4687.500;4687.500;4968.750;5062.500;5156.250;5156.250;5250.000;5250.000	878.906;0.000;-685.547;-193.359;791.016;0.000;-17.578;0.000;-17.578;-615.234;52.734;-210.938;0.000;755.859;-755.859;773.438;-17.578;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;17.578;0.000;0.000;0.000;0.000;0.000;0.000;-738.281;-35.156;0.000;0.000;0.000;0.000;0.000;52.734;87.891;17.578;175.781;-17.578;-52.734;-35.156;-70.312;0.000;-17.578;0.000;-70.312;-17.578;0.000;0.000;0.000;0.000;-17.578;123.047;-87.891;0.000;-17.578;0.000;-17.578;35.156;35.156;-70.312;52.734;17.578;-52.734;0.000;52.734;17.578;17.578;0.000;17.578;0.000	385.4295	10529	4376	W_2284	SW_011	SE	SW	1	2		1	1	1	1	0	1	M	BC
10	Spectrogram 1	2	388.549140341	389.119525553	5182.879	10972.763	5789.883	0.5704	SeaPro_20211030_141113_2CH96K16.wav	5437.500;9937.500;9937.500;9375.000;9375.000;8906.250;8718.750;8625.000;8625.000;8437.500;8343.750;8250.000;8250.000;8156.250;8156.250;8156.250;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;7968.750;7968.750;7968.750;7968.750;7968.750;7968.750;7968.750;7968.750;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7968.750;7968.750;7968.750;7968.750;7968.750;7968.750;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8156.250;8062.500;8156.250;8062.500;8156.250;8062.500;8156.250;8062.500;8062.500;7968.750;7406.250;7125.000;6750.000;6656.250;6562.500;6187.500;6187.500;5812.500;5718.750;5625.000;5531.250;5531.250;5531.250;5437.500;5437.500;5437.500;5437.500;5437.500;5437.500;5437.500;5437.500;5437.500;5437.500;5437.500;5437.500;5437.500;10781.250;10687.500;5437.500;5343.750;5343.750;5343.750;5343.750;5343.750;5343.750;5343.750;5343.750;5250.000;5250.000;5250.000;5343.750;5343.750;5531.250;5718.750;5250.000;5250.000	843.750;0.000;-105.469;0.000;-87.891;-35.156;-17.578;0.000;-35.156;-17.578;-17.578;0.000;-17.578;0.000;0.000;-17.578;0.000;0.000;0.000;0.000;0.000;-17.578;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-17.578;0.000;0.000;0.000;0.000;0.000;0.000;0.000;17.578;0.000;0.000;0.000;0.000;0.000;17.578;0.000;0.000;0.000;0.000;0.000;17.578;-17.578;17.578;-17.578;17.578;-17.578;17.578;-17.578;0.000;-17.578;-105.469;-52.734;-70.312;-17.578;-17.578;-70.312;0.000;-70.312;-17.578;-17.578;-17.578;0.000;0.000;-17.578;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1001.953;-17.578;-984.375;-17.578;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-17.578;0.000;0.000;17.578;0.000;35.156;35.156;-87.891;0.000	388.5491	11555	5059	W_2284	SW_011	SE	SW	1	2		1	1	1	1	0	1	M	BC
