Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Freq (Hz)	Delta Time (s)	Begin File	Peak Freq Contour (Hz)	PFC Slope (Hz/ms)	File Offset (s)	Start Freq (Hz)	End Freq (Hz)	ID	ID_Category	Type	Category	N elements	Quality	similar_to	Inflection Points	Step	N max	N min	Interruptions	Overtones	Contour	Overlap
11	Spectrogram 1	2	409.647043394	410.205495861	5128.205	12637.512	7509.307	0.5585	SeaPro_20211030_141113_2CH96K16.wav	12281.250;11718.750;11343.750;11343.750;10500.000;10312.500;10312.500;6656.250;6656.250;9656.250;9562.500;9468.750;9468.750;9375.000;9281.250;9281.250;9187.500;9187.500;9093.750;8250.000;8343.750;8718.750;8812.500;8812.500;8812.500;8906.250;8812.500;8812.500;8812.500;8812.500;8718.750;8718.750;8718.750;8625.000;8625.000;8625.000;8625.000;8531.250;8531.250;8531.250;8531.250;8531.250;8531.250;8531.250;8531.250;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8343.750;8343.750;8343.750;8343.750;8343.750;8343.750;8250.000;8250.000;8250.000;8250.000;8156.250;8156.250;7968.750;7781.250;7593.750;6750.000;6375.000;6281.250;6187.500;6187.500;5906.250;5812.500;5812.500;5625.000;5531.250;5437.500;5437.500;5437.500;5437.500;5437.500;5531.250;5531.250;5437.500;5437.500;5437.500;5437.500;5437.500;5437.500;5343.750;5343.750;5250.000;5250.000;5250.000;5437.500;5156.250;5156.250;5343.750;5343.750;5343.750;5250.000;5343.750;5343.750;5343.750	-105.469;-70.312;0.000;-158.203;-35.156;0.000;-685.547;0.000;562.500;-17.578;-17.578;0.000;-17.578;-17.578;0.000;-17.578;0.000;-17.578;-158.203;17.578;70.312;17.578;0.000;0.000;17.578;-17.578;0.000;0.000;0.000;-17.578;0.000;0.000;-17.578;0.000;0.000;0.000;-17.578;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-17.578;0.000;0.000;0.000;0.000;0.000;-17.578;0.000;0.000;0.000;0.000;0.000;-17.578;0.000;0.000;0.000;-17.578;0.000;-35.156;-35.156;-35.156;-158.203;-70.312;-17.578;-17.578;0.000;-52.734;-17.578;0.000;-35.156;-17.578;-17.578;0.000;0.000;0.000;0.000;17.578;0.000;-17.578;0.000;0.000;0.000;0.000;0.000;-17.578;0.000;-17.578;0.000;0.000;35.156;-52.734;0.000;35.156;0.000;0.000;-17.578;17.578;0.000;0.000	409.6470	13606	5128	W_2284	SW_011	SE	SW	1	2		1	1	1	1	0	1	M	W-CT
12	Spectrogram 1	2	416.020357700	416.549194800	6085.470	14974.359	8888.889	0.5288	SeaPro_20211030_141113_2CH96K16.wav	6093.750;6281.250;6281.250;6375.000;6375.000;6468.750;6562.500;6375.000;6562.500;6281.250;6468.750;6375.000;8062.500;14156.250;6375.000;7218.750;14625.000;7687.500;7500.000;7500.000;7031.250;8062.500;8156.250;8250.000;8250.000;8343.750;8437.500;8250.000;8343.750;11343.750;8343.750;6656.250;6656.250;9000.000;9093.750;9093.750;7218.750;9187.500;9281.250;9281.250;9281.250;9375.000;9375.000;9468.750;9468.750;9562.500;9562.500;9656.250;9750.000;9843.750;9468.750;8625.000;10875.000;10875.000;10968.750;10968.750;11062.500;11062.500;11156.250;11156.250;11156.250;11156.250;11250.000;11250.000;11250.000;11343.750;11343.750;11343.750;11437.500;11437.500;11531.250;11531.250;11531.250;11625.000;11718.750;11718.750;11812.500;11906.250;12000.000;12468.750;11718.750;6093.750;6093.750;6093.750;11718.750;10312.500;13125.000;13312.500;13406.250;13500.000;13687.500;13968.750;14156.250;14343.750;10781.250;7125.000;10593.750;8906.250	35.156;0.000;17.578;0.000;17.578;17.578;-35.156;35.156;-52.734;35.156;-17.578;316.406;1142.578;-1458.984;158.203;1388.672;-1300.781;-35.156;0.000;-87.891;193.359;17.578;17.578;0.000;17.578;17.578;-35.156;17.578;562.500;-562.500;-316.406;0.000;439.453;17.578;0.000;-351.562;369.141;17.578;0.000;0.000;17.578;0.000;17.578;0.000;17.578;0.000;17.578;17.578;17.578;-70.312;-158.203;421.875;0.000;17.578;0.000;17.578;0.000;17.578;0.000;0.000;0.000;17.578;0.000;0.000;17.578;0.000;0.000;17.578;0.000;17.578;0.000;0.000;17.578;17.578;0.000;17.578;17.578;17.578;87.891;-140.625;-1054.688;0.000;0.000;1054.688;-263.672;527.344;35.156;17.578;17.578;35.156;52.734;35.156;35.156;-667.969;-685.547;650.391;-316.406	416.0204	6085	14974	W_5118	SW_041	SE	SW	1	1.5		0	1	1	1	0	1	A	
13	Spectrogram 1	2	419.132236000	419.563102788	6053.854	13244.516	7190.661	0.4309	SeaPro_20211030_141113_2CH96K16.wav	6281.250;6281.250;6468.750;6468.750;6562.500;6562.500;6656.250;6468.750;6468.750;6468.750;6375.000;6843.750;6750.000;7500.000;7500.000;7593.750;6843.750;7687.500;7687.500;7781.250;7781.250;7875.000;7875.000;7968.750;7968.750;8062.500;8062.500;8156.250;8531.250;8531.250;8625.000;8625.000;8718.750;8718.750;8718.750;8812.500;8812.500;8812.500;8812.500;8906.250;8812.500;8812.500;8812.500;8812.500;6093.750;9187.500;9281.250;9281.250;9375.000;9375.000;9375.000;9562.500;9656.250;9750.000;9843.750;9937.500;10125.000;10218.750;10312.500;10406.250;10500.000;10593.750;10593.750;10593.750;10687.500;10687.500;10781.250;10781.250;10875.000;10687.500;10687.500;10687.500;10875.000;6468.750;7781.250;12000.000;12281.250;12375.000;13031.250;13125.000	0.000;35.156;0.000;17.578;0.000;17.578;-35.156;0.000;0.000;-17.578;87.891;-17.578;140.625;0.000;17.578;-140.625;158.203;0.000;17.578;0.000;17.578;0.000;17.578;0.000;17.578;0.000;17.578;70.312;0.000;17.578;0.000;17.578;0.000;0.000;17.578;0.000;0.000;0.000;17.578;-17.578;0.000;0.000;0.000;-509.766;580.078;17.578;0.000;17.578;0.000;0.000;35.156;17.578;17.578;17.578;17.578;35.156;17.578;17.578;17.578;17.578;17.578;0.000;0.000;17.578;0.000;17.578;0.000;17.578;-35.156;0.000;0.000;35.156;-826.172;246.094;791.016;52.734;17.578;123.047;17.578	419.1322	6153	13606	W_5118	SW_041	SE	SW	1	3		0	1	1	1	0	1	A	W
14	Spectrogram 1	2	419.939620845	420.476594371	6100.547	15366.874	9266.327	0.5370	SeaPro_20211030_141113_2CH96K16.wav	6375.000;6375.000;6281.250;6281.250;6281.250;6281.250;6375.000;6375.000;6656.250;6750.000;6937.500;7031.250;7125.000;6656.250;6750.000;6843.750;7593.750;7687.500;7781.250;7875.000;7875.000;7968.750;8062.500;8156.250;8250.000;8437.500;8531.250;8625.000;8718.750;8812.500;8812.500;8906.250;8906.250;9000.000;9000.000;9093.750;9093.750;9187.500;9281.250;9375.000;9468.750;9562.500;9562.500;9656.250;9656.250;9750.000;9750.000;9750.000;9750.000;9843.750;13312.500;9937.500;9750.000;10687.500;10687.500;10781.250;10781.250;10781.250;10875.000;10875.000;10875.000;10968.750;10968.750;10968.750;11062.500;11062.500;11156.250;11156.250;11250.000;11250.000;11343.750;11343.750;11437.500;11531.250;11625.000;11625.000;11718.750;11718.750;11812.500;11812.500;11906.250;11906.250;12000.000;12093.750;12187.500;12281.250;12468.750;12000.000;7031.250;6656.250;7781.250;12468.750;12281.250;13968.750;14062.500;14250.000;14343.750;14531.250;14062.500;9656.250	0.000;-17.578;0.000;0.000;0.000;17.578;0.000;52.734;17.578;35.156;17.578;17.578;-87.891;17.578;17.578;140.625;17.578;17.578;17.578;0.000;17.578;17.578;17.578;17.578;35.156;17.578;17.578;17.578;17.578;0.000;17.578;0.000;17.578;0.000;17.578;0.000;17.578;17.578;17.578;17.578;17.578;0.000;17.578;0.000;17.578;0.000;0.000;0.000;17.578;650.391;-632.812;-35.156;175.781;0.000;17.578;0.000;0.000;17.578;0.000;0.000;17.578;0.000;0.000;17.578;0.000;17.578;0.000;17.578;0.000;17.578;0.000;17.578;17.578;17.578;0.000;17.578;0.000;17.578;0.000;17.578;0.000;17.578;17.578;17.578;17.578;35.156;-87.891;-931.641;-70.312;210.938;878.906;-35.156;316.406;17.578;35.156;17.578;35.156;-87.891;-826.172	419.9396	6290	15521	W_5118	SW_041	SE	SW	1	2		0	1	1	1	0	1	A	W
15	Spectrogram 1	2	429.234947836	429.998643517	5514.734	14152.866	8638.132	0.7637	SeaPro_20211030_141113_2CH96K16.wav	5718.750;5718.750;5906.250;5906.250;6000.000;6093.750;6281.250;6375.000;6656.250;6656.250;6750.000;6750.000;6843.750;6843.750;7218.750;7406.250;7406.250;7500.000;7500.000;7593.750;7593.750;7687.500;7687.500;7781.250;7781.250;7781.250;7875.000;7875.000;7875.000;7875.000;7968.750;7968.750;8062.500;8156.250;8718.750;8812.500;8812.500;8906.250;8906.250;8906.250;8906.250;8906.250;8906.250;9187.500;9187.500;9187.500;9281.250;12937.500;9281.250;9281.250;9281.250;9187.500;9656.250;9656.250;9656.250;9656.250;9656.250;9750.000;9750.000;9750.000;9750.000;9750.000;9656.250;9750.000;9750.000;9750.000;9750.000;9750.000;9750.000;9750.000;9843.750;9843.750;9843.750;9843.750;9843.750;9843.750;9843.750;9937.500;9937.500;9937.500;10031.250;10593.750;10593.750;10593.750;10781.250;10687.500;10781.250;10875.000;10875.000;10875.000;5625.000;6937.500;10968.750;7781.250;10968.750;10968.750;10968.750;5906.250;11062.500;11062.500;11062.500;11156.250;11250.000;11343.750;11343.750;11343.750;11437.500;11437.500;11437.500;11531.250;11531.250;11625.000;11718.750;11718.750;11812.500;11812.500;11906.250;11906.250;12000.000;12000.000;12000.000;12093.750;12187.500;12281.250;12468.750;12468.750;12562.500;12656.250;12656.250;12750.000;6281.250;12937.500;13031.250;13031.250;6468.750;13218.750;6000.000;6843.750;5812.500;5531.250;5531.250;6468.750	0.000;35.156;0.000;17.578;17.578;35.156;17.578;52.734;0.000;17.578;0.000;17.578;0.000;70.312;35.156;0.000;17.578;0.000;17.578;0.000;17.578;0.000;17.578;0.000;0.000;17.578;0.000;0.000;0.000;17.578;0.000;17.578;17.578;105.469;17.578;0.000;17.578;0.000;0.000;0.000;0.000;0.000;52.734;0.000;0.000;17.578;685.547;-685.547;0.000;0.000;-17.578;87.891;0.000;0.000;0.000;0.000;17.578;0.000;0.000;0.000;0.000;-17.578;17.578;0.000;0.000;0.000;0.000;0.000;0.000;17.578;0.000;0.000;0.000;0.000;0.000;0.000;17.578;0.000;0.000;17.578;105.469;0.000;0.000;35.156;-17.578;17.578;17.578;0.000;0.000;-984.375;246.094;755.859;-597.656;597.656;0.000;0.000;-949.219;966.797;0.000;0.000;17.578;17.578;17.578;0.000;0.000;17.578;0.000;0.000;17.578;0.000;17.578;17.578;0.000;17.578;0.000;17.578;0.000;17.578;0.000;0.000;17.578;17.578;17.578;35.156;0.000;17.578;17.578;0.000;17.578;-1212.891;1248.047;17.578;0.000;-1230.469;1265.625;-1353.516;158.203;-193.359;-52.734;0.000;175.781	429.2349	5401	14495	W_5118	SW_041	SE	SW	1	3		0	1	1	1	0	0	A	
16	Spectrogram 1	2	431.686826493	432.238119313	6448.586	12892.166	6443.580	0.5513	SeaPro_20211030_141113_2CH96K16.wav	6937.500;7031.250;7031.250;7125.000;6843.750;7218.750;7218.750;7125.000;7218.750;7312.500;7218.750;7312.500;7218.750;7312.500;7312.500;7312.500;7312.500;8062.500;8062.500;7968.750;8062.500;8156.250;8062.500;8156.250;8250.000;8156.250;8250.000;8250.000;8343.750;8250.000;8250.000;8812.500;9000.000;9000.000;9000.000;9093.750;9187.500;6468.750;6562.500;9281.250;9468.750;9468.750;9562.500;9562.500;9656.250;9656.250;9656.250;9562.500;9656.250;9656.250;9656.250;9750.000;10125.000;9656.250;6468.750;9750.000;9937.500;6468.750;6656.250;9843.750;9937.500;9843.750;9937.500;9937.500;9937.500;10875.000;9937.500;10968.750;10968.750;10968.750;6843.750;6937.500;10968.750;11156.250;11156.250;11156.250;11156.250;11250.000;11250.000;11250.000;11250.000;11250.000;11343.750;11250.000;11343.750;11343.750;11531.250;11437.500;6562.500;11437.500;6937.500;11531.250;11531.250;11625.000;6468.750;6562.500;6562.500;11718.750;6656.250;6468.750;7312.500;7312.500	17.578;0.000;17.578;-52.734;70.312;0.000;-17.578;17.578;17.578;-17.578;17.578;-17.578;17.578;0.000;0.000;0.000;140.625;0.000;-17.578;17.578;17.578;-17.578;17.578;17.578;-17.578;17.578;0.000;17.578;-17.578;0.000;105.469;35.156;0.000;0.000;17.578;17.578;-509.766;17.578;509.766;35.156;0.000;17.578;0.000;17.578;0.000;0.000;-17.578;17.578;0.000;0.000;17.578;70.312;-87.891;-597.656;615.234;35.156;-650.391;35.156;597.656;17.578;-17.578;17.578;0.000;0.000;175.781;-175.781;193.359;0.000;0.000;-773.438;17.578;755.859;35.156;0.000;0.000;0.000;17.578;0.000;0.000;0.000;0.000;17.578;-17.578;17.578;0.000;35.156;-17.578;-914.062;914.062;-843.750;861.328;0.000;17.578;-966.797;17.578;0.000;966.797;-949.219;-35.156;158.203;0.000	431.6868	6290	13059	W_5118	SW_041	SE	SW	1	3		0	1	1	1	0	1	A	
17	Spectrogram 1	2	432.986466800	433.349194800	5264.957	9982.906	4717.949	0.3627	SeaPro_20211030_141113_2CH96K16.wav	5625.000;5625.000;5906.250;6000.000;6187.500;6281.250;6375.000;6375.000;6562.500;6656.250;6281.250;5531.250;6468.750;6562.500;6656.250;6656.250;6843.750;6937.500;7593.750;7687.500;7687.500;7781.250;5343.750;5343.750;6281.250;7968.750;8062.500;8062.500;6187.500;8156.250;8156.250;8156.250;8156.250;8156.250;8250.000;5343.750;6281.250;8718.750;8906.250;8906.250;8906.250;9000.000;9000.000;9093.750;9093.750;6281.250;5531.250;5531.250;5343.750;5437.500;9468.750;5718.750;5906.250;9468.750;6000.000;9562.500;6656.250;9562.500;6187.500;5531.250;5343.750;6281.250;6187.500;6281.250;5531.250;9750.000;5437.500	0.000;52.734;17.578;35.156;17.578;17.578;0.000;35.156;17.578;-70.312;-140.625;175.781;17.578;17.578;0.000;35.156;17.578;123.047;17.578;0.000;17.578;-457.031;0.000;175.781;316.406;17.578;0.000;-351.562;369.141;0.000;0.000;0.000;0.000;17.578;-544.922;175.781;457.031;35.156;0.000;0.000;17.578;0.000;17.578;0.000;-527.344;-140.625;0.000;-35.156;17.578;755.859;-703.125;35.156;667.969;-650.391;667.969;-544.922;544.922;-632.812;-123.047;-35.156;175.781;-17.578;17.578;-140.625;791.016;-808.594	432.9865	5264	9982	W_5118	SW_041	SE	SW	1	1.5		0	1	1	1	0	0	A	
18	Spectrogram 1	2	435.020455600	435.701841800	4991.453	13606.838	8615.385	0.6814	SeaPro_20211030_141113_2CH96K16.wav	5156.250;5156.250;5156.250;5156.250;5250.000;5156.250;5250.000;5250.000;5250.000;6562.500;6750.000;6937.500;6468.750;7218.750;6187.500;6187.500;5250.000;7593.750;7593.750;5062.500;7687.500;7687.500;7781.250;7781.250;7875.000;5250.000;7781.250;7875.000;7875.000;7875.000;7968.750;7875.000;7968.750;7968.750;5250.000;7968.750;7968.750;7968.750;8062.500;8062.500;8062.500;5250.000;8062.500;5343.750;8062.500;5250.000;5156.250;8906.250;8906.250;5156.250;5062.500;9000.000;9093.750;9187.500;9281.250;9281.250;9375.000;9375.000;9281.250;9281.250;5156.250;9375.000;5156.250;9375.000;5156.250;5156.250;9750.000;9750.000;9750.000;5062.500;5062.500;9750.000;9750.000;9843.750;5062.500;9843.750;5062.500;5062.500;9843.750;5156.250;10593.750;5062.500;5062.500;10593.750;6468.750;5062.500;10781.250;6468.750;10875.000;10968.750;10968.750;11062.500;5906.250;11156.250;11250.000;11343.750;11437.500;11531.250;11625.000;5250.000;5812.500;5156.250;5156.250;5156.250;5250.000;5250.000;5156.250;5156.250;5625.000;5156.250;5156.250;5156.250;5156.250;5156.250;5531.250;5156.250;5156.250;5062.500;6468.750;5156.250;5156.250;5062.500;5156.250;5062.500;5062.500;5062.500;5062.500	0.000;0.000;0.000;17.578;-17.578;17.578;0.000;0.000;246.094;35.156;35.156;-87.891;140.625;-193.359;0.000;-175.781;439.453;0.000;-474.609;492.188;0.000;17.578;0.000;17.578;-492.188;474.609;17.578;0.000;0.000;17.578;-17.578;17.578;0.000;-509.766;509.766;0.000;0.000;17.578;0.000;0.000;-527.344;527.344;-509.766;509.766;-527.344;-17.578;703.125;0.000;-703.125;-17.578;738.281;17.578;17.578;17.578;0.000;17.578;0.000;-17.578;0.000;-773.438;791.016;-791.016;791.016;-791.016;0.000;861.328;0.000;0.000;-878.906;0.000;878.906;0.000;17.578;-896.484;896.484;-896.484;0.000;896.484;-878.906;1019.531;-1037.109;0.000;1037.109;-773.438;-263.672;1072.266;-808.594;826.172;17.578;0.000;17.578;-966.797;984.375;17.578;17.578;17.578;17.578;17.578;-1195.312;105.469;-123.047;0.000;0.000;17.578;0.000;-17.578;0.000;87.891;-87.891;0.000;0.000;0.000;0.000;70.312;-70.312;0.000;-17.578;263.672;-246.094;0.000;-17.578;17.578;-17.578;0.000;0.000;0.000	435.0205	4991	13606	W_5118	SW_041	SE	SW	1	1.5		0	1	1	1	0	0	A	
19	Spectrogram 1	2	436.800035600	437.725500500	5948.718	15589.744	9641.026	0.9255	SeaPro_20211030_141113_2CH96K16.wav	6562.500;6562.500;7500.000;6468.750;6000.000;6468.750;6562.500;6656.250;6656.250;6750.000;6750.000;6843.750;6937.500;6937.500;6937.500;7031.250;7031.250;7125.000;7125.000;7218.750;7218.750;7312.500;7406.250;7125.000;7406.250;7406.250;7500.000;7500.000;7500.000;7593.750;7593.750;7593.750;7687.500;7687.500;7687.500;7781.250;7781.250;7875.000;7875.000;7968.750;7968.750;7968.750;7968.750;8156.250;8156.250;8250.000;8250.000;8437.500;8531.250;8718.750;8718.750;8718.750;8718.750;8812.500;8906.250;8906.250;9000.000;9093.750;9187.500;9281.250;9281.250;9375.000;9468.750;9468.750;9468.750;9562.500;9562.500;9562.500;9656.250;9656.250;9656.250;9656.250;9656.250;9750.000;9656.250;6187.500;9750.000;10312.500;6281.250;10312.500;10406.250;10406.250;10312.500;10500.000;10406.250;10406.250;10687.500;10687.500;10781.250;6468.750;10781.250;10687.500;10781.250;10781.250;10781.250;10781.250;10875.000;6187.500;6562.500;6187.500;11156.250;11156.250;6843.750;6281.250;11343.750;11343.750;11437.500;6281.250;11531.250;6000.000;11906.250;11906.250;12000.000;12000.000;6468.750;6468.750;6000.000;6562.500;6468.750;6468.750;12093.750;6281.250;6187.500;6562.500;6468.750;6187.500;6093.750;6468.750;6375.000;6187.500;12281.250;6000.000;6468.750;6093.750;6562.500;6562.500;6468.750;6000.000;8062.500;6093.750;6468.750;6000.000;12656.250;6562.500;6562.500;6187.500;6187.500;6187.500;7593.750;6562.500;6187.500;6468.750;6281.250;6375.000;7406.250;6656.250;6656.250;6468.750;6468.750;7031.250;6562.500;6468.750;6468.750;6656.250;6562.500;6562.500;6468.750;6468.750;6187.500;6187.500;6281.250;6468.750	0.000;175.781;-193.359;-87.891;87.891;17.578;17.578;0.000;17.578;0.000;17.578;17.578;0.000;0.000;17.578;0.000;17.578;0.000;17.578;0.000;17.578;17.578;-52.734;52.734;0.000;17.578;0.000;0.000;17.578;0.000;0.000;17.578;0.000;0.000;17.578;0.000;17.578;0.000;17.578;0.000;0.000;0.000;35.156;0.000;17.578;0.000;35.156;17.578;35.156;0.000;0.000;0.000;17.578;17.578;0.000;17.578;17.578;17.578;17.578;0.000;17.578;17.578;0.000;0.000;17.578;0.000;0.000;17.578;0.000;0.000;0.000;0.000;17.578;-17.578;-650.391;667.969;105.469;-755.859;755.859;17.578;0.000;-17.578;35.156;-17.578;0.000;52.734;0.000;17.578;-808.594;808.594;-17.578;17.578;0.000;0.000;0.000;17.578;-878.906;70.312;-70.312;931.641;0.000;-808.594;-105.469;949.219;0.000;17.578;-966.797;984.375;-1037.109;1107.422;0.000;17.578;0.000;-1037.109;0.000;-87.891;105.469;-17.578;0.000;1054.688;-1089.844;-17.578;70.312;-17.578;-52.734;-17.578;70.312;-17.578;-35.156;1142.578;-1177.734;87.891;-70.312;87.891;0.000;-17.578;-87.891;386.719;-369.141;70.312;-87.891;1248.047;-1142.578;0.000;-70.312;0.000;0.000;263.672;-193.359;-70.312;52.734;-35.156;17.578;193.359;-140.625;0.000;-35.156;0.000;105.469;-87.891;-17.578;0.000;35.156;-17.578;0.000;-17.578;0.000;-52.734;0.000;17.578;35.156	436.8000	5948	15589	W_5118	SW_041	SE	SW	1	1.5		0	1	1	1	0	1	A	
20	Spectrogram 1	1	439.002498456	439.875975391	6075.045	15833.800	9758.755	0.8735	SeaPro_20211030_141113_2CH96K16.wav	6281.250;6468.750;6468.750;6562.500;6562.500;6843.750;6843.750;6937.500;6937.500;7031.250;7125.000;7125.000;7406.250;7500.000;7593.750;7687.500;7687.500;7781.250;7875.000;7875.000;7968.750;8062.500;8062.500;8156.250;8156.250;8156.250;8156.250;8250.000;8156.250;8718.750;8812.500;8906.250;9000.000;9000.000;9093.750;9093.750;9187.500;9375.000;9375.000;9468.750;9468.750;9468.750;9468.750;9562.500;9562.500;9656.250;9656.250;9656.250;9656.250;9656.250;9656.250;9656.250;9656.250;9656.250;10218.750;10218.750;10312.500;10406.250;10500.000;10500.000;10593.750;10593.750;10593.750;10593.750;10687.500;10687.500;10687.500;10687.500;10781.250;10781.250;10781.250;10781.250;10875.000;10875.000;10875.000;10875.000;10875.000;10968.750;10968.750;10968.750;10968.750;11062.500;11062.500;11062.500;11437.500;11531.250;11531.250;11531.250;11531.250;11531.250;11625.000;11625.000;11718.750;11812.500;11906.250;11906.250;12000.000;12000.000;12093.750;12093.750;12093.750;12187.500;12187.500;12187.500;12281.250;12281.250;12281.250;12375.000;12375.000;12375.000;12468.750;12468.750;12562.500;12562.500;12656.250;12750.000;12750.000;6468.750;13218.750;13218.750;13218.750;13312.500;13312.500;13312.500;13406.250;13406.250;13500.000;13500.000;13500.000;13593.750;13593.750;13593.750;13593.750;13593.750;13687.500;13687.500;13687.500;13593.750;13687.500;13687.500;13687.500;13687.500;13781.250;13781.250;13875.000;13875.000;6093.750;13968.750;14062.500;14062.500;6562.500;14250.000;14343.750;14437.500;14531.250;14531.250;6093.750;14906.250;15000.000;11812.500;15562.500;15656.250;15750.000	35.156;0.000;17.578;0.000;52.734;0.000;17.578;0.000;17.578;17.578;0.000;52.734;17.578;17.578;17.578;0.000;17.578;17.578;0.000;17.578;17.578;0.000;17.578;0.000;0.000;0.000;17.578;-17.578;105.469;17.578;17.578;17.578;0.000;17.578;0.000;17.578;35.156;0.000;17.578;0.000;0.000;0.000;17.578;0.000;17.578;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;105.469;0.000;17.578;17.578;17.578;0.000;17.578;0.000;0.000;0.000;17.578;0.000;0.000;0.000;17.578;0.000;0.000;0.000;17.578;0.000;0.000;0.000;0.000;17.578;0.000;0.000;0.000;17.578;0.000;0.000;70.312;17.578;0.000;0.000;0.000;0.000;17.578;0.000;17.578;17.578;17.578;0.000;17.578;0.000;17.578;0.000;0.000;17.578;0.000;0.000;17.578;0.000;0.000;17.578;0.000;0.000;17.578;0.000;17.578;0.000;17.578;17.578;0.000;-1177.734;1265.625;0.000;0.000;17.578;0.000;0.000;17.578;0.000;17.578;0.000;0.000;17.578;0.000;0.000;0.000;0.000;17.578;0.000;0.000;-17.578;17.578;0.000;0.000;0.000;17.578;0.000;17.578;0.000;-1458.984;1476.562;17.578;0.000;-1406.250;1441.406;17.578;17.578;17.578;0.000;-1582.031;1652.344;17.578;-597.656;703.125;17.578;17.578	439.0025	5948	16136	W_5118	SW_041	SE	SW	1	3		0	1	1	1	0	1	A	
