Selection	View	Channel	Begin Time (s)	End Time (s)	Peak Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Delta Freq (Hz)	Peak Freq Contour (Hz)	PFC Slope (Hz/ms)	Start Freq (Hz)	End Freq (Hz)	Quality	Contour	Overtones	Step	Interruptions	Inflection Points	N min	N max	Overlap	Type	N elements	Category	ID	ID_Category	similar_to
1	Spectrogram 1	1	6.678628397	7.040416826	6.9360	0.3618	7794.872	12239.316	7875.000	4444.444	8062.500;8062.500;10500.000;8812.500;11250.000;9562.500;9750.000;10875.000;7875.000;10875.000;11062.500;10875.000;8437.500;8062.500;8437.500;9187.500;8625.000;10687.500;10687.500;8062.500;9937.500;8812.500;8062.500;10312.500;8062.500;9375.000;10125.000;9937.500;9562.500;9562.500;8625.000;8625.000;9375.000;7875.000;9375.000;9375.000;9375.000;9375.000;9187.500;9187.500;9187.500;8062.500;9187.500;8625.000;8625.000;9000.000;9000.000;8812.500;9187.500;8812.500;8812.500;8625.000;8625.000;8625.000;8437.500;8625.000;8437.500;8625.000;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8250.000;8250.000;8250.000;8437.500;8062.500;8250.000;8250.000;8250.000;8062.500;8625.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8437.500;8250.000;8250.000;8250.000;8437.500;8437.500;8625.000;8625.000;8437.500;8625.000;8437.500;8812.500;9000.000;7875.000;8062.500;9187.500;9187.500;9375.000;9750.000;9562.500;9562.500;8062.500;8437.500;8812.500;10687.500;8062.500;8250.000;8250.000;8437.500;9000.000;8062.500;7875.000;9000.000;9562.500;8062.500;9375.000;11437.500;8437.500;8437.500;9187.500;9937.500;9937.500;8437.500;8250.000;11250.000;8437.500;9187.500;11062.500;7875.000;7875.000;8062.500;10125.000;8812.500	0.000;914.062;-632.812;914.062;-632.812;70.312;421.875;-1125.000;1125.000;70.312;-70.312;-914.062;-140.625;140.625;281.250;-210.938;773.438;0.000;-984.375;703.125;-421.875;-281.250;843.750;-843.750;492.188;281.250;-70.312;-140.625;0.000;-351.562;0.000;281.250;-562.500;562.500;0.000;0.000;0.000;-70.312;0.000;0.000;-421.875;421.875;-210.938;0.000;140.625;0.000;-70.312;140.625;-140.625;0.000;-70.312;0.000;0.000;-70.312;70.312;-70.312;70.312;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;70.312;-140.625;70.312;0.000;0.000;-70.312;210.938;-140.625;0.000;0.000;0.000;0.000;0.000;0.000;70.312;-70.312;0.000;0.000;70.312;0.000;70.312;0.000;-70.312;70.312;-70.312;140.625;70.312;-421.875;70.312;421.875;0.000;70.312;140.625;-70.312;0.000;-562.500;140.625;140.625;703.125;-984.375;70.312;0.000;70.312;210.938;-351.562;-70.312;421.875;210.938;-562.500;492.188;773.438;-1125.000;0.000;281.250;281.250;0.000;-562.500;-70.312;1125.000;-1054.688;281.250;703.125;-1195.312;0.000;70.312;773.438;-492.188			1														
2	Spectrogram 1	1	7.780253839	8.109521960	8.0507	0.3293	8000.000	12649.573	9562.500	4649.573	8062.500;8250.000;9000.000;8625.000;12187.500;9187.500;8437.500;9187.500;8250.000;8250.000;8062.500;10687.500;8812.500;10312.500;10125.000;11437.500;11250.000;8625.000;8062.500;9937.500;11250.000;11250.000;8812.500;11062.500;8062.500;11250.000;8062.500;11062.500;11062.500;11062.500;11062.500;11062.500;8062.500;10125.000;8062.500;8062.500;8062.500;8062.500;11812.500;10875.000;8062.500;9750.000;8062.500;10312.500;8437.500;9187.500;8250.000;8437.500;8625.000;8062.500;8250.000;10125.000;9937.500;9562.500;9562.500;9562.500;8437.500;9375.000;8812.500;8437.500;9750.000;9000.000;9187.500;9000.000;9187.500;9000.000;9000.000;8812.500;9000.000;8812.500;8812.500;8812.500;8437.500;8625.000;8625.000;8625.000;8625.000;8437.500;8437.500;8437.500;8812.500;8062.500;8437.500;8250.000;8437.500;8250.000;8250.000;8437.500;8437.500;8250.000;8250.000;8250.000;8250.000;8250.000;8062.500;8250.000;8250.000;8250.000;8250.000;8250.000;8437.500;9562.500;10312.500;8437.500;9000.000;8437.500;8437.500;8437.500;8062.500;8625.000;8625.000;8062.500;8250.000;9375.000;8062.500;8437.500;9562.500;9750.000;10875.000;8062.500;8062.500;9000.000;8062.500;10687.500	70.312;281.250;-140.625;1335.938;-1125.000;-281.250;281.250;-351.562;0.000;-70.312;984.375;-703.125;562.500;-70.312;492.188;-70.312;-984.375;-210.938;703.125;492.188;0.000;-914.062;843.750;-1125.000;1195.312;-1195.312;1125.000;0.000;0.000;0.000;0.000;-1125.000;773.438;-773.438;0.000;0.000;0.000;1406.250;-351.562;-1054.688;632.812;-632.812;843.750;-703.125;281.250;-351.562;70.312;70.312;-210.938;70.312;703.125;-70.312;-140.625;0.000;0.000;-421.875;351.562;-210.938;-140.625;492.188;-281.250;70.312;-70.312;70.312;-70.312;0.000;-70.312;70.312;-70.312;0.000;0.000;-140.625;70.312;0.000;0.000;0.000;-70.312;0.000;0.000;140.625;-281.250;140.625;-70.312;70.312;-70.312;0.000;70.312;0.000;-70.312;0.000;0.000;0.000;0.000;-70.312;70.312;0.000;0.000;0.000;0.000;70.312;421.875;281.250;-703.125;210.938;-210.938;0.000;0.000;-140.625;210.938;0.000;-210.938;70.312;421.875;-492.188;140.625;421.875;70.312;421.875;-1054.688;0.000;351.562;-351.562;984.375			1														
3	Spectrogram 1	1	9.731706936	9.987804364	9.9707	0.2561	7931.624	12307.692	8062.500	4376.068	8437.500;11062.500;8250.000;8062.500;9187.500;8625.000;11062.500;8625.000;8062.500;9187.500;8437.500;10875.000;10875.000;10875.000;10875.000;8625.000;10687.500;11250.000;10687.500;9000.000;8437.500;10500.000;10500.000;10500.000;8062.500;10500.000;10312.500;10500.000;10312.500;8062.500;8250.000;8062.500;10125.000;9937.500;8437.500;9000.000;9187.500;9562.500;9375.000;9562.500;9562.500;9562.500;8250.000;8250.000;9375.000;8250.000;8437.500;9375.000;9000.000;9187.500;9187.500;9000.000;9000.000;9000.000;9000.000;8812.500;8812.500;9562.500;9937.500;8437.500;8812.500;8812.500;9000.000;8625.000;8625.000;8437.500;8250.000;8437.500;8625.000;8437.500;8625.000;8437.500;8437.500;8625.000;8625.000;8812.500;8437.500;8625.000;8625.000;8437.500;8437.500;8437.500;8625.000;8437.500;8437.500;8437.500;8250.000;8437.500;8625.000;8062.500;8437.500;8625.000;8812.500;9000.000;9000.000;9187.500	984.375;-1054.688;-70.312;421.875;-210.938;914.062;-914.062;-210.938;421.875;-281.250;914.062;0.000;0.000;0.000;-843.750;773.438;210.938;-210.938;-632.812;-210.938;773.438;0.000;0.000;-914.062;914.062;-70.312;70.312;-70.312;-843.750;70.312;-70.312;773.438;-70.312;-562.500;210.938;70.312;140.625;-70.312;70.312;0.000;0.000;-492.188;0.000;421.875;-421.875;70.312;351.562;-140.625;70.312;0.000;-70.312;0.000;0.000;0.000;-70.312;0.000;281.250;140.625;-562.500;140.625;0.000;70.312;-140.625;0.000;-70.312;-70.312;70.312;70.312;-70.312;70.312;-70.312;0.000;70.312;0.000;70.312;-140.625;70.312;0.000;-70.312;0.000;0.000;70.312;-70.312;0.000;0.000;-70.312;70.312;70.312;-210.938;140.625;70.312;70.312;70.312;0.000;70.312			1														
4	Spectrogram 1	1	10.455283795	10.845527494	10.7707	0.3902	8341.880	15247.863	8437.500	6905.983	10125.000;10875.000;10875.000;8625.000;8437.500;8812.500;9375.000;9187.500;8812.500;10875.000;8625.000;11812.500;9937.500;8437.500;13875.000;9000.000;8437.500;9562.500;9375.000;9187.500;8437.500;13687.500;9750.000;10125.000;9937.500;9750.000;8812.500;9750.000;13125.000;10875.000;8437.500;9375.000;8812.500;10125.000;9750.000;8437.500;8625.000;8625.000;9187.500;8437.500;8437.500;9750.000;8437.500;9937.500;8437.500;9000.000;8812.500;8437.500;9187.500;8437.500;11062.500;12375.000;11062.500;9750.000;9375.000;8437.500;8437.500;9000.000;11437.500;8812.500;9375.000;10125.000;11437.500;10500.000;11062.500;10500.000;10312.500;9750.000;8437.500;9562.500;9750.000;8625.000;9000.000;12375.000;12562.500;11250.000;8625.000;11250.000;11437.500;11062.500;9937.500;11250.000;12000.000;8437.500;10875.000;10875.000;10875.000;11062.500;11062.500;9187.500;10687.500;10875.000;8625.000;10687.500;10687.500;10687.500;10687.500;10687.500;9750.000;10500.000;10312.500;9375.000;10312.500;9937.500;10687.500;8437.500;10125.000;10125.000;10125.000;8812.500;10125.000;8437.500;8812.500;9000.000;9375.000;9000.000;9562.500;9562.500;8437.500;8625.000;8437.500;10875.000;8625.000;9375.000;8812.500;12187.500;8625.000;10687.500;8625.000;8812.500;8437.500;11062.500;9187.500;10312.500;12937.500;9562.500;8625.000;9375.000;8625.000;10875.000;8812.500;8812.500;8625.000;10687.500;8812.500;10687.500;12375.000	281.250;0.000;-843.750;-70.312;140.625;210.938;-70.312;-140.625;773.438;-843.750;1195.312;-703.125;-562.500;2039.062;-1828.125;-210.938;421.875;-70.312;-70.312;-281.250;1968.750;-1476.562;140.625;-70.312;-70.312;-351.562;351.562;1265.625;-843.750;-914.062;351.562;-210.938;492.188;-140.625;-492.188;70.312;0.000;210.938;-281.250;0.000;492.188;-492.188;562.500;-562.500;210.938;-70.312;-140.625;281.250;-281.250;984.375;492.188;-492.188;-492.188;-140.625;-351.562;0.000;210.938;914.062;-984.375;210.938;281.250;492.188;-351.562;210.938;-210.938;-70.312;-210.938;-492.188;421.875;70.312;-421.875;140.625;1265.625;70.312;-492.188;-984.375;984.375;70.312;-140.625;-421.875;492.188;281.250;-1335.938;914.062;0.000;0.000;70.312;0.000;-703.125;562.500;70.312;-843.750;773.438;0.000;0.000;0.000;0.000;-351.562;281.250;-70.312;-351.562;351.562;-140.625;281.250;-843.750;632.812;0.000;0.000;-492.188;492.188;-632.812;140.625;70.312;140.625;-140.625;210.938;0.000;-421.875;70.312;-70.312;914.062;-843.750;281.250;-210.938;1265.625;-1335.938;773.438;-773.438;70.312;-140.625;984.375;-703.125;421.875;984.375;-1265.625;-351.562;281.250;-281.250;843.750;-773.438;0.000;-70.312;773.438;-703.125;703.125;632.812			1														
5	Spectrogram 1	1	10.914633149	11.138210268	10.9547	0.2236	7452.991	13059.829	8062.500	5606.838	8437.500;8437.500;7500.000;8437.500;8437.500;7687.500;7500.000;11250.000;9000.000;11062.500;11062.500;7500.000;11062.500;7687.500;11062.500;8062.500;7500.000;7687.500;7875.000;9375.000;8250.000;10687.500;7687.500;7500.000;7687.500;8625.000;10500.000;7875.000;7687.500;9750.000;7687.500;8062.500;8062.500;7875.000;8062.500;8437.500;8250.000;8437.500;7687.500;9937.500;7500.000;7875.000;9562.500;9562.500;9375.000;8062.500;8437.500;9562.500;9562.500;9375.000;9375.000;7687.500;9562.500;8437.500;9000.000;7875.000;7687.500;8250.000;8625.000;10500.000;10312.500;8437.500;8437.500;9375.000;8812.500;9000.000;8812.500;8812.500;7500.000;8625.000;9750.000;8437.500;7500.000;7687.500;10687.500;8625.000;7687.500;7500.000;8250.000;7500.000;8437.500;8437.500;8437.500;7687.500	0.000;-351.562;351.562;0.000;-281.250;-70.312;1406.250;-843.750;773.438;0.000;-1335.938;1335.938;-1265.625;1265.625;-1125.000;-210.938;70.312;70.312;562.500;-421.875;914.062;-1125.000;-70.312;70.312;351.562;703.125;-984.375;-70.312;773.438;-773.438;140.625;0.000;-70.312;70.312;140.625;-70.312;70.312;-281.250;843.750;-914.062;140.625;632.812;0.000;-70.312;-492.188;140.625;421.875;0.000;-70.312;0.000;-632.812;703.125;-421.875;210.938;-421.875;-70.312;210.938;140.625;703.125;-70.312;-703.125;0.000;351.562;-210.938;70.312;-70.312;0.000;-492.188;421.875;421.875;-492.188;-351.562;70.312;1125.000;-773.438;-351.562;-70.312;281.250;-281.250;351.562;0.000;0.000;-281.250			1														
6	Spectrogram 1	1	15.389473802	15.617115960	15.6053	0.2276	6564.103	16000.000	6937.500	9435.897	6937.500;8250.000;8250.000;8250.000;6937.500;7312.500;8250.000;7500.000;6937.500;8437.500;9937.500;7500.000;7500.000;6750.000;6750.000;6750.000;7875.000;8062.500;8437.500;8062.500;8437.500;7500.000;6750.000;8437.500;6937.500;7125.000;6750.000;6750.000;6750.000;7687.500;6750.000;9937.500;6750.000;6937.500;6937.500;7500.000;7125.000;7875.000;7687.500;7875.000;7687.500;7875.000;8062.500;7312.500;6937.500;7687.500;7125.000;8437.500;10500.000;10500.000;7875.000;7125.000;8812.500;8812.500;6750.000;7687.500;6750.000;7687.500;7125.000;7125.000;6750.000;7125.000;7125.000;8062.500;6937.500;7500.000;7687.500;6750.000;11437.500;7687.500;7125.000;7500.000;11250.000;6750.000;8062.500;6937.500;7125.000;6750.000;7125.000;6750.000;6937.500;7500.000;6937.500;6750.000;7875.000	492.188;0.000;0.000;-492.188;140.625;351.562;-281.250;-210.938;562.500;562.500;-914.062;0.000;-281.250;0.000;0.000;421.875;70.312;140.625;-140.625;140.625;-351.562;-281.250;632.812;-562.500;70.312;-140.625;0.000;0.000;351.562;-351.562;1195.312;-1195.312;70.312;0.000;210.938;-140.625;281.250;-70.312;70.312;-70.312;70.312;70.312;-281.250;-140.625;281.250;-210.938;492.188;773.438;0.000;-984.375;-281.250;632.812;0.000;-773.438;351.562;-351.562;351.562;-210.938;0.000;-140.625;140.625;0.000;351.562;-421.875;210.938;70.312;-351.562;1757.812;-1406.250;-210.938;140.625;1406.250;-1687.500;492.188;-421.875;70.312;-140.625;140.625;-140.625;70.312;210.938;-210.938;-70.312;421.875			1														
7	Spectrogram 1	1	16.104920584	16.598822765	16.1440	0.4939	5196.581	14905.983	5250.000	9709.402	5812.500;5812.500;6187.500;6187.500;6375.000;5250.000;7312.500;5625.000;5250.000;7125.000;6562.500;5250.000;5250.000;5250.000;5250.000;7312.500;5250.000;5250.000;5250.000;6000.000;6750.000;5437.500;5812.500;7500.000;5812.500;5437.500;5437.500;5437.500;7687.500;5250.000;5812.500;5625.000;5625.000;6375.000;5437.500;6187.500;8062.500;5250.000;6187.500;7500.000;5812.500;5250.000;6187.500;5437.500;5625.000;5437.500;6187.500;5437.500;5250.000;5250.000;5250.000;5250.000;5437.500;6375.000;5812.500;6375.000;5250.000;6000.000;5250.000;5250.000;5625.000;5812.500;6750.000;6375.000;9000.000;5625.000;9000.000;5250.000;5250.000;6187.500;5625.000;6937.500;5625.000;5437.500;5437.500;5250.000;6000.000;9375.000;6187.500;6000.000;5625.000;5625.000;5250.000;6000.000;6937.500;5250.000;5625.000;6187.500;5437.500;5437.500;6000.000;9937.500;6000.000;5250.000;6562.500;6187.500;5250.000;5250.000;5625.000;9750.000;7500.000;5437.500;5250.000;5812.500;5437.500;5250.000;6750.000;6375.000;5250.000;10687.500;6750.000;7312.500;6937.500;5812.500;6375.000;5812.500;5250.000;5250.000;5437.500;5812.500;5625.000;6000.000;5625.000;5250.000;5250.000;5625.000;5437.500;5250.000;5437.500;6187.500;5625.000;5250.000;5437.500;5625.000;9750.000;5250.000;5625.000;5625.000;5250.000;5812.500;5250.000;5625.000;5625.000;5625.000;6000.000;6000.000;5250.000;6937.500;5625.000;5250.000;5250.000;5250.000;6000.000;5437.500;5812.500;6187.500;5437.500;5250.000;5250.000;6000.000;5250.000;5625.000;5812.500;5250.000;5625.000;5250.000;5625.000;5625.000;5250.000;6000.000;5437.500;5437.500;5250.000;5250.000;5437.500;5250.000;6375.000;5250.000;5250.000;7125.000;5437.500;6375.000;5437.500;5437.500;5250.000	0.000;140.625;0.000;70.312;-421.875;773.438;-632.812;-140.625;703.125;-210.938;-492.188;0.000;0.000;0.000;773.438;-773.438;0.000;0.000;281.250;281.250;-492.188;140.625;632.812;-632.812;-140.625;0.000;0.000;843.750;-914.062;210.938;-70.312;0.000;281.250;-351.562;281.250;703.125;-1054.688;351.562;492.188;-632.812;-210.938;351.562;-281.250;70.312;-70.312;281.250;-281.250;-70.312;0.000;0.000;0.000;70.312;351.562;-210.938;210.938;-421.875;281.250;-281.250;0.000;140.625;70.312;351.562;-140.625;984.375;-1265.625;1265.625;-1406.250;0.000;351.562;-210.938;492.188;-492.188;-70.312;0.000;-70.312;281.250;1265.625;-1195.312;-70.312;-140.625;0.000;-140.625;281.250;351.562;-632.812;140.625;210.938;-281.250;0.000;210.938;1476.562;-1476.562;-281.250;492.188;-140.625;-351.562;0.000;140.625;1546.875;-843.750;-773.438;-70.312;210.938;-140.625;-70.312;562.500;-140.625;-421.875;2039.062;-1476.562;210.938;-140.625;-421.875;210.938;-210.938;-210.938;0.000;70.312;140.625;-70.312;140.625;-140.625;-140.625;0.000;140.625;-70.312;-70.312;70.312;281.250;-210.938;-140.625;70.312;70.312;1546.875;-1687.500;140.625;0.000;-140.625;210.938;-210.938;140.625;0.000;0.000;140.625;0.000;-281.250;632.812;-492.188;-140.625;0.000;0.000;281.250;-210.938;140.625;140.625;-281.250;-70.312;0.000;281.250;-281.250;140.625;70.312;-210.938;140.625;-140.625;140.625;0.000;-140.625;281.250;-210.938;0.000;-70.312;0.000;70.312;-70.312;421.875;-421.875;0.000;703.125;-632.812;351.562;-351.562;0.000;-70.312			1														
