Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Freq (Hz)	Delta Time (s)	Begin File	Peak Freq Contour (Hz)	PFC Slope (Hz/ms)	File Offset (s)	Start Freq (Hz)	End Freq (Hz)	ID	ID_Category	Type	Category	N elements	Quality	similar_to	Inflection Points	Step	N max	N min	Interruptions	Overtones	Contour	Overlap
1	Spectrogram 1	2	29.456456530	29.810215760	4628.335	14625.540	9997.205	0.3538	SeaPro_20210811_111345_2CH192K16.wav	4687.500;10500.000;10500.000;10500.000;10500.000;10125.000;9750.000;9750.000;9562.500;9562.500;9562.500;9375.000;9375.000;9187.500;9000.000;9000.000;9000.000;9000.000;9000.000;9000.000;9000.000;9000.000;9000.000;9000.000;9000.000;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8250.000;8250.000;8250.000;8250.000;8250.000;12187.500;4875.000;7687.500;7500.000;7312.500;6937.500;6562.500;6375.000;6187.500;6000.000;5062.500;4875.000;4875.000;4875.000;4875.000;4875.000;4875.000;4875.000;4875.000;4687.500;4687.500;5062.500;4687.500;4875.000;4687.500;4687.500;4687.500;4687.500;4875.000;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;4875.000;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;4875.000;4687.500;4687.500;4875.000;4875.000;4687.500;4875.000;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;4875.000;4875.000;4687.500	2179.688;0.000;0.000;0.000;-140.625;-140.625;0.000;-70.312;0.000;0.000;-70.312;0.000;-70.312;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;1476.562;-2742.188;1054.688;-70.312;-70.312;-140.625;-140.625;-70.312;-70.312;-70.312;-351.562;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;140.625;-140.625;70.312;-70.312;0.000;0.000;0.000;70.312;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;-70.312;0.000;70.312;0.000;-70.312;70.312;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;-70.312	29.4565	15179	4239	W_5205	SW_045	SE	SW	1	3		1	0	1	1	0	1	M	BC
4	Spectrogram 1	1	31.013660710	31.389949130	3692.308	20991.453	17299.145	0.3763	SeaPro_20210811_111345_2CH192K16.wav	3937.500;3937.500;3937.500;4312.500;3937.500;3937.500;3750.000;4125.000;4125.000;4125.000;5062.500;4312.500;4312.500;4125.000;16687.500;16312.500;16125.000;4125.000;4125.000;4500.000;3937.500;9750.000;9750.000;9750.000;9562.500;9562.500;9375.000;9375.000;9375.000;9187.500;9187.500;9187.500;9187.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8625.000;8625.000;4312.500;4312.500;4312.500;8625.000;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8250.000;8250.000;8062.500;8062.500;7875.000;7687.500;7500.000;6937.500;7125.000;5812.500;5812.500;5437.500;5250.000;5062.500;4687.500;4687.500;4687.500;4687.500;4500.000;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4125.000;4125.000;4125.000;4312.500;4125.000;4125.000;4312.500;4500.000;4500.000;4500.000	0.000;0.000;140.625;-140.625;0.000;-70.312;140.625;0.000;0.000;351.562;-281.250;0.000;-70.312;4710.938;-140.625;-70.312;-4500.000;0.000;140.625;-210.938;2179.688;0.000;0.000;-70.312;0.000;-70.312;0.000;0.000;-70.312;0.000;0.000;0.000;-140.625;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;-1617.188;0.000;0.000;1617.188;-1617.188;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1617.188;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;-70.312;0.000;-70.312;-70.312;-70.312;-210.938;70.312;-492.188;0.000;-140.625;-70.312;-70.312;-140.625;0.000;0.000;0.000;-70.312;70.312;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;70.312;-70.312;0.000;70.312;70.312;0.000;0.000	31.0137	20991	3692	W_5205	SW_045	SE	SW	1	1.5		1	0	1	1	0	1	M	BC
5	Spectrogram 1	2	31.864572103	32.183205800	4180.328	9982.906	5802.578	0.3186	SeaPro_20210811_111345_2CH192K16.wav	9375.000;8812.500;8812.500;8812.500;4312.500;4500.000;8625.000;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8250.000;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;7875.000;7875.000;7875.000;7875.000;7687.500;7687.500;7500.000;7312.500;7125.000;6937.500;6000.000;5812.500;5625.000;5437.500;5250.000;5062.500;4875.000;4687.500;4687.500;4687.500;4500.000;4500.000;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500	-210.938;0.000;0.000;-1687.500;70.312;1546.875;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;70.312;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;-70.312;0.000;-70.312;-70.312;-70.312;-70.312;-351.562;-70.312;-70.312;-70.312;-70.312;-70.312;-70.312;-70.312;0.000;0.000;-70.312;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	31.8646	9982	3555	W_5205	SW_045	SE	SW	1	3		1	0	1	1	0	1	M	BC
7	Spectrogram 1	1	34.600968673	34.996729100	3945.671	9376.251	5430.580	0.3958	SeaPro_20210811_111345_2CH192K16.wav	9000.000;9000.000;9000.000;9000.000;9000.000;8812.500;8812.500;8812.500;8812.500;8812.500;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;4125.000;8437.500;8437.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4125.000;4312.500;8437.500;4125.000;8250.000;8250.000;8062.500;8250.000;8250.000;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;7875.000;7875.000;7875.000;7875.000;7875.000;7687.500;7500.000;7312.500;7125.000;6562.500;6187.500;6000.000;5812.500;5625.000;5062.500;5062.500;5062.500;5062.500;4500.000;4687.500;4687.500;4500.000;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4687.500	0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-1617.188;1617.188;0.000;-1546.875;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;70.312;1546.875;-1617.188;1546.875;0.000;-70.312;70.312;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;-70.312;-70.312;-70.312;-70.312;-210.938;-140.625;-70.312;-70.312;-70.312;-210.938;0.000;0.000;0.000;-210.938;70.312;0.000;-70.312;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;210.938	34.6010	17504	3829	W_5205	SW_045	SE	SW	1	3		1	0	1	1	0	1	M	BC
20	Spectrogram 1	2	111.606834900	111.935663600	3760.684	10051.282	6290.598	0.3288	SeaPro_20210811_111345_2CH192K16.wav	3937.500;3937.500;3937.500;9750.000;4125.000;4125.000;4125.000;4125.000;9187.500;9187.500;9187.500;9187.500;9000.000;8625.000;8625.000;8625.000;8625.000;4312.500;4125.000;4312.500;4312.500;4125.000;4312.500;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;3937.500;4312.500;4125.000;4125.000;3937.500;4312.500;4125.000;4125.000;8062.500;8062.500;7875.000;7687.500;7500.000;7312.500;3937.500;6750.000;6562.500;6187.500;6000.000;6000.000;5625.000;5437.500;5250.000;5062.500;5062.500;4875.000;4687.500;4687.500;4687.500;4687.500;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4312.500;4500.000;4312.500	0.000;0.000;2179.688;-2109.375;0.000;0.000;0.000;1898.438;0.000;0.000;0.000;-70.312;-140.625;0.000;0.000;0.000;-1617.188;-70.312;70.312;0.000;-70.312;70.312;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;140.625;-70.312;0.000;-70.312;140.625;-70.312;0.000;1476.562;0.000;-70.312;-70.312;-70.312;-70.312;-1265.625;1054.688;-70.312;-140.625;-70.312;0.000;-140.625;-70.312;-70.312;-70.312;0.000;-70.312;-70.312;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;70.312;-70.312	111.6068	10051	3760	W_5205	SW_045	SE	SW	1	1.5		1	1	1	1	0	1	M	BC
22	Spectrogram 1	2	207.218774100	207.515342000	3965.812	10598.291	6632.479	0.2966	SeaPro_20210811_111345_2CH192K16.wav	4125.000;4125.000;5250.000;5250.000;4125.000;5250.000;4312.500;4125.000;4125.000;4500.000;4125.000;4687.500;4312.500;5250.000;4125.000;4125.000;4500.000;4125.000;5062.500;4125.000;4125.000;5250.000;4312.500;4125.000;4125.000;4125.000;4125.000;4312.500;4875.000;4500.000;5250.000;5250.000;4125.000;5250.000;5250.000;5250.000;4125.000;4125.000;4125.000;4125.000;5250.000;4125.000;4125.000;5250.000;4125.000;4687.500;4125.000;5250.000;4125.000;4687.500;4125.000;4125.000;4312.500;5250.000;4312.500;4125.000;4312.500;4125.000;4125.000;4500.000;4125.000;4125.000;4687.500;4687.500;4687.500;4687.500;5250.000;5250.000;5062.500;5062.500;4875.000;4687.500;4687.500;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4500.000;4687.500;4687.500;4312.500;4312.500	0.000;421.875;0.000;-421.875;421.875;-351.562;-70.312;0.000;140.625;-140.625;210.938;-140.625;351.562;-421.875;0.000;140.625;-140.625;351.562;-351.562;0.000;421.875;-351.562;-70.312;0.000;0.000;0.000;70.312;210.938;-140.625;281.250;0.000;-421.875;421.875;0.000;0.000;-421.875;0.000;0.000;0.000;421.875;-421.875;0.000;421.875;-421.875;210.938;-210.938;421.875;-421.875;210.938;-210.938;0.000;70.312;351.562;-351.562;-70.312;70.312;-70.312;0.000;140.625;-140.625;0.000;210.938;0.000;0.000;0.000;210.938;0.000;-70.312;0.000;-70.312;-70.312;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;70.312;0.000;-140.625;0.000	207.2188	10598	3965	W_5205	SW_045	SE	SW	1	1.5		1	0	1	1	0	1	M	
30	Spectrogram 1	1	243.401796700	243.849274800	3965.812	9641.026	5675.214	0.4475	SeaPro_20210811_111345_2CH192K16.wav	9187.500;9187.500;9000.000;8812.500;8625.000;8625.000;8437.500;8437.500;8250.000;8250.000;8250.000;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7687.500;7687.500;7687.500;7500.000;7500.000;7312.500;7125.000;7125.000;6937.500;6750.000;6750.000;6562.500;6562.500;6375.000;6187.500;6000.000;5812.500;5625.000;5437.500;5250.000;5250.000;5062.500;4875.000;4875.000;4875.000;4687.500;4500.000;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4125.000;4312.500;4312.500;4500.000;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4125.000;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500	0.000;-70.312;-70.312;-70.312;0.000;-70.312;0.000;-70.312;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;-70.312;0.000;-70.312;-70.312;0.000;-70.312;-70.312;0.000;-70.312;0.000;-70.312;-70.312;-70.312;-70.312;-70.312;-70.312;-70.312;0.000;-70.312;-70.312;0.000;0.000;-70.312;-70.312;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;70.312;0.000;70.312;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	243.4018	9641	3965	W_5205	SW_045	SE	SW	1	2		1	0	1	1	0	1	M	
58	Spectrogram 1	1	460.646042849	461.001815000	3760.538	10735.043	6974.505	0.3558	SeaPro_20210811_111345_2CH192K16.wav	10687.500;10687.500;10500.000;10312.500;10312.500;10125.000;10125.000;9937.500;9937.500;9750.000;9562.500;9562.500;9562.500;9375.000;9375.000;9375.000;9187.500;9187.500;9187.500;9000.000;9000.000;9000.000;8812.500;8812.500;8812.500;8625.000;8625.000;8625.000;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8250.000;8437.500;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;7875.000;7687.500;7500.000;7312.500;7125.000;6937.500;6937.500;3937.500;6375.000;6000.000;6000.000;5812.500;5250.000;5250.000;5062.500;5062.500;4875.000;4875.000;4687.500;4687.500;4687.500;4500.000;4312.500;4312.500;4312.500;4312.500;4312.500;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;3937.500;4125.000;3937.500;3937.500;3937.500;3937.500;4125.000;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500	0.000;-70.312;-70.312;0.000;-70.312;0.000;-70.312;0.000;-70.312;-70.312;0.000;0.000;-70.312;0.000;0.000;-70.312;0.000;0.000;-70.312;0.000;0.000;-70.312;0.000;0.000;-70.312;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;70.312;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;-70.312;-70.312;-70.312;-70.312;-70.312;0.000;-1125.000;914.062;-140.625;0.000;-70.312;-210.938;0.000;-70.312;0.000;-70.312;0.000;-70.312;0.000;0.000;-70.312;-70.312;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;70.312;-70.312;0.000;0.000;0.000;70.312;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	460.6460	10735	3555	W_5205	SW_045	SE	SW	1	3		1	1	1	1	0	1	M	BC
60	Spectrogram 1	1	461.906140722	462.283229600	3883.960	9641.026	5757.066	0.3771	SeaPro_20210811_111345_2CH192K16.wav	3937.500;9375.000;9375.000;9375.000;9375.000;9375.000;9187.500;9187.500;9187.500;9000.000;8812.500;8625.000;8625.000;8625.000;8625.000;8437.500;8437.500;8437.500;8437.500;8437.500;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8062.500;8250.000;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8250.000;8062.500;8250.000;8062.500;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8437.500;8250.000;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8250.000;8250.000;8062.500;8062.500;7875.000;7687.500;7500.000;7312.500;6937.500;6750.000;6750.000;6375.000;5812.500;5625.000;5625.000;5437.500;5437.500;5250.000;5250.000;5250.000;5250.000;5250.000;5062.500;4875.000;4687.500;4687.500;4687.500;4312.500;4500.000;4500.000;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;3937.500;4125.000;4125.000;4125.000;4125.000;3937.500;3937.500;4125.000;4500.000;4125.000;4125.000	2039.062;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;-70.312;-70.312;-70.312;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;70.312;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;-70.312;70.312;-70.312;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;-70.312;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;-70.312;0.000;-70.312;-70.312;-70.312;-70.312;-140.625;-70.312;0.000;-140.625;-210.938;-70.312;0.000;-70.312;0.000;-70.312;0.000;0.000;0.000;0.000;-70.312;-70.312;-70.312;0.000;0.000;-140.625;70.312;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;70.312;0.000;0.000;0.000;-70.312;0.000;70.312;140.625;-140.625;0.000	461.9061	9641	3692	W_5205	SW_045	SE	SW	1	3		1	1	1	1	0	1	M	BC
62	Spectrogram 1	2	466.398397500	466.778075900	3692.308	9846.154	6153.846	0.3797	SeaPro_20210811_111345_2CH192K16.wav	3750.000;3937.500;3750.000;3937.500;4125.000;3750.000;4125.000;3750.000;9187.500;3750.000;3750.000;4125.000;3750.000;3937.500;3750.000;8437.500;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;3750.000;8250.000;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;3937.500;3937.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;3750.000;3937.500;4125.000;8062.500;8062.500;8062.500;3750.000;4125.000;8062.500;8062.500;8062.500;8062.500;3937.500;8062.500;8062.500;8062.500;8062.500;8062.500;3750.000;8062.500;8062.500;3750.000;3750.000;3750.000;8062.500;3937.500;8062.500;3750.000;3937.500;3750.000;3750.000;8062.500;7875.000;7875.000;3750.000;3750.000;4125.000;3750.000;3750.000;4125.000;3937.500;4500.000;4500.000;6562.500;6375.000;6187.500;6187.500;5812.500;5437.500;5437.500;4312.500;3750.000;5250.000;3750.000;3750.000;3750.000;4500.000;4500.000;4500.000;4500.000;4500.000;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4125.000;4312.500;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;3937.500;3937.500;4125.000;3937.500;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4312.500	70.312;-70.312;70.312;70.312;-140.625;140.625;-140.625;2039.062;-2039.062;0.000;140.625;-140.625;70.312;-70.312;1757.812;-70.312;0.000;0.000;0.000;0.000;0.000;-1687.500;1687.500;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-1546.875;0.000;1546.875;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-1617.188;70.312;70.312;1476.562;0.000;0.000;-1617.188;140.625;1476.562;0.000;0.000;0.000;-1546.875;1546.875;0.000;0.000;0.000;0.000;-1617.188;1617.188;0.000;-1617.188;0.000;0.000;1617.188;-1546.875;1546.875;-1617.188;70.312;-70.312;0.000;1617.188;-70.312;0.000;-1546.875;0.000;140.625;-140.625;0.000;140.625;-70.312;210.938;0.000;773.438;-70.312;-70.312;0.000;-140.625;-140.625;0.000;-421.875;-210.938;562.500;-562.500;0.000;0.000;281.250;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;70.312;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;70.312;-70.312;70.312;0.000;0.000;0.000;0.000;0.000;0.000;70.312	466.3984	9846	3692	W_5205	SW_045	SE	SW	1	1.5		1	1	1	1	0	1	M	BC
