Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Peak Time (s)	Begin File	Peak Freq Contour (Hz)	PFC Slope (Hz/ms)	File Offset (s)	Start Freq (Hz)	End Freq (Hz)	ID	ID_Category	Type	Category	N elements	Quality	similar_to	Inflection Points	Step	N max	N min	Interruptions	Overtones	Contour	Overlap
1	Spectrogram 1	2	17.511930135	17.852814222	8180.064	12038.585	3858.521	0.3409	8437.500	17.7760	SeaPro_20221018_122434_2CH192K16.wav	8437.500;8812.500;8812.500;8437.500;8812.500;8812.500;8625.000;8625.000;8625.000;9375.000;8625.000;11812.500;8812.500;8812.500;9187.500;8437.500;8625.000;8625.000;8250.000;9187.500;9187.500;9937.500;8250.000;9375.000;8625.000;8625.000;8812.500;8437.500;10312.500;9562.500;8250.000;9562.500;8250.000;9562.500;9562.500;10687.500;8250.000;9937.500;10687.500;10125.000;10125.000;8437.500;8250.000;10125.000;10125.000;8437.500;8250.000;10125.000;10125.000;10125.000;10125.000;10125.000;10312.500;9187.500;10312.500;10312.500;8437.500;8437.500;10312.500;11062.500;8250.000;8250.000;9375.000;10312.500;10500.000;10500.000;10500.000;10500.000;8437.500;8250.000;11625.000;11812.500;10687.500;10500.000;11812.500;9375.000;10687.500;10687.500;10687.500;10687.500;10687.500;10687.500;8250.000;9562.500;8625.000;8437.500;8250.000;8812.500;10687.500;9375.000;9750.000;10875.000;8250.000;9187.500;9937.500;11437.500;8250.000;9000.000;9375.000;8437.500;8625.000;9937.500;8437.500;10875.000;11062.500;8250.000;10875.000;10125.000;9750.000;11250.000;8437.500;8250.000;10687.500;8625.000;8250.000;9562.500;9375.000;9375.000;9187.500;8812.500;9000.000;11625.000;10875.000;8250.000;9000.000;11625.000;12000.000;12000.000	140.625;0.000;-140.625;140.625;0.000;-70.312;0.000;0.000;281.250;-281.250;1195.312;-1125.000;0.000;140.625;-281.250;70.312;0.000;-140.625;351.562;0.000;281.250;-632.812;421.875;-281.250;0.000;70.312;-140.625;703.125;-281.250;-492.188;492.188;-492.188;492.188;0.000;421.875;-914.062;632.812;281.250;-210.938;0.000;-632.812;-70.312;703.125;0.000;-632.812;-70.312;703.125;0.000;0.000;0.000;0.000;70.312;-421.875;421.875;0.000;-703.125;0.000;703.125;281.250;-1054.688;0.000;421.875;351.562;70.312;0.000;0.000;0.000;-773.438;-70.312;1265.625;70.312;-421.875;-70.312;492.188;-914.062;492.188;0.000;0.000;0.000;0.000;0.000;-914.062;492.188;-351.562;-70.312;-70.312;210.938;703.125;-492.188;140.625;421.875;-984.375;351.562;281.250;562.500;-1195.312;281.250;140.625;-351.562;70.312;492.188;-562.500;914.062;70.312;-1054.688;984.375;-281.250;-140.625;562.500;-1054.688;-70.312;914.062;-773.438;-140.625;492.188;-70.312;0.000;-70.312;-140.625;70.312;984.375;-281.250;-984.375;281.250;984.375;140.625;0.000	17.5119								1									
2	Spectrogram 1	1	14.133478739	14.450737196	8874.598	12115.756	3241.158	0.3173	9562.500	14.1867	SeaPro_20221018_122434_2CH192K16.wav	9937.500;9187.500;9187.500;9000.000;9000.000;9375.000;9375.000;9937.500;10687.500;10687.500;11625.000;9000.000;9187.500;9375.000;9375.000;9375.000;10500.000;9562.500;10500.000;9562.500;9562.500;10875.000;9750.000;9750.000;9750.000;10500.000;12000.000;9937.500;10125.000;9000.000;10125.000;9937.500;11250.000;10500.000;9750.000;10125.000;10687.500;9000.000;9750.000;9562.500;9187.500;10687.500;10312.500;9000.000;10875.000;9562.500;10687.500;10687.500;10875.000;10687.500;10687.500;9187.500;9000.000;9000.000;9187.500;10875.000;9187.500;11062.500;11062.500;10875.000;9000.000;9375.000;11062.500;10312.500;11437.500;10875.000;10125.000;11062.500;10125.000;10125.000;11437.500;11437.500;10125.000;11062.500;10312.500;11625.000;11625.000;9375.000;9750.000;9187.500;10125.000;11625.000;10875.000;11625.000;9375.000;10500.000;11250.000;10687.500;9750.000;9000.000;11625.000;9375.000;9750.000;11625.000;10312.500;10312.500;11625.000;9937.500;11812.500;11812.500;11625.000;11812.500;10875.000;12000.000;9750.000;9187.500;9187.500;11812.500;9000.000;10500.000;11812.500;9000.000;10500.000;12000.000;9375.000;9000.000;11625.000;9000.000;11437.500	-281.250;0.000;-70.312;0.000;140.625;0.000;210.938;281.250;0.000;351.562;-984.375;70.312;70.312;0.000;0.000;421.875;-351.562;351.562;-351.562;0.000;492.188;-421.875;0.000;0.000;281.250;562.500;-773.438;70.312;-421.875;421.875;-70.312;492.188;-281.250;-281.250;140.625;210.938;-632.812;281.250;-70.312;-140.625;562.500;-140.625;-492.188;703.125;-492.188;421.875;0.000;70.312;-70.312;0.000;-562.500;-70.312;0.000;70.312;632.812;-632.812;703.125;0.000;-70.312;-703.125;140.625;632.812;-281.250;421.875;-210.938;-281.250;351.562;-351.562;0.000;492.188;0.000;-492.188;351.562;-281.250;492.188;0.000;-843.750;140.625;-210.938;351.562;562.500;-281.250;281.250;-843.750;421.875;281.250;-210.938;-351.562;-281.250;984.375;-843.750;140.625;703.125;-492.188;0.000;492.188;-632.812;703.125;0.000;-70.312;70.312;-351.562;421.875;-843.750;-210.938;0.000;984.375;-1054.688;562.500;492.188;-1054.688;562.500;562.500;-984.375;-140.625;984.375;-984.375;914.062	14.1335								1									
3	Spectrogram 1	2	2.683196521	3.118583126	7254.019	11807.074	4553.055	0.4354	8062.500	2.8613	SeaPro_20221018_122434_2CH192K16.wav	7312.500;7500.000;7687.500;7687.500;8625.000;8250.000;7687.500;7687.500;7687.500;7875.000;9375.000;7875.000;7500.000;7500.000;7312.500;8625.000;8062.500;8062.500;8062.500;8062.500;8250.000;8062.500;7312.500;9187.500;8250.000;7500.000;7687.500;8625.000;8437.500;8250.000;8250.000;7312.500;7687.500;7875.000;7500.000;8625.000;8625.000;9187.500;9000.000;7500.000;8812.500;7312.500;7312.500;8250.000;8812.500;8812.500;8062.500;8437.500;9000.000;7875.000;7312.500;8062.500;8812.500;8062.500;7312.500;8250.000;8250.000;7500.000;7312.500;9187.500;9375.000;8062.500;11062.500;9187.500;9375.000;8062.500;7687.500;7687.500;8625.000;9375.000;7875.000;7500.000;7875.000;9000.000;8062.500;9562.500;7312.500;7687.500;7500.000;7500.000;8437.500;9562.500;7500.000;7500.000;8062.500;8250.000;9000.000;8250.000;7312.500;8062.500;8250.000;8250.000;8062.500;7312.500;7500.000;10125.000;7687.500;7875.000;8625.000;10312.500;7500.000;7312.500;9937.500;8062.500;8437.500;7687.500;8062.500;8062.500;10687.500;7875.000;9750.000;10687.500;8062.500;7875.000;10500.000;8062.500;7500.000;7875.000;8062.500;8062.500;7875.000;8250.000;8250.000;7875.000;7875.000;7312.500;8812.500;7500.000;7687.500;7500.000;7875.000;7687.500;10875.000;7500.000;7312.500;7875.000;8812.500;8812.500;7687.500;7875.000;8812.500;7312.500;9187.500;8250.000;9375.000;8062.500;8250.000;7875.000;8437.500;7312.500;8062.500;7875.000;7500.000;8062.500;7312.500;7875.000;8812.500;7875.000;7500.000;7312.500;8062.500;8062.500	70.312;70.312;0.000;351.562;-140.625;-210.938;0.000;0.000;70.312;562.500;-562.500;-140.625;0.000;-70.312;492.188;-210.938;0.000;0.000;0.000;70.312;-70.312;-281.250;703.125;-351.562;-281.250;70.312;351.562;-70.312;-70.312;0.000;-351.562;140.625;70.312;-140.625;421.875;0.000;210.938;-70.312;-562.500;492.188;-562.500;0.000;351.562;210.938;0.000;-281.250;140.625;210.938;-421.875;-210.938;281.250;281.250;-281.250;-281.250;351.562;0.000;-281.250;-70.312;703.125;70.312;-492.188;1125.000;-703.125;70.312;-492.188;-140.625;0.000;351.562;281.250;-562.500;-140.625;140.625;421.875;-351.562;562.500;-843.750;140.625;-70.312;0.000;351.562;421.875;-773.438;0.000;210.938;70.312;281.250;-281.250;-351.562;281.250;70.312;0.000;-70.312;-281.250;70.312;984.375;-914.062;70.312;281.250;632.812;-1054.688;-70.312;984.375;-703.125;140.625;-281.250;140.625;0.000;984.375;-1054.688;703.125;351.562;-984.375;-70.312;984.375;-914.062;-210.938;140.625;70.312;0.000;-70.312;140.625;0.000;-140.625;0.000;-210.938;562.500;-492.188;70.312;-70.312;140.625;-70.312;1195.312;-1265.625;-70.312;210.938;351.562;0.000;-421.875;70.312;351.562;-562.500;703.125;-351.562;421.875;-492.188;70.312;-140.625;210.938;-421.875;281.250;-70.312;-140.625;210.938;-281.250;210.938;351.562;-351.562;-140.625;-70.312;281.250;0.000	2.6832								1									
4	Spectrogram 1	1	7.018629848	7.514768073	8180.064	11807.074	3627.010	0.4961	8625.000	7.1520	SeaPro_20221018_122434_2CH192K16.wav	9187.500;9187.500;8625.000;11250.000;9187.500;10875.000;9187.500;11625.000;8625.000;8625.000;8625.000;8437.500;8625.000;11625.000;11250.000;8437.500;11625.000;8625.000;8625.000;8625.000;11625.000;8250.000;9000.000;9187.500;8625.000;8812.500;8625.000;8625.000;8437.500;8250.000;10500.000;9000.000;9000.000;8437.500;9375.000;9750.000;9187.500;8250.000;9562.500;8625.000;9750.000;11437.500;9750.000;10500.000;8437.500;9937.500;10500.000;9562.500;8625.000;8625.000;8625.000;9000.000;9000.000;8437.500;8812.500;8812.500;8812.500;8250.000;8437.500;8437.500;10125.000;9937.500;9000.000;8625.000;9750.000;10500.000;9750.000;8250.000;11625.000;10500.000;10687.500;9562.500;9187.500;10500.000;9375.000;8812.500;9000.000;9375.000;10312.500;8812.500;8812.500;8437.500;8437.500;9562.500;11062.500;10875.000;8625.000;8812.500;8812.500;9750.000;10875.000;8625.000;9750.000;9937.500;9937.500;9937.500;9000.000;9375.000;9937.500;9937.500;10125.000;9375.000;9750.000;11062.500;8437.500;11625.000;8250.000;9375.000;10312.500;10312.500;10312.500;8437.500;8250.000;11437.500;10500.000;10312.500;10500.000;10500.000;8812.500;8250.000;8250.000;10875.000;10125.000;10687.500;9000.000;8812.500;10687.500;8625.000;8250.000;8250.000;10687.500;8625.000;10875.000;8437.500;10500.000;10875.000;9562.500;10687.500;10875.000;8812.500;11062.500;8250.000;10875.000;8250.000;8812.500;9000.000;10875.000;8250.000;9000.000;10500.000;9937.500;11062.500;8437.500;8437.500;9375.000;8250.000;8812.500;11250.000;10500.000;11437.500;11625.000;9375.000;9937.500;9937.500;8437.500;11062.500;11250.000;8437.500;9000.000;8250.000;11250.000;8625.000;10875.000;11437.500;11250.000;11250.000;8437.500;8625.000;10875.000;9187.500;10500.000;9562.500;9562.500;8625.000;9750.000;9000.000;11250.000	0.000;-210.938;984.375;-773.438;632.812;-632.812;914.062;-1125.000;0.000;0.000;-70.312;70.312;1125.000;-140.625;-1054.688;1195.312;-1125.000;0.000;0.000;1125.000;-1265.625;281.250;70.312;-210.938;70.312;-70.312;0.000;-70.312;-70.312;843.750;-562.500;0.000;-210.938;351.562;140.625;-210.938;-351.562;492.188;-351.562;421.875;632.812;-632.812;281.250;-773.438;562.500;210.938;-351.562;-351.562;0.000;0.000;140.625;0.000;-210.938;140.625;0.000;0.000;-210.938;70.312;0.000;632.812;-70.312;-351.562;-140.625;421.875;281.250;-281.250;-562.500;1265.625;-421.875;70.312;-421.875;-140.625;492.188;-421.875;-210.938;70.312;140.625;351.562;-562.500;0.000;-140.625;0.000;421.875;562.500;-70.312;-843.750;70.312;0.000;351.562;421.875;-843.750;421.875;70.312;0.000;0.000;-351.562;140.625;210.938;0.000;70.312;-281.250;140.625;492.188;-984.375;1195.312;-1265.625;421.875;351.562;0.000;0.000;-703.125;-70.312;1195.312;-351.562;-70.312;70.312;0.000;-632.812;-210.938;0.000;984.375;-281.250;210.938;-632.812;-70.312;703.125;-773.438;-140.625;0.000;914.062;-773.438;843.750;-914.062;773.438;140.625;-492.188;421.875;70.312;-773.438;843.750;-1054.688;984.375;-984.375;210.938;70.312;703.125;-984.375;281.250;562.500;-210.938;421.875;-984.375;0.000;351.562;-421.875;210.938;914.062;-281.250;351.562;70.312;-843.750;210.938;0.000;-562.500;984.375;70.312;-1054.688;210.938;-281.250;1125.000;-984.375;843.750;210.938;-70.312;0.000;-1054.688;70.312;843.750;-632.812;492.188;-351.562;0.000;-351.562;421.875;-281.250;843.750	7.0186								1									
5	Spectrogram 1	1	10.640161026	11.065422362	8334.405	12733.119	4398.714	0.4253	12000.000	10.8080	SeaPro_20221018_122434_2CH192K16.wav	11250.000;10875.000;8812.500;8812.500;10312.500;8437.500;9000.000;9000.000;9000.000;10687.500;9000.000;8625.000;9000.000;9937.500;11062.500;11062.500;9375.000;10500.000;10500.000;11625.000;9750.000;10125.000;9000.000;11437.500;9750.000;8437.500;9562.500;9562.500;9375.000;10312.500;10500.000;9187.500;9937.500;10500.000;10125.000;9937.500;9562.500;10125.000;10125.000;8437.500;11437.500;10312.500;10312.500;10125.000;8625.000;10500.000;10312.500;8437.500;9000.000;9562.500;9562.500;10500.000;9750.000;10687.500;11250.000;10312.500;9375.000;9375.000;10875.000;10875.000;10500.000;12187.500;12000.000;9375.000;10312.500;11250.000;8625.000;8625.000;11062.500;9000.000;10500.000;11250.000;8437.500;9562.500;11250.000;11062.500;11812.500;8437.500;8625.000;8437.500;10875.000;11437.500;9187.500;8437.500;12562.500;9750.000;9187.500;9937.500;11625.000;11625.000;10125.000;9750.000;9750.000;8437.500;11437.500;9937.500;11625.000;11625.000;11625.000;8812.500;9562.500;9937.500;8437.500;9000.000;9000.000;11250.000;8625.000;9937.500;9187.500;11812.500;12187.500;12187.500;11625.000;9750.000;9000.000;10312.500;11812.500;9562.500;9937.500;8437.500;12562.500;9562.500;11437.500;10687.500;9000.000;12000.000;9187.500;9000.000;11062.500;8625.000;10500.000;8437.500;8437.500;9187.500;9375.000;9375.000;11250.000;9375.000;8812.500;10687.500;9375.000;8812.500;10875.000;12375.000;10687.500;10687.500;11812.500;11437.500;8437.500;10500.000;10500.000;10312.500;8812.500;9187.500;10875.000;8625.000;10125.000;8625.000;8625.000	-140.625;-773.438;0.000;562.500;-703.125;210.938;0.000;0.000;632.812;-632.812;-140.625;140.625;351.562;421.875;0.000;-632.812;421.875;0.000;421.875;-703.125;140.625;-421.875;914.062;-632.812;-492.188;421.875;0.000;-70.312;351.562;70.312;-492.188;281.250;210.938;-140.625;-70.312;-140.625;210.938;0.000;-632.812;1125.000;-421.875;0.000;-70.312;-562.500;703.125;-70.312;-703.125;210.938;210.938;0.000;351.562;-281.250;351.562;210.938;-351.562;-351.562;0.000;562.500;0.000;-140.625;632.812;-70.312;-984.375;351.562;351.562;-984.375;0.000;914.062;-773.438;562.500;281.250;-1054.688;421.875;632.812;-70.312;281.250;-1265.625;70.312;-70.312;914.062;210.938;-843.750;-281.250;1546.875;-1054.688;-210.938;281.250;632.812;0.000;-562.500;-140.625;0.000;-492.188;1125.000;-562.500;632.812;0.000;0.000;-1054.688;281.250;140.625;-562.500;210.938;0.000;843.750;-984.375;492.188;-281.250;984.375;140.625;0.000;-210.938;-703.125;-281.250;492.188;562.500;-843.750;140.625;-562.500;1546.875;-1125.000;703.125;-281.250;-632.812;1125.000;-1054.688;-70.312;773.438;-914.062;703.125;-773.438;0.000;281.250;70.312;0.000;703.125;-703.125;-210.938;703.125;-492.188;-210.938;773.438;562.500;-632.812;0.000;421.875;-140.625;-1125.000;773.438;0.000;-70.312;-562.500;140.625;632.812;-843.750;562.500;-562.500;0.000	10.6402								1									
6	Spectrogram 1	2	21.933491150	22.264249967	8102.894	12501.608	4398.714	0.3308	8812.500	21.9600	SeaPro_20221018_122434_2CH192K16.wav	9375.000;8250.000;8250.000;8250.000;8250.000;8625.000;8250.000;8625.000;8812.500;8812.500;12375.000;9000.000;8812.500;8437.500;8437.500;9187.500;12375.000;8437.500;9000.000;8812.500;8437.500;9000.000;12375.000;11625.000;8625.000;8250.000;8250.000;12187.500;9750.000;12375.000;8625.000;8625.000;9937.500;10125.000;8625.000;9000.000;9937.500;8250.000;11062.500;12000.000;11062.500;10125.000;10312.500;10312.500;10312.500;12000.000;12375.000;10500.000;8250.000;8250.000;10687.500;10687.500;12000.000;8812.500;8250.000;10687.500;8250.000;9562.500;8250.000;8625.000;10875.000;12375.000;8625.000;10500.000;8812.500;8250.000;9000.000;10875.000;8250.000;11250.000;11062.500;10875.000;10500.000;8437.500;8250.000;8250.000;9937.500;8437.500;8812.500;8812.500;8437.500;9187.500;8250.000;11812.500;9187.500;8812.500;8437.500;12375.000;8812.500;9000.000;8250.000;8625.000;8625.000;8437.500;8625.000;12375.000;10500.000;8437.500;8250.000;8625.000;9000.000;8625.000;11250.000;8625.000;8625.000;8250.000;8250.000;8437.500;8437.500;9562.500;9187.500;10875.000;8812.500;8250.000;8625.000;8812.500;8250.000;8812.500;10125.000;11812.500;11812.500;12375.000;8250.000;8250.000	-421.875;0.000;0.000;0.000;140.625;-140.625;140.625;70.312;0.000;1335.938;-1265.625;-70.312;-140.625;0.000;281.250;1195.312;-1476.562;210.938;-70.312;-140.625;210.938;1265.625;-281.250;-1125.000;-140.625;0.000;1476.562;-914.062;984.375;-1406.250;0.000;492.188;70.312;-562.500;140.625;351.562;-632.812;1054.688;351.562;-351.562;-351.562;70.312;0.000;0.000;632.812;140.625;-703.125;-843.750;0.000;914.062;0.000;492.188;-1195.312;-210.938;914.062;-914.062;492.188;-492.188;140.625;843.750;562.500;-1406.250;703.125;-632.812;-210.938;281.250;703.125;-984.375;1125.000;-70.312;-70.312;-140.625;-773.438;-70.312;0.000;632.812;-562.500;140.625;0.000;-140.625;281.250;-351.562;1335.938;-984.375;-140.625;-140.625;1476.562;-1335.938;70.312;-281.250;140.625;0.000;-70.312;70.312;1406.250;-703.125;-773.438;-70.312;140.625;140.625;-140.625;984.375;-984.375;0.000;-140.625;0.000;70.312;0.000;421.875;-140.625;632.812;-773.438;-210.938;140.625;70.312;-210.938;210.938;492.188;632.812;0.000;210.938;-1546.875;0.000	21.9335								1									
7	Spectrogram 1	1	26.422439581	26.705947138	8334.405	11961.415	3627.010	0.2835	10687.500	26.5387	SeaPro_20221018_122434_2CH192K16.wav	11062.500;8625.000;8812.500;8812.500;8812.500;8625.000;8625.000;8812.500;8812.500;10312.500;10312.500;9000.000;9750.000;9375.000;9375.000;8437.500;9562.500;9562.500;11625.000;11812.500;11812.500;8437.500;9937.500;9750.000;8625.000;9375.000;9375.000;8625.000;11437.500;8437.500;10125.000;9375.000;10312.500;10125.000;9000.000;10312.500;9562.500;8625.000;9375.000;10500.000;10500.000;10687.500;10687.500;10687.500;9375.000;8625.000;10687.500;10687.500;10687.500;8437.500;10687.500;10875.000;10687.500;9750.000;8812.500;8437.500;10875.000;10875.000;8625.000;11062.500;10687.500;10687.500;9375.000;11062.500;10875.000;10875.000;10125.000;11437.500;11437.500;10125.000;8625.000;8625.000;9562.500;8625.000;10125.000;11062.500;8437.500;11250.000;9000.000;11250.000;9750.000;10312.500;9000.000;11062.500;10125.000;9562.500;8812.500;11437.500;8812.500;8625.000;8437.500;8437.500;9750.000;11625.000;8437.500;11437.500;9000.000;10312.500;11625.000;11812.500;11625.000;10500.000;8437.500;8812.500;8812.500;11812.500	-914.062;70.312;0.000;0.000;-70.312;0.000;70.312;0.000;562.500;0.000;-492.188;281.250;-140.625;0.000;-351.562;421.875;0.000;773.438;70.312;0.000;-1265.625;562.500;-70.312;-421.875;281.250;0.000;-281.250;1054.688;-1125.000;632.812;-281.250;351.562;-70.312;-421.875;492.188;-281.250;-351.562;281.250;421.875;0.000;70.312;0.000;0.000;-492.188;-281.250;773.438;0.000;0.000;-843.750;843.750;70.312;-70.312;-351.562;-351.562;-140.625;914.062;0.000;-843.750;914.062;-140.625;0.000;-492.188;632.812;-70.312;0.000;-281.250;492.188;0.000;-492.188;-562.500;0.000;351.562;-351.562;562.500;351.562;-984.375;1054.688;-843.750;843.750;-562.500;210.938;-492.188;773.438;-351.562;-210.938;-281.250;984.375;-984.375;-70.312;-70.312;0.000;492.188;703.125;-1195.312;1125.000;-914.062;492.188;492.188;70.312;-70.312;-421.875;-773.438;140.625;0.000;1125.000	26.4224								1									
8	Spectrogram 1	1	27.877144998	28.143777105	8102.894	11035.370	2932.476	0.2666	10312.500	27.9893	SeaPro_20221018_122434_2CH192K16.wav	9187.500;8437.500;8437.500;8437.500;8437.500;8812.500;8812.500;9375.000;9375.000;9000.000;8250.000;9000.000;10500.000;9187.500;8437.500;8437.500;8625.000;8625.000;9375.000;10312.500;8812.500;9000.000;9562.500;9375.000;9375.000;9187.500;9562.500;9562.500;10687.500;9562.500;9562.500;9937.500;9937.500;9937.500;10125.000;9937.500;10125.000;10125.000;10312.500;10687.500;10312.500;10312.500;10312.500;10312.500;10312.500;10312.500;9937.500;10312.500;8250.000;10500.000;10500.000;9562.500;9375.000;10687.500;9750.000;9562.500;9375.000;9187.500;9187.500;9187.500;10500.000;10500.000;9187.500;10687.500;9000.000;9187.500;10687.500;9000.000;9000.000;9000.000;10500.000;9750.000;10687.500;10500.000;9000.000;10687.500;10687.500;10500.000;10687.500;10687.500;8812.500;8250.000;9562.500;8812.500;10500.000;10687.500;10687.500;10875.000;8250.000;9750.000;10875.000;10125.000;9000.000;9750.000;9000.000;8437.500;8625.000;10687.500;8625.000;8250.000	-281.250;0.000;0.000;0.000;140.625;0.000;210.938;0.000;-140.625;-281.250;281.250;562.500;-492.188;-281.250;0.000;70.312;0.000;281.250;351.562;-562.500;70.312;210.938;-70.312;0.000;-70.312;140.625;0.000;421.875;-421.875;0.000;140.625;0.000;0.000;70.312;-70.312;70.312;0.000;70.312;140.625;-140.625;0.000;0.000;0.000;0.000;0.000;-140.625;140.625;-773.438;843.750;0.000;-351.562;-70.312;492.188;-351.562;-70.312;-70.312;-70.312;0.000;0.000;492.188;0.000;-492.188;562.500;-632.812;70.312;562.500;-632.812;0.000;0.000;562.500;-281.250;351.562;-70.312;-562.500;632.812;0.000;-70.312;70.312;0.000;-703.125;-210.938;492.188;-281.250;632.812;70.312;0.000;70.312;-984.375;562.500;421.875;-281.250;-421.875;281.250;-281.250;-210.938;70.312;773.438;-773.438;-140.625	27.8771								1									
9	Spectrogram 1	1	30.928286536	31.306296611	7717.042	11961.415	4244.373	0.3780	10687.500	31.1520	SeaPro_20221018_122434_2CH192K16.wav	8062.500;8062.500;8062.500;8250.000;8437.500;8437.500;9187.500;8062.500;8625.000;8812.500;8812.500;8625.000;8812.500;8812.500;8812.500;8812.500;9000.000;9000.000;9000.000;9187.500;9187.500;9187.500;9187.500;9375.000;9375.000;9375.000;11062.500;9000.000;10500.000;9375.000;9562.500;9562.500;9562.500;9562.500;8062.500;9562.500;9562.500;9562.500;9750.000;9562.500;9562.500;9562.500;9750.000;9562.500;9750.000;9750.000;9562.500;9750.000;9562.500;9562.500;9750.000;9750.000;9937.500;9187.500;9937.500;9937.500;9937.500;9937.500;9375.000;9937.500;9937.500;9937.500;10125.000;10125.000;10125.000;10125.000;10312.500;7875.000;10312.500;10312.500;8437.500;7875.000;10312.500;8437.500;10312.500;10312.500;9000.000;10312.500;10500.000;10500.000;8062.500;10312.500;10687.500;10687.500;7875.000;10687.500;10687.500;10687.500;10687.500;10687.500;10687.500;10875.000;9187.500;9000.000;10875.000;11062.500;11250.000;8437.500;8250.000;11062.500;11062.500;11062.500;11062.500;11062.500;11062.500;11062.500;9750.000;11062.500;7875.000;8250.000;10500.000;10500.000;9750.000;7875.000;8250.000;11250.000;8625.000;7875.000;9562.500;11625.000;11625.000;11625.000;8250.000;11625.000;11625.000;11625.000;11625.000;10500.000;11812.500;11812.500;11812.500;11812.500;11812.500;7875.000;11812.500;8062.500;9375.000;11625.000;10687.500;11062.500;11812.500	0.000;0.000;70.312;70.312;0.000;281.250;-421.875;210.938;70.312;0.000;-70.312;70.312;0.000;0.000;0.000;70.312;0.000;0.000;70.312;0.000;0.000;0.000;70.312;0.000;0.000;632.812;-773.438;562.500;-421.875;70.312;0.000;0.000;0.000;-562.500;562.500;0.000;0.000;70.312;-70.312;0.000;0.000;70.312;-70.312;70.312;0.000;-70.312;70.312;-70.312;0.000;70.312;0.000;70.312;-281.250;281.250;0.000;0.000;0.000;-210.938;210.938;0.000;0.000;70.312;0.000;0.000;0.000;70.312;-914.062;914.062;0.000;-703.125;-210.938;914.062;-703.125;703.125;0.000;-492.188;492.188;70.312;0.000;-914.062;843.750;140.625;0.000;-1054.688;1054.688;0.000;0.000;0.000;0.000;0.000;70.312;-632.812;-70.312;703.125;70.312;70.312;-1054.688;-70.312;1054.688;0.000;0.000;0.000;0.000;0.000;0.000;-492.188;492.188;-1195.312;140.625;843.750;0.000;-281.250;-703.125;140.625;1125.000;-984.375;-281.250;632.812;773.438;0.000;0.000;-1265.625;1265.625;0.000;0.000;0.000;-421.875;492.188;0.000;0.000;0.000;0.000;-1476.562;1476.562;-1406.250;492.188;843.750;-351.562;140.625;281.250	30.9283								1									
10	Spectrogram 1	1	33.486662686	33.712793713	8102.894	11266.881	3163.987	0.2261	10687.500	33.7093	SeaPro_20221018_122434_2CH192K16.wav	8437.500;8812.500;8437.500;8625.000;8625.000;8625.000;10125.000;8812.500;8812.500;8812.500;8812.500;9000.000;9000.000;9000.000;8437.500;9187.500;9187.500;8812.500;8625.000;9187.500;8250.000;9375.000;9375.000;9375.000;9375.000;9562.500;9375.000;9562.500;8812.500;9562.500;9562.500;8625.000;9562.500;9562.500;9562.500;9750.000;9562.500;9562.500;10875.000;9750.000;9750.000;9937.500;9937.500;9937.500;10125.000;9937.500;10125.000;10125.000;10125.000;10125.000;10125.000;9937.500;9000.000;10312.500;10125.000;8812.500;10500.000;8250.000;9375.000;10500.000;10500.000;9562.500;8625.000;9375.000;9375.000;10687.500;9187.500;9750.000;9187.500;9750.000;8437.500;10875.000;10875.000;10875.000;8812.500;10875.000;10312.500;8812.500;8250.000;11062.500;8437.500;10500.000;10687.500;8250.000	140.625;-140.625;70.312;0.000;0.000;562.500;-492.188;0.000;0.000;0.000;70.312;0.000;0.000;-210.938;281.250;0.000;-140.625;-70.312;210.938;-351.562;421.875;0.000;0.000;0.000;70.312;-70.312;70.312;-281.250;281.250;0.000;-351.562;351.562;0.000;0.000;70.312;-70.312;0.000;492.188;-421.875;0.000;70.312;0.000;0.000;70.312;-70.312;70.312;0.000;0.000;0.000;0.000;-70.312;-351.562;492.188;-70.312;-492.188;632.812;-843.750;421.875;421.875;0.000;-351.562;-351.562;281.250;0.000;492.188;-562.500;210.938;-210.938;210.938;-492.188;914.062;0.000;0.000;-773.438;773.438;-210.938;-562.500;-210.938;1054.688;-984.375;773.438;70.312;-914.062	33.4867								1									
