Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Peak Time (s)	Begin File	Peak Freq Contour (Hz)	PFC Slope (Hz/ms)	File Offset (s)	Start Freq (Hz)	End Freq (Hz)	ID	ID_Category	Type	Category	N elements	Quality	similar_to	Inflection Points	Step	N max	N min	Interruptions	Overtones	Contour	Overlap
1	Spectrogram 1	2	9.566935539	9.933538461	4602.700	12986.300	8383.600	0.3666	4875.000	9.6800	SeaPro_20220804_104826_2CH192K16.wav	4687.500;4687.500;5062.500;5062.500;5250.000;4875.000;5062.500;5062.500;5062.500;5062.500;5062.500;5062.500;5250.000;5250.000;6000.000;4875.000;5062.500;5812.500;4875.000;5625.000;5437.500;5437.500;5250.000;7500.000;5062.500;5062.500;5062.500;5437.500;6937.500;4687.500;4687.500;5250.000;5062.500;5062.500;4687.500;4875.000;5250.000;5250.000;4687.500;5250.000;4687.500;4875.000;4875.000;4875.000;4875.000;6000.000;4687.500;5062.500;5062.500;12375.000;5625.000;5062.500;5625.000;4687.500;5062.500;6375.000;6375.000;4875.000;5250.000;5062.500;4875.000;5062.500;5062.500;5062.500;5062.500;5062.500;5062.500;7125.000;7125.000;7312.500;5062.500;4875.000;5437.500;7875.000;8062.500;4687.500;4875.000;4875.000;5062.500;5062.500;5812.500;5250.000;5062.500;5250.000;4687.500;4687.500;4687.500;6375.000;5812.500;5062.500;4687.500;5062.500;5062.500;5062.500;4687.500;5625.000;5625.000;5250.000;4875.000;5250.000;5062.500;4875.000;4687.500;4687.500;12937.500;11625.000;5062.500;4687.500;5250.000;4687.500;4875.000;4875.000;4687.500;4687.500;4687.500;5062.500;4875.000;5062.500;5250.000;5250.000;5250.000;5062.500;5437.500;6375.000;4875.000;5062.500;4687.500;4875.000;5437.500;12937.500;12187.500;5437.500;8062.500;5062.500;4687.500;4875.000;4875.000;4687.500	0.000;140.625;0.000;70.312;-140.625;70.312;0.000;0.000;0.000;0.000;0.000;70.312;0.000;281.250;-421.875;70.312;281.250;-351.562;281.250;-70.312;0.000;-70.312;843.750;-914.062;0.000;0.000;140.625;562.500;-843.750;0.000;210.938;-70.312;0.000;-140.625;70.312;140.625;0.000;-210.938;210.938;-210.938;70.312;0.000;0.000;0.000;421.875;-492.188;140.625;0.000;2742.188;-2531.250;-210.938;210.938;-351.562;140.625;492.188;0.000;-562.500;140.625;-70.312;-70.312;70.312;0.000;0.000;0.000;0.000;0.000;773.438;0.000;70.312;-843.750;-70.312;210.938;914.062;70.312;-1265.625;70.312;0.000;70.312;0.000;281.250;-210.938;-70.312;70.312;-210.938;0.000;0.000;632.812;-210.938;-281.250;-140.625;140.625;0.000;0.000;-140.625;351.562;0.000;-140.625;-140.625;140.625;-70.312;-70.312;-70.312;0.000;3093.750;-492.188;-2460.938;-140.625;210.938;-210.938;70.312;0.000;-70.312;0.000;0.000;140.625;-70.312;70.312;70.312;0.000;0.000;-70.312;140.625;351.562;-562.500;70.312;-140.625;70.312;210.938;2812.500;-281.250;-2531.250;984.375;-1125.000;-140.625;70.312;0.000;-70.312	9.5669								1									
2	Spectrogram 1	2	15.157502585	15.270686385	3200.000	10610.500	7410.500	0.1132	4125.000	15.2267	SeaPro_20220804_104826_2CH192K16.wav	3750.000;3750.000;3750.000;3937.500;4125.000;5250.000;4125.000;3375.000;3375.000;3562.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3750.000;4312.500;4125.000;5625.000;5625.000;5812.500;6000.000;3562.500;3937.500;4125.000;4125.000;4125.000;4312.500;3937.500;4125.000;3937.500;4125.000;4125.000;4125.000;4125.000;4125.000;3375.000;4125.000;4125.000;4125.000;3937.500	0.000;0.000;70.312;70.312;421.875;-421.875;-281.250;0.000;70.312;140.625;0.000;0.000;0.000;0.000;0.000;-70.312;210.938;-70.312;562.500;0.000;70.312;70.312;-914.062;140.625;70.312;0.000;0.000;70.312;-140.625;70.312;-70.312;70.312;0.000;0.000;0.000;0.000;-281.250;281.250;0.000;0.000;-70.312	15.1575								1									
3	Spectrogram 1	1	15.935184822	16.406175472	8252.600	16673.700	8421.100	0.4710	16312.500	15.9627	SeaPro_20220804_104826_2CH192K16.wav	11250.000;16125.000;16312.500;16312.500;16125.000;15937.500;15937.500;15937.500;15750.000;15750.000;16312.500;15000.000;15187.500;15187.500;14812.500;14812.500;14812.500;14812.500;14625.000;14625.000;14625.000;8437.500;14437.500;14437.500;14437.500;14437.500;14437.500;14250.000;14250.000;14250.000;14062.500;14062.500;14062.500;16312.500;15562.500;14062.500;14062.500;13875.000;13875.000;13875.000;13875.000;13875.000;13875.000;13875.000;13687.500;13687.500;13687.500;13687.500;13687.500;13500.000;13500.000;13500.000;13312.500;13312.500;13312.500;13125.000;13125.000;16500.000;13312.500;12937.500;12937.500;12750.000;12750.000;12750.000;8812.500;8625.000;8812.500;9187.500;12562.500;12375.000;9375.000;12562.500;12375.000;12375.000;12375.000;12187.500;12375.000;12187.500;12187.500;12187.500;12187.500;12000.000;12000.000;12000.000;12000.000;11812.500;12000.000;12000.000;8812.500;11812.500;12000.000;11812.500;11812.500;11812.500;12000.000;11812.500;11812.500;11812.500;11812.500;11812.500;11625.000;8625.000;11625.000;13500.000;11625.000;11812.500;15562.500;15000.000;11812.500;11625.000;11625.000;11812.500;11812.500;11812.500;8437.500;11625.000;11625.000;11625.000;9562.500;9187.500;8812.500;11625.000;11437.500;11437.500;11625.000;11437.500;11437.500;11250.000;11250.000;11250.000;9562.500;9000.000;11250.000;11062.500;10875.000;11062.500;9000.000;11062.500;10500.000;10687.500;10687.500;10500.000;10500.000;10500.000;10500.000;10312.500;9000.000;9000.000;10312.500;10125.000;9937.500;9000.000;9937.500;9937.500;9750.000;8625.000;9562.500;8625.000;9375.000;9375.000;11062.500;9375.000;9375.000;8437.500;9187.500;9000.000;9000.000;9000.000;9937.500;8812.500;8812.500;8812.500;8812.500;8812.500;8437.500;10875.000;8437.500	1828.125;70.312;0.000;-70.312;-70.312;0.000;0.000;-70.312;0.000;210.938;-492.188;70.312;0.000;-140.625;0.000;0.000;0.000;-70.312;0.000;0.000;-2320.312;2250.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;-70.312;0.000;0.000;843.750;-281.250;-562.500;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;-70.312;0.000;0.000;-70.312;0.000;1265.625;-1195.312;-140.625;0.000;-70.312;0.000;0.000;-1476.562;-70.312;70.312;140.625;1265.625;-70.312;-1125.000;1195.312;-70.312;0.000;0.000;-70.312;70.312;-70.312;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;-70.312;70.312;0.000;-1195.312;1125.000;70.312;-70.312;0.000;0.000;70.312;-70.312;0.000;0.000;0.000;0.000;-70.312;-1125.000;1125.000;703.125;-703.125;70.312;1406.250;-210.938;-1195.312;-70.312;0.000;70.312;0.000;0.000;-1265.625;1195.312;0.000;0.000;-773.438;-140.625;-140.625;1054.688;-70.312;0.000;70.312;-70.312;0.000;-70.312;0.000;0.000;-632.812;-210.938;843.750;-70.312;-70.312;70.312;-773.438;773.438;-210.938;70.312;0.000;-70.312;0.000;0.000;0.000;-70.312;-492.188;0.000;492.188;-70.312;-70.312;-351.562;351.562;0.000;-70.312;-421.875;351.562;-351.562;281.250;0.000;632.812;-632.812;0.000;-351.562;281.250;-70.312;0.000;0.000;351.562;-421.875;0.000;0.000;0.000;0.000;-140.625;914.062;-914.062	15.9352								1									
6	Spectrogram 1	1	19.728672837	19.849158817	10442.100	18863.200	8421.100	0.1205	12937.500	19.7760	SeaPro_20220804_104826_2CH192K16.wav	12937.500;12937.500;11250.000;11625.000;11625.000;11437.500;11812.500;12375.000;12187.500;12750.000;12562.500;12750.000;12937.500;13125.000;12562.500;12937.500;12937.500;12937.500;12750.000;12937.500;12937.500;14250.000;14812.500;14812.500;15562.500;14812.500;15750.000;16125.000;15937.500;16125.000;16312.500;16125.000;16875.000;16687.500;17062.500;17250.000;17625.000;18000.000;17625.000;17625.000;18375.000;11437.500;13312.500;13312.500;14625.000	0.000;-632.812;140.625;0.000;-70.312;140.625;210.938;-70.312;210.938;-70.312;70.312;70.312;70.312;-210.938;140.625;0.000;0.000;-70.312;70.312;0.000;492.188;210.938;0.000;281.250;-281.250;351.562;140.625;-70.312;70.312;70.312;-70.312;281.250;-70.312;140.625;70.312;140.625;140.625;-140.625;0.000;281.250;-2601.562;703.125;0.000;492.188	19.7287								1									
16	Spectrogram 1	2	45.301365055	45.433318044	4637.700	9159.400	4521.700	0.1320	5062.500	45.3280	SeaPro_20220804_104826_2CH192K16.wav	4687.500;4687.500;4875.000;5625.000;4687.500;4687.500;4687.500;5250.000;5062.500;5250.000;5250.000;5250.000;5250.000;5250.000;4687.500;5812.500;5812.500;4687.500;4687.500;5625.000;4687.500;5625.000;4687.500;5625.000;5625.000;4875.000;5625.000;4687.500;6562.500;4687.500;4687.500;4875.000;4875.000;4687.500;5062.500;4687.500;4687.500;5250.000;4875.000;5250.000;4687.500;4687.500;4687.500;5437.500;4687.500;5625.000;9000.000;5437.500	0.000;70.312;281.250;-351.562;0.000;0.000;210.938;-70.312;70.312;0.000;0.000;0.000;0.000;-210.938;421.875;0.000;-421.875;0.000;351.562;-351.562;351.562;-351.562;351.562;0.000;-281.250;281.250;-351.562;703.125;-703.125;0.000;70.312;0.000;-70.312;140.625;-140.625;0.000;210.938;-140.625;140.625;-210.938;0.000;0.000;281.250;-281.250;351.562;1265.625;-1335.938	45.3014								1									
17	Spectrogram 1	2	45.800210337	46.086644874	7884.100	11014.500	3130.400	0.2864	8437.500	45.9973	SeaPro_20220804_104826_2CH192K16.wav	10687.500;10687.500;10500.000;8437.500;8062.500;10125.000;10312.500;10312.500;10312.500;8062.500;10125.000;9937.500;9937.500;9000.000;9750.000;9750.000;9750.000;9562.500;9562.500;9562.500;9562.500;9375.000;9375.000;9187.500;9375.000;9375.000;9375.000;9562.500;9187.500;9187.500;8250.000;8062.500;9187.500;9000.000;9187.500;9000.000;9000.000;9000.000;9562.500;9000.000;9000.000;9000.000;8812.500;9000.000;9000.000;9000.000;8437.500;8812.500;9937.500;10500.000;9000.000;8812.500;8812.500;8812.500;8812.500;8625.000;8625.000;8437.500;10312.500;8625.000;8625.000;8625.000;8437.500;9562.500;9375.000;10687.500;9750.000;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8250.000;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8062.500;8062.500;8250.000;8812.500;9000.000;9000.000;9000.000;9000.000;8250.000;9937.500;8250.000;9562.500;9750.000;8625.000;9750.000;8437.500;10125.000;9375.000;10500.000;10500.000;8625.000;8250.000;8437.500;8250.000	0.000;-70.312;-773.438;-140.625;773.438;70.312;0.000;0.000;-843.750;773.438;-70.312;0.000;-351.562;281.250;0.000;0.000;-70.312;0.000;0.000;0.000;-70.312;0.000;-70.312;70.312;0.000;0.000;70.312;-140.625;0.000;-351.562;-70.312;421.875;-70.312;70.312;-70.312;0.000;0.000;210.938;-210.938;0.000;0.000;-70.312;70.312;0.000;0.000;-210.938;140.625;421.875;210.938;-562.500;-70.312;0.000;0.000;0.000;-70.312;0.000;-70.312;703.125;-632.812;0.000;0.000;-70.312;421.875;-70.312;492.188;-351.562;-492.188;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;70.312;0.000;0.000;0.000;0.000;0.000;-140.625;0.000;70.312;210.938;70.312;0.000;0.000;0.000;-281.250;632.812;-632.812;492.188;70.312;-421.875;421.875;-492.188;632.812;-281.250;421.875;0.000;-703.125;-140.625;70.312;-70.312	45.8002								1									
19	Spectrogram 1	2	53.353539293	53.609715225	5680.500	8946.800	3266.300	0.2562	6375.000	53.3707	SeaPro_20220804_104826_2CH192K16.wav	5812.500;6750.000;6562.500;6375.000;6375.000;6375.000;6375.000;6375.000;6375.000;6375.000;6375.000;6000.000;5812.500;6187.500;6187.500;6187.500;6000.000;6000.000;6000.000;6187.500;6187.500;6187.500;6000.000;6187.500;6187.500;6187.500;6000.000;6375.000;6187.500;6375.000;6562.500;6187.500;6187.500;6375.000;6375.000;6000.000;6375.000;6375.000;6562.500;7687.500;7687.500;7687.500;7687.500;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;6375.000;8062.500;5812.500;8062.500;8062.500;8062.500;8062.500;8062.500;5812.500;8250.000;6187.500;5812.500;5812.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8625.000;8437.500;6375.000;5812.500;8625.000;8625.000;8625.000;8625.000;8625.000;6000.000;5812.500;6187.500;8625.000;5812.500;6375.000;6187.500;8812.500;8812.500;5812.500;8062.500	351.562;-70.312;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-140.625;-70.312;140.625;0.000;0.000;-70.312;0.000;0.000;70.312;0.000;0.000;-70.312;70.312;0.000;0.000;-70.312;140.625;-70.312;70.312;70.312;-140.625;0.000;70.312;0.000;-140.625;140.625;0.000;70.312;421.875;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-562.500;632.812;-843.750;843.750;0.000;0.000;0.000;0.000;-843.750;914.062;-773.438;-140.625;0.000;984.375;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;-70.312;-773.438;-210.938;1054.688;0.000;0.000;0.000;0.000;-984.375;-70.312;140.625;914.062;-1054.688;210.938;-70.312;984.375;0.000;-1125.000;843.750	53.3535								1									
20	Spectrogram 1	1	190.154379239	190.301105667	5623.400	6828.500	1205.100	0.1467	6187.500	190.1840	SeaPro_20220804_104826_2CH192K16.wav	6000.000;6000.000;6000.000;6000.000;6000.000;6000.000;6187.500;6375.000;6187.500;6000.000;6187.500;6000.000;6187.500;6000.000;6187.500;6000.000;6000.000;6187.500;6187.500;6187.500;6187.500;6000.000;5812.500;6187.500;6187.500;6187.500;6187.500;6187.500;6187.500;6187.500;6000.000;6187.500;6375.000;6187.500;6187.500;6375.000;6187.500;6187.500;6187.500;6375.000;6375.000;6375.000;6375.000;6375.000;6375.000;6375.000;6562.500;5812.500;6562.500;6562.500;6562.500;6187.500;6562.500;5625.000	0.000;0.000;0.000;0.000;0.000;70.312;70.312;-70.312;-70.312;70.312;-70.312;70.312;-70.312;70.312;-70.312;0.000;70.312;0.000;0.000;0.000;-70.312;-70.312;140.625;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;70.312;70.312;-70.312;0.000;70.312;-70.312;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;70.312;-281.250;281.250;0.000;0.000;-140.625;140.625;-351.562	190.1544								1									
21	Spectrogram 1	1	216.311503863	216.524129886	2272.200	11503.100	9230.900	0.2126	2812.500	216.4933	SeaPro_20220804_104826_2CH192K16.wav	2625.000;3187.500;3187.500;3375.000;3375.000;3375.000;3562.500;2812.500;4312.500;4687.500;2812.500;3000.000;2625.000;2625.000;2625.000;2625.000;2625.000;2625.000;2625.000;2437.500;2437.500;2812.500;2812.500;3000.000;4125.000;3187.500;2812.500;2625.000;3375.000;2812.500;2437.500;2812.500;2812.500;2437.500;2812.500;2437.500;2437.500;2625.000;2812.500;2437.500;2437.500;2625.000;2812.500;2437.500;2437.500;2625.000;2625.000;2625.000;2625.000;3562.500;2625.000;2812.500;2812.500;2812.500;2437.500;2625.000;2625.000;2625.000;2437.500;2437.500;2437.500;2625.000;2625.000;2625.000;2437.500;2625.000;2625.000;2812.500;2625.000;2625.000;2625.000;2625.000;2437.500;2625.000;9562.500;2437.500;10500.000;2625.000;2437.500	210.938;0.000;70.312;0.000;0.000;70.312;-281.250;562.500;140.625;-703.125;70.312;-140.625;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;140.625;0.000;70.312;421.875;-351.562;-140.625;-70.312;281.250;-210.938;-140.625;140.625;0.000;-140.625;140.625;-140.625;0.000;70.312;70.312;-140.625;0.000;70.312;70.312;-140.625;0.000;70.312;0.000;0.000;0.000;351.562;-351.562;70.312;0.000;0.000;-140.625;70.312;0.000;0.000;-70.312;0.000;0.000;70.312;0.000;0.000;-70.312;70.312;0.000;70.312;-70.312;0.000;0.000;0.000;-70.312;70.312;2601.562;-2671.875;3023.438;-2953.125;-70.312	216.3115								1									
23	Spectrogram 1	2	229.460085209	229.565148577	4117.200	8033.500	3916.300	0.1051	5250.000	229.5173	SeaPro_20220804_104826_2CH192K16.wav	4312.500;4312.500;4312.500;4312.500;4687.500;4687.500;4687.500;4687.500;4875.000;4875.000;5062.500;4312.500;5250.000;5250.000;5250.000;5625.000;5625.000;4500.000;5625.000;5250.000;5250.000;5625.000;5812.500;5812.500;5812.500;5812.500;6000.000;5812.500;6375.000;6375.000;6375.000;4312.500;6937.500;6937.500;6750.000;4687.500;4687.500;4687.500	0.000;0.000;0.000;140.625;0.000;0.000;0.000;70.312;0.000;70.312;-281.250;351.562;0.000;0.000;140.625;0.000;-421.875;421.875;-140.625;0.000;140.625;70.312;0.000;0.000;0.000;70.312;-70.312;210.938;0.000;0.000;-773.438;984.375;0.000;-70.312;-773.438;0.000;0.000	229.4601								1									
