Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Peak Time (s)	Delta Freq (Hz)	Begin File	Peak Freq Contour (Hz)	PFC Slope (Hz/ms)	File Offset (s)	Quality	Start Freq (Hz)	End Freq (Hz)	Contour	Overtones	Step	Interruptions	Inflection Points	N min	N max	Overlap	ID	Type	N elements	Category	ID_Category	similar_to
1	Spectrogram 1	2	9.893664765	10.620173740	6197.945	16921.373	0.7265	6562.500	9.8960	10723.428	SeaPro_20220721_105543_2CH192K16.wav	6562.500;6750.000;6750.000;6937.500;7125.000;7312.500;7500.000;7500.000;7500.000;7687.500;7875.000;7875.000;7875.000;7875.000;7875.000;8062.500;8062.500;8250.000;8062.500;8250.000;8250.000;6750.000;8437.500;8437.500;8437.500;8437.500;8625.000;8437.500;8625.000;6562.500;8625.000;7875.000;8625.000;8062.500;8062.500;8062.500;8062.500;7500.000;6375.000;6375.000;7875.000;8062.500;8062.500;8437.500;8437.500;8625.000;8062.500;6375.000;8437.500;8250.000;8250.000;8250.000;8812.500;8437.500;9562.500;9562.500;9562.500;8812.500;9750.000;9187.500;9750.000;9937.500;9937.500;9937.500;9937.500;9937.500;9937.500;9937.500;9937.500;10125.000;10125.000;10125.000;10125.000;10125.000;10125.000;10312.500;10312.500;10312.500;10312.500;10312.500;10312.500;10312.500;10500.000;10500.000;10500.000;10687.500;10687.500;10687.500;10687.500;10687.500;10875.000;10875.000;10875.000;10875.000;10875.000;11062.500;11062.500;11062.500;11062.500;11062.500;11250.000;11250.000;11250.000;11250.000;11250.000;11437.500;11437.500;11625.000;11437.500;11812.500;11812.500;11812.500;11812.500;12000.000;11812.500;12000.000;12000.000;12000.000;12000.000;12187.500;12187.500;12187.500;12187.500;12375.000;12375.000;10500.000;12375.000;12375.000;12375.000;12375.000;12562.500;12562.500;12562.500;12562.500;12562.500;12562.500;12750.000;12750.000;12750.000;7312.500;12750.000;6375.000;8062.500;6375.000;6562.500;6375.000;8812.500;12375.000;9375.000;12937.500;12000.000;12375.000;6375.000;6562.500;6375.000;13125.000;13125.000;6750.000;13125.000;6562.500;13312.500;13312.500;13312.500;13312.500;13312.500;13312.500;13312.500;6562.500;13312.500;6562.500;13500.000;13500.000;13500.000;13500.000;13687.500;6375.000;13687.500;13687.500;13687.500;13687.500;13687.500;13687.500;13687.500;13687.500;13875.000;13875.000;13875.000;13875.000;13875.000;14062.500;13875.000;14062.500;13875.000;14062.500;14062.500;14250.000;14250.000;14250.000;6562.500;14437.500;14437.500;6375.000;14437.500;14625.000;6375.000;6562.500;13312.500;13312.500;13500.000;14812.500;15000.000;14812.500;15000.000;15000.000;8250.000;15000.000;15187.500;15187.500;15375.000;15187.500;15375.000;15375.000;15375.000;15375.000;9000.000;15375.000;15375.000;15562.500;15562.500;15562.500;15562.500;7875.000;15562.500;15750.000;15750.000;15750.000;6375.000;15750.000;15937.500;6750.000;15937.500;15937.500;16125.000;6375.000;6562.500;16125.000;16125.000;6375.000;16312.500;6937.500;6937.500;16312.500;16312.500;7312.500;8625.000;7500.000;6375.000;6937.500;6562.500;6375.000;6750.000;6750.000;6562.500;6562.500;9375.000;6562.500;10125.000;7125.000;6562.500;8062.500;6750.000;9750.000	70.312;0.000;70.312;70.312;70.312;70.312;0.000;0.000;70.312;70.312;0.000;0.000;0.000;0.000;70.312;0.000;70.312;-70.312;70.312;0.000;-562.500;632.812;0.000;0.000;0.000;70.312;-70.312;70.312;-773.438;773.438;-281.250;281.250;-210.938;0.000;0.000;0.000;-210.938;-421.875;0.000;562.500;70.312;0.000;140.625;0.000;70.312;-210.938;-632.812;773.438;-70.312;0.000;0.000;210.938;-140.625;421.875;0.000;0.000;-281.250;351.562;-210.938;210.938;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;70.312;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;70.312;0.000;70.312;-70.312;140.625;0.000;0.000;0.000;70.312;-70.312;70.312;0.000;0.000;0.000;70.312;0.000;0.000;0.000;70.312;0.000;-703.125;703.125;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;-2039.062;2039.062;-2390.625;632.812;-632.812;70.312;-70.312;914.062;1335.938;-1125.000;1335.938;-351.562;140.625;-2250.000;70.312;-70.312;2531.250;0.000;-2390.625;2390.625;-2460.938;2531.250;0.000;0.000;0.000;0.000;0.000;0.000;-2531.250;2531.250;-2531.250;2601.562;0.000;0.000;0.000;70.312;-2742.188;2742.188;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;70.312;-70.312;70.312;-70.312;70.312;0.000;70.312;0.000;0.000;-2882.812;2953.125;0.000;-3023.438;3023.438;70.312;-3093.750;70.312;2531.250;0.000;70.312;492.188;70.312;-70.312;70.312;0.000;-2531.250;2531.250;70.312;0.000;70.312;-70.312;70.312;0.000;0.000;0.000;-2390.625;2390.625;0.000;70.312;0.000;0.000;0.000;-2882.812;2882.812;70.312;0.000;0.000;-3515.625;3515.625;70.312;-3445.312;3445.312;0.000;70.312;-3656.250;70.312;3585.938;0.000;-3656.250;3726.562;-3515.625;0.000;3515.625;0.000;-3375.000;492.188;-421.875;-421.875;210.938;-140.625;-70.312;140.625;0.000;-70.312;0.000;1054.688;-1054.688;1335.938;-1125.000;-210.938;562.500;-492.188;1125.000	9.8937	2	6198	16823	A	1	0	1	0	3	3		W_056	SE	1	SW	SW_072	
2	Spectrogram 1	2	17.294278492	18.469583166	1460.870	13913.043	1.1753	2625.000	17.3067	12452.173	SeaPro_20220721_105543_2CH192K16.wav	2437.500;2437.500;2437.500;2625.000;2625.000;2625.000;3187.500;3187.500;1500.000;1687.500;5812.500;1687.500;1875.000;2062.500;1500.000;1687.500;1500.000;1687.500;1500.000;2062.500;2437.500;2437.500;1500.000;2625.000;2625.000;1500.000;2062.500;1500.000;1687.500;1875.000;1500.000;1500.000;1875.000;2062.500;1500.000;1500.000;1687.500;1875.000;1687.500;1687.500;1687.500;1875.000;1500.000;1500.000;1875.000;1687.500;1500.000;1500.000;2250.000;2250.000;1500.000;1500.000;2437.500;1687.500;2062.500;1687.500;1500.000;1500.000;2062.500;1687.500;2250.000;1500.000;1687.500;1500.000;1875.000;12000.000;1500.000;1500.000;1687.500;1875.000;1687.500;2062.500;1687.500;1687.500;1687.500;8625.000;1875.000;1500.000;1687.500;1500.000;1687.500;1687.500;1500.000;1500.000;1875.000;1687.500;1500.000;1500.000;1500.000;9375.000;2062.500;1500.000;1500.000;1687.500;2062.500;1875.000;2250.000;2437.500;2437.500;2250.000;2250.000;1687.500;1500.000;1500.000;2250.000;1687.500;1500.000;1500.000;1500.000;1500.000;1500.000;1687.500;1500.000;1687.500;1687.500;1500.000;1500.000;1687.500;1500.000;1500.000;1500.000;1687.500;1500.000;1687.500;1500.000;1500.000;1500.000;1500.000;2437.500;1875.000;1500.000;1500.000;1500.000;1875.000;2437.500;2437.500;2437.500;1500.000;1500.000;2437.500;1687.500;1687.500;2437.500;1687.500;2437.500;1875.000;1500.000;1687.500;1687.500;1500.000;1875.000;1687.500;1687.500;1875.000;2250.000;1687.500;1875.000;1687.500;2250.000;1500.000;1500.000;1687.500;2812.500;1500.000;1500.000;1687.500;2250.000;3187.500;3000.000;3000.000;2812.500;3000.000;2812.500;5437.500;5437.500;5437.500;5437.500;5437.500;5437.500;1500.000;5437.500;5250.000;5250.000;5250.000;5250.000;5250.000;5250.000;5062.500;5062.500;5062.500;5062.500;5062.500;5062.500;5062.500;5062.500;5062.500;4875.000;4875.000;4875.000;4875.000;4875.000;4875.000;4875.000;4875.000;4875.000;4875.000;4875.000;4875.000;4875.000;4875.000;4875.000;4875.000;4875.000;4875.000;4687.500;4875.000;4687.500;4687.500;4687.500;4687.500;4687.500;4875.000;4687.500;4687.500;4687.500;4875.000;4687.500;4687.500;1500.000;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;1500.000;1500.000;2062.500;4687.500;4687.500;4687.500;4687.500;4687.500;1687.500;4687.500;4687.500;2062.500;4687.500;4687.500;4687.500;4687.500;2250.000;1687.500;2062.500;4687.500;2250.000;1500.000;1500.000;1687.500;4687.500;1875.000;4687.500;4687.500;4687.500;1687.500;1687.500;1875.000;4687.500;1500.000;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;1875.000;2062.500;4687.500;1500.000;4687.500;2062.500;1500.000;1500.000;4687.500;4687.500;1500.000;1500.000;1500.000;1875.000;1687.500;1687.500;1500.000;1500.000;2062.500;1875.000;2250.000;1687.500;1875.000;1500.000;1687.500;2250.000;1687.500;1687.500;2250.000;2062.500;2062.500;1875.000;2250.000;2062.500;1500.000;1687.500;1875.000;1875.000;1687.500;2437.500;2250.000;2437.500;2437.500;1500.000;1500.000;2250.000;2250.000;1500.000;2250.000;1500.000;1875.000;2437.500;1500.000;1687.500;1875.000;2062.500;2250.000;1687.500;2250.000;1500.000;2625.000;2625.000;2062.500;2625.000;1500.000;2250.000;2250.000;1875.000;1500.000;2062.500;1875.000;2062.500;2437.500;1687.500;1687.500;1687.500;1500.000;1500.000;2062.500;1500.000;1687.500;2437.500;1687.500;1500.000;1687.500;2062.500;1500.000;1875.000;1875.000;2250.000;2250.000;2062.500;1875.000;2062.500;1875.000;1687.500;1687.500;1875.000;2062.500;2062.500;1875.000;2437.500;1500.000;2625.000;1500.000;2250.000;2062.500;1500.000;1500.000;1687.500;1687.500;2250.000;2250.000;2062.500;1687.500;4312.500;1500.000;2062.500;1687.500;2062.500;1500.000;1687.500;1687.500;1500.000;2250.000;1500.000;1500.000;1500.000;1687.500;1687.500;1875.000;2437.500;4312.500;2062.500;1500.000;2062.500;2250.000;2437.500;2250.000;1875.000;2250.000;4312.500;1687.500;1500.000;1687.500;1500.000;1687.500;2437.500;2250.000;1500.000;2062.500;2437.500;2250.000;2437.500;1687.500;2250.000;2250.000	0.000;0.000;70.312;0.000;0.000;210.938;0.000;-632.812;70.312;1546.875;-1546.875;70.312;70.312;-210.938;70.312;-70.312;70.312;-70.312;210.938;140.625;0.000;-351.562;421.875;0.000;-421.875;210.938;-210.938;70.312;70.312;-140.625;0.000;140.625;70.312;-210.938;0.000;70.312;70.312;-70.312;0.000;0.000;70.312;-140.625;0.000;140.625;-70.312;-70.312;0.000;281.250;0.000;-281.250;0.000;351.562;-281.250;140.625;-140.625;-70.312;0.000;210.938;-140.625;210.938;-281.250;70.312;-70.312;140.625;3796.875;-3937.500;0.000;70.312;70.312;-70.312;140.625;-140.625;0.000;0.000;2601.562;-2531.250;-140.625;70.312;-70.312;70.312;0.000;-70.312;0.000;140.625;-70.312;-70.312;0.000;0.000;2953.125;-2742.188;-210.938;0.000;70.312;140.625;-70.312;140.625;70.312;0.000;-70.312;0.000;-210.938;-70.312;0.000;281.250;-210.938;-70.312;0.000;0.000;0.000;0.000;70.312;-70.312;70.312;0.000;-70.312;0.000;70.312;-70.312;0.000;0.000;70.312;-70.312;70.312;-70.312;0.000;0.000;0.000;351.562;-210.938;-140.625;0.000;0.000;140.625;210.938;0.000;0.000;-351.562;0.000;351.562;-281.250;0.000;281.250;-281.250;281.250;-210.938;-140.625;70.312;0.000;-70.312;140.625;-70.312;0.000;70.312;140.625;-210.938;70.312;-70.312;210.938;-281.250;0.000;70.312;421.875;-492.188;0.000;70.312;210.938;351.562;-70.312;0.000;-70.312;70.312;-70.312;984.375;0.000;0.000;0.000;0.000;0.000;-1476.562;1476.562;-70.312;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;70.312;-70.312;0.000;0.000;0.000;0.000;70.312;-70.312;0.000;0.000;70.312;-70.312;0.000;-1195.312;1195.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-1195.312;0.000;210.938;984.375;0.000;0.000;0.000;0.000;-1125.000;1125.000;0.000;-984.375;984.375;0.000;0.000;0.000;-914.062;-210.938;140.625;984.375;-914.062;-281.250;0.000;70.312;1125.000;-1054.688;1054.688;0.000;0.000;-1125.000;0.000;70.312;1054.688;-1195.312;1195.312;0.000;0.000;0.000;0.000;0.000;-1054.688;70.312;984.375;-1195.312;1195.312;-984.375;-210.938;0.000;1195.312;0.000;-1195.312;0.000;0.000;140.625;-70.312;0.000;-70.312;0.000;210.938;-70.312;140.625;-210.938;70.312;-140.625;70.312;210.938;-210.938;0.000;210.938;-70.312;0.000;-70.312;140.625;-70.312;-210.938;70.312;70.312;0.000;-70.312;281.250;-70.312;70.312;0.000;-351.562;0.000;281.250;0.000;-281.250;281.250;-281.250;140.625;210.938;-351.562;70.312;70.312;70.312;70.312;-210.938;210.938;-281.250;421.875;0.000;-210.938;210.938;-421.875;281.250;0.000;-140.625;-140.625;210.938;-70.312;70.312;140.625;-281.250;0.000;0.000;-70.312;0.000;210.938;-210.938;70.312;281.250;-281.250;-70.312;70.312;140.625;-210.938;140.625;0.000;140.625;0.000;-70.312;-70.312;70.312;-70.312;-70.312;0.000;70.312;70.312;0.000;-70.312;210.938;-351.562;421.875;-421.875;281.250;-70.312;-210.938;0.000;70.312;0.000;210.938;0.000;-70.312;-140.625;984.375;-1054.688;210.938;-140.625;140.625;-210.938;70.312;0.000;-70.312;281.250;-281.250;0.000;0.000;70.312;0.000;70.312;210.938;703.125;-843.750;-210.938;210.938;70.312;70.312;-70.312;-140.625;140.625;773.438;-984.375;-70.312;70.312;-70.312;70.312;281.250;-70.312;-281.250;210.938;140.625;-70.312;70.312;-281.250;210.938;0.000	17.2943	3	1461	4243	M	1	1	1	2	4	4	CT	W_057	SE	1	OW	OW_1502	
3	Spectrogram 1	2	33.589179419	34.447410977	4327.668	15150.531	0.8582	6750.000	33.5973	10822.863	SeaPro_20220721_105543_2CH192K16.wav	6562.500;6562.500;6750.000;7125.000;7312.500;7500.000;7500.000;7687.500;7687.500;7687.500;7875.000;7875.000;7875.000;7875.000;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8812.500;8812.500;8812.500;8625.000;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;9000.000;8812.500;8812.500;9000.000;9000.000;8812.500;9000.000;9000.000;13125.000;9000.000;9000.000;9000.000;9000.000;9000.000;9187.500;9187.500;9187.500;9187.500;9187.500;9187.500;9187.500;9187.500;9187.500;9187.500;9187.500;9187.500;9375.000;9375.000;9375.000;9375.000;9375.000;9375.000;9375.000;9375.000;9375.000;9375.000;9375.000;9375.000;9562.500;9562.500;9562.500;9562.500;9562.500;12750.000;9562.500;9562.500;9562.500;9750.000;9562.500;9750.000;9750.000;9750.000;9750.000;9750.000;9750.000;9750.000;9750.000;9750.000;9937.500;9937.500;9937.500;9937.500;9937.500;10125.000;10125.000;10125.000;10125.000;10125.000;10125.000;10312.500;10312.500;10312.500;10312.500;10312.500;10312.500;10312.500;5250.000;10500.000;10500.000;10500.000;10500.000;10687.500;10687.500;10687.500;10687.500;10687.500;10875.000;10875.000;10875.000;10875.000;10875.000;11062.500;11062.500;11062.500;11062.500;4875.000;4500.000;4500.000;4687.500;4875.000;4500.000;11250.000;4875.000;4500.000;11437.500;11437.500;11437.500;4875.000;11625.000;4500.000;4687.500;4875.000;4687.500;6000.000;5250.000;4687.500;4687.500;5437.500;4687.500;4687.500;4500.000;12000.000;12000.000;12187.500;4500.000;4875.000;12187.500;4687.500;5062.500;5062.500;5062.500;12375.000;4687.500;4875.000;4875.000;12562.500;12562.500;4500.000;4500.000;12375.000;4687.500;4875.000;4687.500;12750.000;4687.500;12750.000;4875.000;4875.000;12750.000;4500.000;4687.500;4500.000;4687.500;12937.500;4500.000;4500.000;4500.000;4500.000;4875.000;5062.500;6000.000;13125.000;13125.000;4500.000;5250.000;4687.500;4500.000;5062.500;12375.000;4500.000;5250.000;4875.000;4687.500;6187.500;13125.000;4875.000;5250.000;4875.000;4500.000;4500.000;4500.000;4500.000;4500.000;4687.500;4500.000;4500.000;4500.000;4500.000;5250.000;4500.000;4875.000;13312.500;4875.000;4500.000;4500.000;12375.000;4500.000;5062.500;4875.000;5625.000;4687.500;4500.000;4875.000;4875.000;5062.500;4687.500;4687.500;4687.500;4500.000;5062.500;4500.000;4500.000;4875.000;4687.500;4687.500;4687.500;14062.500;4875.000;4875.000;4875.000;5250.000;5250.000;4875.000;12375.000;4500.000;4875.000;4500.000;4687.500;4500.000;5250.000;4875.000;14625.000;4687.500;4500.000;4687.500;4687.500;4500.000;4500.000;4875.000;4500.000;5062.500;4687.500;5062.500;4500.000;4687.500;5062.500;4500.000	0.000;70.312;140.625;70.312;70.312;0.000;70.312;0.000;0.000;70.312;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;-70.312;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;-70.312;0.000;70.312;0.000;-70.312;70.312;0.000;1546.875;-1546.875;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;1195.312;-1195.312;0.000;0.000;70.312;-70.312;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;-1898.438;1968.750;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;-2320.312;-140.625;0.000;70.312;70.312;-140.625;2531.250;-2390.625;-140.625;2601.562;0.000;0.000;-2460.938;2531.250;-2671.875;70.312;70.312;-70.312;492.188;-281.250;-210.938;0.000;281.250;-281.250;0.000;-70.312;2812.500;0.000;70.312;-2882.812;140.625;2742.188;-2812.500;140.625;0.000;0.000;2742.188;-2882.812;70.312;0.000;2882.812;0.000;-3023.438;0.000;2953.125;-2882.812;70.312;-70.312;3023.438;-3023.438;3023.438;-2953.125;0.000;2953.125;-3093.750;70.312;-70.312;70.312;3093.750;-3164.062;0.000;0.000;0.000;140.625;70.312;351.562;2671.875;0.000;-3234.375;281.250;-210.938;-70.312;210.938;2742.188;-2953.125;281.250;-140.625;-70.312;562.500;2601.562;-3093.750;140.625;-140.625;-140.625;0.000;0.000;0.000;0.000;70.312;-70.312;0.000;0.000;0.000;281.250;-281.250;140.625;3164.062;-3164.062;-140.625;0.000;2953.125;-2953.125;210.938;-70.312;281.250;-351.562;-70.312;140.625;0.000;70.312;-140.625;0.000;0.000;-70.312;210.938;-210.938;0.000;140.625;-70.312;0.000;0.000;3515.625;-3445.312;0.000;0.000;140.625;0.000;-140.625;2812.500;-2953.125;140.625;-140.625;70.312;-70.312;281.250;-140.625;3656.250;-3726.562;-70.312;70.312;0.000;-70.312;0.000;140.625;-140.625;210.938;-140.625;140.625;-210.938;70.312;140.625;-210.938	33.5892	1.5	4080	15052	A	1	0	0	0	1	1	CT	W_056	SE	1	SW	SW_065	
4	Spectrogram 1	2	42.891240367	43.272337862	7476.886	11412.089	0.3811	8812.500	42.9307	3935.203	SeaPro_20220721_105543_2CH192K16.wav	7500.000;8625.000;8062.500;8437.500;8625.000;8625.000;9000.000;8812.500;8625.000;8812.500;7500.000;7687.500;8625.000;8812.500;8625.000;8812.500;9000.000;8625.000;9000.000;9000.000;9187.500;9000.000;9000.000;7500.000;9187.500;9187.500;9187.500;9187.500;9187.500;9000.000;7500.000;9375.000;9000.000;9375.000;8625.000;9000.000;9375.000;9375.000;9187.500;7687.500;9000.000;9375.000;7500.000;8812.500;9187.500;9750.000;8812.500;8625.000;8812.500;9187.500;9937.500;9937.500;8250.000;8625.000;9562.500;9187.500;10125.000;10125.000;9000.000;10125.000;8625.000;9000.000;8625.000;8812.500;10312.500;9375.000;7500.000;9937.500;7500.000;10687.500;8625.000;8812.500;9750.000;10125.000;10312.500;9562.500;9750.000;10125.000;8812.500;7875.000;7687.500;10500.000;9937.500;10125.000;8437.500;9187.500;10312.500;7500.000;8812.500;10312.500;9937.500;8250.000;8812.500;9187.500;9000.000;9187.500;10687.500;7875.000;10312.500;8812.500;10687.500;10875.000;11250.000;9000.000;10312.500;10687.500;10312.500;10500.000;8812.500;8437.500;7500.000;10875.000;9750.000;10687.500;10687.500;10687.500;7687.500;11062.500;8625.000;7687.500;8625.000;9937.500;9187.500;10125.000;10125.000;7500.000;9562.500;8625.000;10687.500;8625.000;10875.000;10312.500;10687.500;7500.000;8812.500;9937.500;10875.000;8625.000;7500.000;8250.000;9937.500;10125.000	421.875;-210.938;140.625;70.312;0.000;140.625;-70.312;-70.312;70.312;-492.188;70.312;351.562;70.312;-70.312;70.312;70.312;-140.625;140.625;0.000;70.312;-70.312;0.000;-562.500;632.812;0.000;0.000;0.000;0.000;-70.312;-562.500;703.125;-140.625;140.625;-281.250;140.625;140.625;0.000;-70.312;-562.500;492.188;140.625;-703.125;492.188;140.625;210.938;-351.562;-70.312;70.312;140.625;281.250;0.000;-632.812;140.625;351.562;-140.625;351.562;0.000;-421.875;421.875;-562.500;140.625;-140.625;70.312;562.500;-351.562;-703.125;914.062;-914.062;1195.312;-773.438;70.312;351.562;140.625;70.312;-281.250;70.312;140.625;-492.188;-351.562;-70.312;1054.688;-210.938;70.312;-632.812;281.250;421.875;-1054.688;492.188;562.500;-140.625;-632.812;210.938;140.625;-70.312;70.312;562.500;-1054.688;914.062;-562.500;703.125;70.312;140.625;-843.750;492.188;140.625;-140.625;70.312;-632.812;-140.625;-351.562;1265.625;-421.875;351.562;0.000;0.000;-1125.000;1265.625;-914.062;-351.562;351.562;492.188;-281.250;351.562;0.000;-984.375;773.438;-351.562;773.438;-773.438;843.750;-210.938;140.625;-1195.312;492.188;421.875;351.562;-843.750;-421.875;281.250;632.812;70.312	42.8912	1											W_058					
