Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Peak Time (s)	Begin File	Peak Freq Contour (Hz)	PFC Slope (Hz/ms)	File Offset (s)	Start Freq (Hz)	End Freq (Hz)	ID	ID_Category	Type	Category	N elements	Quality	similar_to	Inflection Points	Step	N max	N min	Interruptions	Overtones	Contour	Overlap
1	Spectrogram 1	2	31.966895430	32.104458364	6083.333	7416.667	1333.334	0.1376	7125.000	32.0827	SeaPro_20221018_123443_2CH192K16.wav	6750.000;6750.000;7312.500;7312.500;6187.500;6562.500;6937.500;6937.500;7125.000;7125.000;7125.000;7125.000;7125.000;7312.500;7312.500;7312.500;7312.500;7312.500;6750.000;7312.500;7125.000;7312.500;7312.500;7312.500;7312.500;7312.500;7312.500;7312.500;7312.500;7312.500;7312.500;7312.500;7312.500;7312.500;7312.500;6375.000;7125.000;7312.500;7125.000;7125.000;6937.500;7312.500;7125.000;7125.000;6937.500;7125.000;7125.000;7125.000;6937.500;6937.500;6750.000	0.000;210.938;0.000;-421.875;140.625;140.625;0.000;70.312;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;-210.938;210.938;-70.312;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-351.562;281.250;70.312;-70.312;0.000;-70.312;140.625;-70.312;0.000;-70.312;70.312;0.000;0.000;-70.312;0.000;-70.312	31.9669								1									
2	Spectrogram 1	2	34.015859119	34.330805835	7404.255	10893.617	3489.362	0.3149	9750.000	34.1413	SeaPro_20221018_123443_2CH192K16.wav	7500.000;7500.000;7687.500;7687.500;8062.500;7875.000;8062.500;8062.500;8250.000;8437.500;8250.000;8437.500;8625.000;8250.000;8812.500;8812.500;8812.500;8812.500;8812.500;9000.000;7687.500;7687.500;9000.000;9187.500;9187.500;9187.500;7875.000;9375.000;9375.000;9562.500;9375.000;9375.000;9562.500;9562.500;9562.500;9562.500;9562.500;9562.500;9562.500;9562.500;7875.000;9562.500;9750.000;7875.000;7687.500;7687.500;9750.000;8437.500;7500.000;9937.500;9937.500;9937.500;7687.500;8437.500;9937.500;7875.000;9937.500;9937.500;7500.000;9937.500;9937.500;7500.000;10125.000;10125.000;10125.000;10125.000;8062.500;7687.500;10312.500;7875.000;7687.500;8250.000;7687.500;10312.500;10125.000;10312.500;7500.000;10312.500;7500.000;7687.500;7500.000;10312.500;10500.000;7500.000;7500.000;7500.000;10500.000;7687.500;10500.000;10312.500;10500.000;8250.000;10500.000;8062.500;10500.000;10500.000;10500.000;10500.000;8250.000;8250.000;7500.000;10500.000;7500.000;8437.500;10687.500;8437.500;8437.500;7500.000;9187.500;7500.000;8812.500;8812.500;7687.500;7687.500;8437.500;7500.000;7500.000;7687.500	0.000;70.312;0.000;140.625;-70.312;70.312;0.000;70.312;70.312;-70.312;70.312;70.312;-140.625;210.938;0.000;0.000;0.000;0.000;70.312;-492.188;0.000;492.188;70.312;0.000;0.000;-492.188;562.500;0.000;70.312;-70.312;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-632.812;632.812;70.312;-703.125;-70.312;0.000;773.438;-492.188;-351.562;914.062;0.000;0.000;-843.750;281.250;562.500;-773.438;773.438;0.000;-914.062;914.062;0.000;-914.062;984.375;0.000;0.000;0.000;-773.438;-140.625;984.375;-914.062;-70.312;210.938;-210.938;984.375;-70.312;70.312;-1054.688;1054.688;-1054.688;70.312;-70.312;1054.688;70.312;-1125.000;0.000;0.000;1125.000;-1054.688;1054.688;-70.312;70.312;-843.750;843.750;-914.062;914.062;0.000;0.000;0.000;-843.750;0.000;-281.250;1125.000;-1125.000;351.562;843.750;-843.750;0.000;-351.562;632.812;-632.812;492.188;0.000;-421.875;0.000;281.250;-351.562;0.000;70.312	34.0159								1									
3	Spectrogram 1	2	34.920878416	35.337187293	8425.532	13276.596	4851.064	0.4163	8437.500	35.1493	SeaPro_20221018_123443_2CH192K16.wav	8812.500;8812.500;9000.000;9187.500;9000.000;9187.500;9187.500;9187.500;9187.500;9375.000;9375.000;9375.000;9375.000;8625.000;9375.000;9375.000;9375.000;9562.500;9562.500;9750.000;9750.000;9750.000;8812.500;9750.000;8625.000;8812.500;9937.500;8437.500;8625.000;9750.000;9937.500;9937.500;9937.500;9187.500;9937.500;9937.500;10125.000;10125.000;10125.000;10125.000;10125.000;10125.000;10125.000;10125.000;8625.000;10125.000;10312.500;10125.000;10312.500;10312.500;10312.500;8812.500;10312.500;10312.500;10312.500;9187.500;10312.500;10312.500;10500.000;9000.000;8625.000;8625.000;10687.500;10687.500;10500.000;10687.500;10687.500;10500.000;10687.500;10687.500;10687.500;8437.500;10875.000;8812.500;10875.000;8437.500;8625.000;9375.000;8437.500;10875.000;10875.000;10875.000;10875.000;8625.000;8437.500;10312.500;10875.000;8437.500;8625.000;8625.000;8812.500;8812.500;8625.000;11250.000;9562.500;9187.500;10312.500;11062.500;11250.000;8625.000;11250.000;10687.500;11437.500;8812.500;9375.000;8437.500;8625.000;9562.500;9937.500;8625.000;8812.500;9187.500;9000.000;8625.000;9187.500;9000.000;9187.500;8625.000;8625.000;8625.000;11812.500;11812.500;11812.500;11812.500;8812.500;9000.000;9000.000;8437.500;8625.000;8625.000;8437.500;12187.500;12187.500;12187.500;9187.500;12187.500;8625.000;10125.000;10312.500;10500.000;8812.500;9562.500;9187.500;8437.500;9000.000;9562.500;12937.500;8625.000;8812.500;8625.000;9000.000;9000.000;10500.000;8437.500;9187.500	0.000;70.312;70.312;-70.312;70.312;0.000;0.000;0.000;70.312;0.000;0.000;0.000;-281.250;281.250;0.000;0.000;70.312;0.000;70.312;0.000;0.000;-351.562;351.562;-421.875;70.312;421.875;-562.500;70.312;421.875;70.312;0.000;0.000;-281.250;281.250;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-562.500;562.500;70.312;-70.312;70.312;0.000;0.000;-562.500;562.500;0.000;0.000;-421.875;421.875;0.000;70.312;-562.500;-140.625;0.000;773.438;0.000;-70.312;70.312;0.000;-70.312;70.312;0.000;0.000;-843.750;914.062;-773.438;773.438;-914.062;70.312;281.250;-351.562;914.062;0.000;0.000;0.000;-843.750;-70.312;703.125;210.938;-914.062;70.312;0.000;70.312;0.000;-70.312;984.375;-632.812;-140.625;421.875;281.250;70.312;-984.375;984.375;-210.938;281.250;-984.375;210.938;-351.562;70.312;351.562;140.625;-492.188;70.312;140.625;-70.312;-140.625;210.938;-70.312;70.312;-210.938;0.000;0.000;1195.312;0.000;0.000;0.000;-1125.000;70.312;0.000;-210.938;70.312;0.000;-70.312;1406.250;0.000;0.000;-1125.000;1125.000;-1335.938;562.500;70.312;70.312;-632.812;281.250;-140.625;-281.250;210.938;210.938;1265.625;-1617.188;70.312;-70.312;140.625;0.000;562.500;-773.438;281.250	34.9209								1									
4	Spectrogram 1	1	90.311324684	91.092057928	4595.745	13191.489	8595.744	0.7807	4687.500	90.5787	SeaPro_20221018_123443_2CH192K16.wav	5062.500;5062.500;4875.000;4875.000;6562.500;5062.500;6000.000;6187.500;4687.500;4875.000;5062.500;4875.000;5625.000;5625.000;4875.000;4687.500;4875.000;4875.000;4875.000;4875.000;4687.500;4687.500;7125.000;4875.000;4687.500;4687.500;4687.500;5812.500;5250.000;6187.500;5625.000;4875.000;5437.500;6187.500;5437.500;6000.000;4875.000;4875.000;5062.500;4687.500;4687.500;5812.500;4875.000;4875.000;5812.500;5062.500;5625.000;4875.000;4875.000;4687.500;5250.000;4687.500;4875.000;6375.000;5437.500;5250.000;4687.500;7687.500;4687.500;4687.500;5437.500;5437.500;4687.500;4875.000;5062.500;5062.500;4875.000;5812.500;4687.500;4875.000;4875.000;6750.000;5062.500;4687.500;5062.500;4687.500;4687.500;4687.500;5062.500;4687.500;4687.500;5625.000;4687.500;4687.500;4687.500;6937.500;4687.500;5250.000;5250.000;6187.500;4687.500;5062.500;5062.500;4875.000;5062.500;4875.000;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;5062.500;4875.000;5062.500;6750.000;4687.500;4875.000;4687.500;4687.500;5437.500;4875.000;4687.500;4687.500;5250.000;5062.500;5250.000;5062.500;6562.500;4687.500;5062.500;4687.500;5062.500;6187.500;4687.500;6750.000;5625.000;5062.500;4875.000;5062.500;4875.000;5625.000;4875.000;5625.000;4687.500;4687.500;5250.000;5812.500;4687.500;4875.000;4687.500;4687.500;4687.500;4687.500;4687.500;5812.500;4687.500;5062.500;4875.000;6187.500;4687.500;5062.500;4875.000;5250.000;5062.500;5250.000;4687.500;5062.500;4687.500;5625.000;4875.000;5062.500;4875.000;5625.000;4687.500;4687.500;4875.000;5062.500;8625.000;5250.000;4875.000;5437.500;4687.500;4875.000;4875.000;5625.000;4687.500;4687.500;4875.000;4875.000;4687.500;5250.000;6375.000;4687.500;5250.000;4875.000;5062.500;5625.000;4687.500;4687.500;5250.000;4875.000;4875.000;5437.500;4875.000;4875.000;5062.500;5625.000;4687.500;5437.500;5062.500;5062.500;5062.500;8250.000;8250.000;8250.000;4875.000;4687.500;4687.500;5250.000;6000.000;6000.000;5250.000;4875.000;4687.500;5250.000;5812.500;4875.000;4875.000;5812.500;5812.500;7687.500;6187.500;7500.000;6000.000;4875.000;5625.000;5062.500;4687.500;5250.000;4687.500;7687.500;5062.500;5062.500;5250.000;4875.000;5812.500;5062.500;4875.000;4687.500;5625.000;7312.500;6000.000;4875.000;4687.500;7125.000;6937.500;5062.500;6937.500;4687.500;4687.500;6750.000;6750.000;6750.000;4875.000;4687.500;5437.500;5250.000;6375.000;6375.000;4687.500;4687.500;4687.500;4875.000;4687.500;5062.500;5250.000;4875.000;4875.000;5250.000;4875.000;4687.500;4875.000;4875.000;5812.500;5437.500;5250.000;5250.000;7125.000;4687.500;4687.500;5062.500;4687.500;5062.500;4875.000;4875.000;4875.000;6375.000;4875.000;5250.000;4687.500	0.000;-70.312;0.000;632.812;-562.500;351.562;70.312;-562.500;70.312;70.312;-70.312;281.250;0.000;-281.250;-70.312;70.312;0.000;0.000;0.000;-70.312;0.000;914.062;-843.750;-70.312;0.000;0.000;421.875;-210.938;351.562;-210.938;-281.250;210.938;281.250;-281.250;210.938;-421.875;0.000;70.312;-140.625;0.000;421.875;-351.562;0.000;351.562;-281.250;210.938;-281.250;0.000;-70.312;210.938;-210.938;70.312;562.500;-351.562;-70.312;-210.938;1125.000;-1125.000;0.000;281.250;0.000;-281.250;70.312;70.312;0.000;-70.312;351.562;-421.875;70.312;0.000;703.125;-632.812;-140.625;140.625;-140.625;0.000;0.000;140.625;-140.625;0.000;351.562;-351.562;0.000;0.000;843.750;-843.750;210.938;0.000;351.562;-562.500;140.625;0.000;-70.312;70.312;-70.312;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;140.625;-70.312;70.312;632.812;-773.438;70.312;-70.312;0.000;281.250;-210.938;-70.312;0.000;210.938;-70.312;70.312;-70.312;562.500;-703.125;140.625;-140.625;140.625;421.875;-562.500;773.438;-421.875;-210.938;-70.312;70.312;-70.312;281.250;-281.250;281.250;-351.562;0.000;210.938;210.938;-421.875;70.312;-70.312;0.000;0.000;0.000;0.000;421.875;-421.875;140.625;-70.312;492.188;-562.500;140.625;-70.312;140.625;-70.312;70.312;-210.938;140.625;-140.625;351.562;-281.250;70.312;-70.312;281.250;-351.562;0.000;70.312;70.312;1335.938;-1265.625;-140.625;210.938;-281.250;70.312;0.000;281.250;-351.562;0.000;70.312;0.000;-70.312;210.938;421.875;-632.812;210.938;-140.625;70.312;210.938;-351.562;0.000;210.938;-140.625;0.000;210.938;-210.938;0.000;70.312;210.938;-351.562;281.250;-140.625;0.000;0.000;1195.312;0.000;0.000;-1265.625;-70.312;0.000;210.938;281.250;0.000;-281.250;-140.625;-70.312;210.938;210.938;-351.562;0.000;351.562;0.000;703.125;-562.500;492.188;-562.500;-421.875;281.250;-210.938;-140.625;210.938;-210.938;1125.000;-984.375;0.000;70.312;-140.625;351.562;-281.250;-70.312;-70.312;351.562;632.812;-492.188;-421.875;-70.312;914.062;-70.312;-703.125;703.125;-843.750;0.000;773.438;0.000;0.000;-703.125;-70.312;281.250;-70.312;421.875;0.000;-632.812;0.000;0.000;70.312;-70.312;140.625;70.312;-140.625;0.000;140.625;-140.625;-70.312;70.312;0.000;351.562;-140.625;-70.312;0.000;703.125;-914.062;0.000;140.625;-140.625;140.625;-70.312;0.000;0.000;562.500;-562.500;140.625;-210.938	90.3113								1									
5	Spectrogram 1	2	99.545091345	99.738765475	7809.982	9865.241	2055.259	0.1937	8250.000	99.7040	SeaPro_20221018_123443_2CH192K16.wav	9562.500;9562.500;9562.500;9562.500;8062.500;8062.500;8062.500;8250.000;8625.000;9187.500;8062.500;8250.000;7875.000;9187.500;9000.000;8437.500;8062.500;9000.000;8250.000;8625.000;8812.500;7875.000;9750.000;9375.000;7875.000;8250.000;8812.500;8812.500;8812.500;8812.500;8625.000;8812.500;7875.000;8625.000;7875.000;7875.000;8625.000;8625.000;9000.000;8437.500;8437.500;8437.500;8437.500;8250.000;8625.000;8437.500;8437.500;8250.000;8437.500;8625.000;8250.000;8437.500;8250.000;8062.500;8437.500;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8062.500;8625.000;8250.000;8250.000;8250.000;9375.000;8062.500;9750.000;8250.000;8250.000;7875.000	0.000;0.000;0.000;-562.500;0.000;0.000;70.312;140.625;210.938;-421.875;70.312;-140.625;492.188;-70.312;-210.938;-140.625;351.562;-281.250;140.625;70.312;-351.562;703.125;-140.625;-562.500;140.625;210.938;0.000;0.000;0.000;-70.312;70.312;-351.562;281.250;-281.250;0.000;281.250;0.000;140.625;-210.938;0.000;0.000;0.000;-70.312;140.625;-70.312;0.000;-70.312;70.312;70.312;-140.625;70.312;-70.312;-70.312;140.625;-70.312;0.000;0.000;0.000;0.000;0.000;-70.312;210.938;-140.625;0.000;0.000;421.875;-492.188;632.812;-562.500;0.000;-140.625	99.5451								1									
6	Spectrogram 1	2	100.386759291	100.567763151	5930.889	8573.364	2642.475	0.1810	7125.000	100.5147	SeaPro_20221018_123443_2CH192K16.wav	6000.000;6000.000;6562.500;6000.000;6375.000;6375.000;6375.000;6187.500;6375.000;6000.000;7125.000;6562.500;6562.500;6562.500;6187.500;6375.000;6000.000;6937.500;6750.000;7125.000;6375.000;6187.500;6187.500;6375.000;7687.500;6375.000;6562.500;6562.500;7687.500;7687.500;7500.000;7687.500;7687.500;7500.000;6375.000;6562.500;7500.000;6375.000;6000.000;6000.000;7312.500;7312.500;7312.500;7312.500;7125.000;7312.500;7125.000;7125.000;6562.500;6750.000;6562.500;6000.000;7500.000;6000.000;6000.000;6750.000;6937.500;6937.500;6937.500;6187.500;6562.500;6562.500;6750.000;6187.500;6375.000;6375.000	0.000;210.938;-210.938;140.625;0.000;0.000;-70.312;70.312;-140.625;421.875;-210.938;0.000;0.000;-140.625;70.312;-140.625;351.562;-70.312;140.625;-281.250;-70.312;0.000;70.312;492.188;-492.188;70.312;0.000;421.875;0.000;-70.312;70.312;0.000;-70.312;-421.875;70.312;351.562;-421.875;-140.625;0.000;492.188;0.000;0.000;0.000;-70.312;70.312;-70.312;0.000;-210.938;70.312;-70.312;-210.938;562.500;-562.500;0.000;281.250;70.312;0.000;0.000;-281.250;140.625;0.000;70.312;-210.938;70.312;0.000	100.3868								1									
7	Spectrogram 1	2	101.714324581	102.144367810	7106.120	9348.334	2242.214	0.4300	8062.500	101.8107	SeaPro_20221018_123443_2CH192K16.wav	7312.500;7312.500;7500.000;7500.000;7500.000;7500.000;7500.000;7500.000;7687.500;7125.000;8625.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;8062.500;8062.500;7312.500;8062.500;7875.000;8062.500;7875.000;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8250.000;8250.000;8250.000;8250.000;8250.000;8437.500;8250.000;8250.000;8437.500;9000.000;9187.500;9187.500;9187.500;9000.000;9187.500;7125.000;9187.500;9000.000;7125.000;9187.500;7312.500;7500.000;9187.500;9187.500;9187.500;9187.500;8062.500;8250.000;9187.500;9187.500;9187.500;9187.500;9187.500;8062.500;9000.000;8250.000;9187.500;9187.500;9187.500;9187.500;9187.500;7875.000;9187.500;9187.500;9187.500;9187.500;9187.500;9187.500;9187.500;9187.500;9187.500;9187.500;9187.500;7500.000;9187.500;9187.500;9187.500;9000.000;7687.500;7875.000;7125.000;7687.500;9187.500;9187.500;9187.500;9187.500;7687.500;9187.500;7125.000;9187.500;9187.500;9187.500;9000.000;8062.500;9187.500;9187.500;9187.500;9187.500;9187.500;9187.500;9187.500;9187.500;8062.500;9187.500;9187.500;7687.500;9187.500;9187.500;7312.500;9187.500;7500.000;9187.500;9187.500;7500.000;9187.500;9187.500;9187.500;9187.500;7125.000;7125.000;8062.500;8250.000;7125.000;7687.500;9187.500;9187.500;9187.500;8437.500;9187.500;9187.500;8250.000;9187.500;7687.500;7687.500;8250.000;7312.500;9187.500;9187.500;7500.000;7125.000;7125.000;9187.500;9187.500;7312.500;9187.500	0.000;70.312;0.000;0.000;0.000;0.000;0.000;70.312;-210.938;562.500;-281.250;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;-281.250;281.250;-70.312;70.312;-70.312;70.312;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;70.312;-70.312;0.000;70.312;210.938;70.312;0.000;0.000;-70.312;70.312;-773.438;773.438;-70.312;-703.125;773.438;-703.125;70.312;632.812;0.000;0.000;0.000;-421.875;70.312;351.562;0.000;0.000;0.000;0.000;-421.875;351.562;-281.250;351.562;0.000;0.000;0.000;0.000;-492.188;492.188;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-632.812;632.812;0.000;0.000;-70.312;-492.188;70.312;-281.250;210.938;562.500;0.000;0.000;0.000;-562.500;562.500;-773.438;773.438;0.000;0.000;-70.312;-351.562;421.875;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-421.875;421.875;0.000;-562.500;562.500;0.000;-703.125;703.125;-632.812;632.812;0.000;-632.812;632.812;0.000;0.000;0.000;-773.438;0.000;351.562;70.312;-421.875;210.938;562.500;0.000;0.000;-281.250;281.250;0.000;-351.562;351.562;-562.500;0.000;210.938;-351.562;703.125;0.000;-632.812;-140.625;0.000;773.438;0.000;-703.125;703.125	101.7143								1									
8	Spectrogram 1	2	102.482257650	102.838067227	8707.999	12154.365	3446.366	0.3558	9000.000	102.7200	SeaPro_20221018_123443_2CH192K16.wav	8812.500;8812.500;8812.500;9000.000;9000.000;9375.000;9000.000;9000.000;9000.000;9000.000;9375.000;9375.000;9750.000;9000.000;9000.000;9187.500;9000.000;9000.000;9187.500;9187.500;9000.000;9187.500;9375.000;9187.500;9375.000;9375.000;9375.000;9562.500;9375.000;9375.000;9375.000;9187.500;11250.000;9375.000;9562.500;9562.500;9562.500;9750.000;9750.000;9187.500;8812.500;10312.500;10125.000;9562.500;9187.500;9187.500;10125.000;8812.500;9937.500;9187.500;9375.000;9562.500;9000.000;9750.000;8812.500;9187.500;9000.000;10312.500;9562.500;12000.000;10875.000;8812.500;9937.500;9000.000;9000.000;10687.500;8812.500;8812.500;9000.000;9937.500;9937.500;8812.500;9187.500;9187.500;9187.500;9937.500;8812.500;9187.500;8812.500;8812.500;10125.000;11437.500;9750.000;8812.500;9562.500;8812.500;9000.000;9562.500;9000.000;8812.500;10312.500;11437.500;9937.500;9187.500;9375.000;9187.500;9000.000;10125.000;9562.500;11812.500;10125.000;9000.000;11625.000;9750.000;9187.500;8812.500;8812.500;9562.500;8812.500;8812.500;9187.500;8812.500;9000.000;10500.000;9375.000;9562.500;8812.500;8812.500;9000.000;8812.500;12000.000;12000.000;12000.000;8812.500;9562.500;10875.000;9750.000;9000.000;10125.000;10125.000;9000.000;9187.500;9187.500	0.000;0.000;70.312;0.000;140.625;-140.625;0.000;0.000;0.000;140.625;0.000;140.625;-281.250;0.000;70.312;-70.312;0.000;70.312;0.000;-70.312;70.312;70.312;-70.312;70.312;0.000;0.000;70.312;-70.312;0.000;0.000;-70.312;773.438;-703.125;70.312;0.000;0.000;70.312;0.000;-210.938;-140.625;562.500;-70.312;-210.938;-140.625;0.000;351.562;-492.188;421.875;-281.250;70.312;70.312;-210.938;281.250;-351.562;140.625;-70.312;492.188;-281.250;914.062;-421.875;-773.438;421.875;-351.562;0.000;632.812;-703.125;0.000;70.312;351.562;0.000;-421.875;140.625;0.000;0.000;281.250;-421.875;140.625;-140.625;0.000;492.188;492.188;-632.812;-351.562;281.250;-281.250;70.312;210.938;-210.938;-70.312;562.500;421.875;-562.500;-281.250;70.312;-70.312;-70.312;421.875;-210.938;843.750;-632.812;-421.875;984.375;-703.125;-210.938;-140.625;0.000;281.250;-281.250;0.000;140.625;-140.625;70.312;562.500;-421.875;70.312;-281.250;0.000;70.312;-70.312;1195.312;0.000;0.000;-1195.312;281.250;492.188;-421.875;-281.250;421.875;0.000;-421.875;70.312;0.000	102.4823								1									
9	Spectrogram 1	2	102.827828103	102.981414970	7213.189	8957.134	1743.945	0.1536	8250.000	102.9040	SeaPro_20221018_123443_2CH192K16.wav	7312.500;7500.000;7500.000;8250.000;8250.000;7500.000;7687.500;7500.000;7687.500;7500.000;7687.500;7687.500;7687.500;7687.500;7312.500;7500.000;7500.000;8062.500;7500.000;8812.500;8062.500;8062.500;7312.500;8062.500;8062.500;8062.500;8062.500;8250.000;8250.000;8250.000;8062.500;8062.500;8250.000;8250.000;8250.000;8250.000;8250.000;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;7312.500;8625.000;8625.000;8625.000;8625.000;8062.500;8625.000;8812.500;8250.000;8062.500;7875.000;8250.000;7500.000;7312.500	70.312;0.000;281.250;0.000;-281.250;70.312;-70.312;70.312;-70.312;70.312;0.000;0.000;0.000;-140.625;70.312;0.000;210.938;-210.938;492.188;-281.250;0.000;-281.250;281.250;0.000;0.000;0.000;70.312;0.000;0.000;-70.312;0.000;70.312;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;-421.875;492.188;0.000;0.000;0.000;-210.938;210.938;70.312;-210.938;-70.312;-70.312;140.625;-281.250;-70.312	102.8278								1									
10	Spectrogram 1	2	100.980238702	101.177341849	7213.189	9372.359	2159.170	0.1971	7312.500	101.0667	SeaPro_20221018_123443_2CH192K16.wav	7312.500;7500.000;7875.000;7875.000;7500.000;7875.000;7687.500;7312.500;7687.500;7687.500;8062.500;7687.500;8437.500;7687.500;7875.000;7312.500;7687.500;7500.000;7312.500;7875.000;8250.000;8062.500;8062.500;7875.000;7875.000;8812.500;7500.000;7312.500;7500.000;7500.000;8250.000;7312.500;8437.500;7500.000;8437.500;7312.500;8437.500;7312.500;8437.500;7687.500;7687.500;8437.500;8625.000;8625.000;7687.500;7500.000;8437.500;8812.500;8812.500;7312.500;8812.500;8812.500;8812.500;7312.500;7312.500;7312.500;7312.500;8062.500;8250.000;7312.500;7500.000;8062.500;8250.000;7312.500;9187.500;9187.500;9187.500;7687.500;7875.000;8250.000;8062.500;8062.500;7312.500	70.312;140.625;0.000;-140.625;140.625;-70.312;-140.625;140.625;0.000;140.625;-140.625;281.250;-281.250;70.312;-210.938;140.625;-70.312;-70.312;210.938;140.625;-70.312;0.000;-70.312;0.000;351.562;-492.188;-70.312;70.312;0.000;281.250;-351.562;421.875;-351.562;351.562;-421.875;421.875;-421.875;421.875;-281.250;0.000;281.250;70.312;0.000;-351.562;-70.312;351.562;140.625;0.000;-562.500;562.500;0.000;0.000;-562.500;0.000;0.000;0.000;281.250;70.312;-351.562;70.312;210.938;70.312;-351.562;703.125;0.000;0.000;-562.500;70.312;140.625;-70.312;0.000;-281.250	100.9802								1									
