Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Peak Time (s)	Begin File	Peak Freq Contour (Hz)	PFC Slope (Hz/ms)	File Offset (s)	Start Freq (Hz)	End Freq (Hz)	ID	ID_Category	Type	Category	N elements	Quality	similar_to	Inflection Points	Step	N max	N min	Interruptions	Overtones	Contour	Overlap
1	Spectrogram 1	2	70.692381383	72.023069816	7967.213	15023.121	7055.908	1.3307	8812.500	70.8160	SeaPro_20220723_115451_2CH192K16.wav	11250.000;10125.000;9937.500;9750.000;9750.000;9562.500;9562.500;9562.500;9375.000;9187.500;9187.500;9000.000;9000.000;8812.500;8812.500;8812.500;8812.500;8812.500;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;9000.000;9000.000;9000.000;9000.000;9000.000;9187.500;9187.500;9187.500;9375.000;9375.000;9375.000;9562.500;9562.500;9562.500;9562.500;9750.000;9750.000;9750.000;9750.000;9937.500;9937.500;10125.000;10125.000;10312.500;10312.500;10312.500;10500.000;10500.000;10687.500;10687.500;10875.000;8812.500;8812.500;8812.500;11062.500;11250.000;11437.500;11437.500;11437.500;11625.000;11625.000;11625.000;11812.500;11812.500;12000.000;12000.000;12000.000;12000.000;12187.500;12187.500;12187.500;12187.500;12375.000;12375.000;12375.000;12375.000;12562.500;12562.500;12562.500;12562.500;12562.500;12562.500;12750.000;12750.000;12750.000;12937.500;12937.500;12937.500;12937.500;12937.500;12937.500;13125.000;13125.000;13125.000;13125.000;13125.000;13125.000;13125.000;13125.000;13312.500;13312.500;13312.500;13312.500;13312.500;13312.500;13312.500;13312.500;13312.500;13312.500;13312.500;13500.000;13500.000;13500.000;13500.000;13500.000;13500.000;13500.000;13500.000;13500.000;13500.000;13687.500;13687.500;13687.500;13687.500;13687.500;13875.000;13875.000;13875.000;13875.000;8062.500;10125.000;13875.000;14062.500;9750.000;14250.000;13312.500;14250.000;14250.000;14250.000;14250.000;8437.500;14437.500;14625.000;14625.000;14625.000;14625.000;14812.500;14812.500;8437.500;11812.500;11625.000;9750.000;13500.000;8062.500;12187.500;9375.000;10312.500;11250.000;12187.500;9375.000;10687.500;8625.000;9000.000;14062.500;11062.500;8625.000;9937.500;10125.000;8062.500;15000.000;13312.500;8625.000;14062.500;9750.000;8250.000;12375.000;8625.000;8250.000;8250.000;14062.500;8812.500;10312.500;8062.500;12937.500;9937.500;11062.500;12000.000;9000.000;8437.500;11250.000;8437.500;9187.500;9375.000;13500.000;8062.500;8250.000;8812.500;8812.500;9000.000;10125.000;9750.000;9750.000;10500.000;11437.500;11625.000;11625.000;11437.500;11250.000;11062.500;10875.000;10875.000;10687.500;10500.000;10312.500;10125.000;10125.000;9937.500;9937.500;9750.000;9750.000;9562.500;9562.500;9562.500;9375.000;9375.000;9375.000;9187.500;9187.500;9187.500;9000.000;9000.000;9000.000;9000.000;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8437.500;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;8812.500;9000.000;9000.000;9000.000;9000.000;9000.000;9000.000;9187.500;9187.500;9187.500;9187.500;9375.000;9375.000;9375.000;9375.000;9375.000;9562.500;9562.500;9562.500;9562.500;9750.000;9750.000;9750.000;9750.000;9750.000;9937.500;9937.500;9937.500;9937.500;10125.000;10125.000;10125.000;10125.000;10125.000;10312.500;10312.500;10312.500;10312.500;10500.000;10500.000;10500.000;10500.000;10500.000;10500.000;10687.500;10687.500;10687.500;10687.500;10687.500;10875.000;10875.000;10875.000;11062.500;11062.500;11062.500;11250.000;11062.500;11250.000;11250.000;11250.000;11437.500;11437.500;11437.500;11437.500;11437.500;11625.000;11625.000;11625.000;11625.000;11625.000;11625.000;11812.500;11812.500;11812.500;11812.500;11812.500;11812.500;11812.500;12000.000;12000.000;12000.000;12000.000;12000.000;12000.000;12000.000;12187.500;12187.500;12187.500;12187.500;12187.500;12187.500;12187.500;12375.000;12375.000;12375.000;12375.000;12375.000;12375.000;12375.000;12375.000;12562.500;12562.500;12562.500;12562.500;12562.500;12562.500;12562.500;12562.500;12562.500;12750.000;12750.000;12750.000;12750.000;12750.000;12750.000;12937.500;12750.000;12937.500;8437.500;8062.500;12937.500;12937.500;13125.000;13125.000;13125.000;13125.000;13125.000;13125.000;13125.000;13125.000;13312.500;13125.000;13125.000;13312.500;13125.000;13312.500;13312.500;13312.500;13312.500;13312.500;13312.500;13312.500;13312.500;13312.500;13312.500;13312.500;13312.500;13312.500;13312.500;13312.500;13312.500;13312.500;13312.500;13312.500;13312.500;13500.000;13500.000;13500.000;13500.000;13500.000;13500.000;13687.500;13687.500;13687.500;13687.500;13687.500;13687.500;13687.500;13687.500;13687.500;13687.500;13687.500;13875.000;13875.000;13875.000;13875.000;13875.000;13875.000;13875.000;14062.500;14062.500;14062.500;14062.500;8625.000	-421.875;-70.312;-70.312;0.000;-70.312;0.000;0.000;-70.312;-70.312;0.000;-70.312;0.000;-70.312;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;70.312;0.000;0.000;70.312;0.000;0.000;70.312;0.000;0.000;0.000;70.312;0.000;0.000;0.000;70.312;0.000;70.312;0.000;70.312;0.000;0.000;70.312;0.000;70.312;0.000;70.312;-773.438;0.000;0.000;843.750;70.312;70.312;0.000;0.000;70.312;0.000;0.000;70.312;0.000;70.312;0.000;0.000;0.000;70.312;0.000;0.000;0.000;70.312;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;-2179.688;773.438;1406.250;70.312;-1617.188;1687.500;-351.562;351.562;0.000;0.000;0.000;-2179.688;2250.000;70.312;0.000;0.000;0.000;70.312;0.000;-2390.625;1265.625;-70.312;-703.125;1406.250;-2039.062;1546.875;-1054.688;351.562;351.562;351.562;-1054.688;492.188;-773.438;140.625;1898.438;-1125.000;-914.062;492.188;70.312;-773.438;2601.562;-632.812;-1757.812;2039.062;-1617.188;-562.500;1546.875;-1406.250;-140.625;0.000;2179.688;-1968.750;562.500;-843.750;1828.125;-1125.000;421.875;351.562;-1125.000;-210.938;1054.688;-1054.688;281.250;70.312;1546.875;-2039.062;70.312;210.938;0.000;70.312;421.875;-140.625;0.000;281.250;351.562;70.312;0.000;-70.312;-70.312;-70.312;-70.312;0.000;-70.312;-70.312;-70.312;-70.312;0.000;-70.312;0.000;-70.312;0.000;-70.312;0.000;0.000;-70.312;0.000;0.000;-70.312;0.000;0.000;-70.312;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;70.312;0.000;0.000;70.312;0.000;0.000;70.312;-70.312;70.312;0.000;0.000;70.312;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;70.312;-70.312;70.312;-1687.500;-140.625;1828.125;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;-70.312;0.000;70.312;-70.312;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;-2039.062	70.6924	10131	13770	W_206	OW_521	DML	OW	2	3		3	0	4	2	0	1	M	
2	Spectrogram 1	2	121.522027163	121.926646207	5311.475	14754.098	9442.623	0.4046	8625.000	121.5867	SeaPro_20220723_115451_2CH192K16.wav	6562.500;5437.500;7500.000;5625.000;7125.000;5812.500;5437.500;6937.500;7500.000;7500.000;7875.000;8062.500;8062.500;8250.000;8250.000;7500.000;8437.500;8437.500;8437.500;8625.000;8625.000;8625.000;8625.000;8625.000;8812.500;8812.500;8812.500;8812.500;8812.500;6562.500;8812.500;9187.500;9187.500;9187.500;9187.500;9375.000;9375.000;9375.000;9375.000;9562.500;9562.500;9562.500;9750.000;9750.000;9750.000;9750.000;9937.500;9750.000;9937.500;9937.500;10125.000;10125.000;10125.000;9937.500;10125.000;9937.500;10312.500;9937.500;7125.000;10500.000;10500.000;10687.500;10687.500;10687.500;10687.500;10687.500;10687.500;10687.500;10687.500;10687.500;5437.500;10687.500;10500.000;5812.500;10687.500;10687.500;10687.500;5437.500;10687.500;10687.500;10687.500;5437.500;11062.500;10875.000;11250.000;11437.500;11437.500;11437.500;6562.500;5437.500;6000.000;5437.500;11625.000;5437.500;11812.500;11812.500;5625.000;10875.000;6562.500;13875.000;5437.500;12187.500;6937.500;7312.500;7687.500;12187.500;12187.500;12187.500;5437.500;6562.500;5437.500;12375.000;6375.000;6187.500;13500.000;5437.500;5625.000;6750.000;6562.500;6562.500;5437.500;6562.500;6375.000;6375.000;6562.500;6562.500;5437.500;6375.000;6375.000;6375.000;6000.000;14250.000;5812.500;5437.500;6187.500;14062.500;5625.000;5437.500;5437.500;5625.000;5437.500;5437.500;5437.500;6375.000;12375.000;5625.000;6562.500;5625.000;6562.500;5437.500;6000.000	-421.875;773.438;-703.125;562.500;-492.188;-140.625;562.500;210.938;0.000;140.625;70.312;0.000;70.312;0.000;-281.250;351.562;0.000;0.000;70.312;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;-843.750;843.750;140.625;0.000;0.000;0.000;70.312;0.000;0.000;0.000;70.312;0.000;0.000;70.312;0.000;0.000;0.000;70.312;-70.312;70.312;0.000;70.312;0.000;0.000;-70.312;70.312;-70.312;140.625;-140.625;-1054.688;1265.625;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-1968.750;1968.750;-70.312;-1757.812;1828.125;0.000;0.000;-1968.750;1968.750;0.000;0.000;-1968.750;2109.375;-70.312;140.625;70.312;0.000;0.000;-1828.125;-421.875;210.938;-210.938;2320.312;-2320.312;2390.625;0.000;-2320.312;1968.750;-1617.188;2742.188;-3164.062;2531.250;-1968.750;140.625;140.625;1687.500;0.000;0.000;-2531.250;421.875;-421.875;2601.562;-2250.000;-70.312;2742.188;-3023.438;70.312;421.875;-70.312;0.000;-421.875;421.875;-70.312;0.000;70.312;0.000;-421.875;351.562;0.000;0.000;-140.625;3093.750;-3164.062;-140.625;281.250;2953.125;-3164.062;-70.312;0.000;70.312;-70.312;0.000;0.000;351.562;2250.000;-2531.250;351.562;-351.562;351.562;-421.875;210.938	121.5220			W_207					1									
3	Spectrogram 1	2	124.172979521	124.431098566	11606.557	15934.426	4327.869	0.2581	15750.000	124.1973	SeaPro_20220723_115451_2CH192K16.wav	11812.500;11812.500;12000.000;12000.000;12187.500;12187.500;12000.000;12750.000;15750.000;12562.500;12750.000;12750.000;12937.500;12937.500;12937.500;12937.500;12937.500;13125.000;12937.500;13125.000;13125.000;13125.000;13125.000;13125.000;15750.000;15750.000;14625.000;13125.000;14625.000;12937.500;14625.000;14625.000;14625.000;14625.000;14625.000;14625.000;14625.000;14625.000;14625.000;14625.000;14625.000;14625.000;14625.000;14812.500;14625.000;14625.000;14625.000;14625.000;14625.000;14625.000;14625.000;14625.000;14625.000;14625.000;14625.000;14625.000;14625.000;14625.000;14625.000;14625.000;14625.000;14625.000;14625.000;14250.000;13312.500;14625.000;14625.000;11625.000;14625.000;12750.000;12000.000;15750.000;15562.500;15000.000;14812.500;14812.500;14812.500;15000.000;15000.000;15000.000;15187.500;15187.500;15187.500;15187.500;15187.500;15187.500;15375.000;15375.000;15375.000;12187.500;13500.000;15375.000;13687.500;15750.000;12937.500;11625.000	0.000;70.312;0.000;70.312;0.000;-70.312;281.250;1125.000;-1195.312;70.312;0.000;70.312;0.000;0.000;0.000;0.000;70.312;-70.312;70.312;0.000;0.000;0.000;0.000;984.375;0.000;-421.875;-562.500;562.500;-632.812;632.812;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-140.625;-351.562;492.188;0.000;-1125.000;1125.000;-703.125;-281.250;1406.250;-70.312;-210.938;-70.312;0.000;0.000;70.312;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;-1195.312;492.188;703.125;-632.812;773.438;-1054.688;-492.188	124.1730			W_208					1									
4	Spectrogram 1	2	133.587919436	134.115740972	3477.574	7789.767	4312.193	0.5278	4125.000	133.8907	SeaPro_20220723_115451_2CH192K16.wav	3750.000;4125.000;3937.500;3937.500;5062.500;6562.500;6562.500;3562.500;6750.000;3937.500;4125.000;6937.500;3562.500;3562.500;3562.500;3562.500;3937.500;3750.000;3562.500;3562.500;3562.500;3562.500;7312.500;4125.000;7312.500;3750.000;7312.500;3750.000;3562.500;4125.000;4125.000;7500.000;3937.500;3937.500;4125.000;4125.000;3750.000;3937.500;3937.500;4125.000;4125.000;4125.000;4125.000;4125.000;3562.500;3937.500;3937.500;3562.500;4125.000;3562.500;4687.500;4125.000;4312.500;3562.500;4312.500;3750.000;3750.000;4125.000;4125.000;4125.000;3750.000;3562.500;3750.000;3937.500;3562.500;3937.500;4125.000;3937.500;4312.500;4125.000;3562.500;3750.000;4312.500;3937.500;4312.500;3937.500;3562.500;4125.000;4312.500;3750.000;3750.000;3750.000;3750.000;7312.500;4500.000;4125.000;3937.500;3750.000;3937.500;4500.000;4312.500;3937.500;4125.000;3937.500;3562.500;3937.500;3562.500;3750.000;3562.500;3562.500;3562.500;4125.000;3562.500;4125.000;4125.000;4500.000;3937.500;3750.000;3562.500;4312.500;4125.000;4500.000;4125.000;4125.000;4125.000;3937.500;4125.000;3750.000;4125.000;3562.500;3937.500;4125.000;4125.000;4312.500;4125.000;4125.000;3937.500;5062.500;4125.000;3562.500;3562.500;4125.000;3937.500;3562.500;5062.500;4125.000;3937.500;4125.000;3750.000;4125.000;4125.000;4125.000;3937.500;4125.000;3937.500;3750.000;7312.500;3562.500;3937.500;3937.500;3750.000;4125.000;4125.000;4312.500;4312.500;4125.000;3937.500;4312.500;4312.500;4312.500;4500.000;4500.000;4312.500;4312.500;4687.500;4687.500;4687.500;3937.500;4125.000;4875.000;4875.000;4875.000;4875.000;5062.500;5062.500;5062.500;5250.000;5250.000;5250.000;5250.000;5437.500;5437.500;5437.500;5625.000;5437.500;5437.500;6375.000;6187.500;3562.500;4312.500;4687.500;4125.000;3562.500;3750.000;4125.000;4500.000;4500.000	140.625;-70.312;0.000;421.875;562.500;0.000;-1125.000;1195.312;-1054.688;70.312;1054.688;-1265.625;0.000;0.000;0.000;140.625;-70.312;-70.312;0.000;0.000;0.000;1406.250;-1195.312;1195.312;-1335.938;1335.938;-1335.938;-70.312;210.938;0.000;1265.625;-1335.938;0.000;70.312;0.000;-140.625;70.312;0.000;70.312;0.000;0.000;0.000;0.000;-210.938;140.625;0.000;-140.625;210.938;-210.938;421.875;-210.938;70.312;-281.250;281.250;-210.938;0.000;140.625;0.000;0.000;-140.625;-70.312;70.312;70.312;-140.625;140.625;70.312;-70.312;140.625;-70.312;-210.938;70.312;210.938;-140.625;140.625;-140.625;-140.625;210.938;70.312;-210.938;0.000;0.000;0.000;1335.938;-1054.688;-140.625;-70.312;-70.312;70.312;210.938;-70.312;-140.625;70.312;-70.312;-140.625;140.625;-140.625;70.312;-70.312;0.000;0.000;210.938;-210.938;210.938;0.000;140.625;-210.938;-70.312;-70.312;281.250;-70.312;140.625;-140.625;0.000;0.000;-70.312;70.312;-140.625;140.625;-210.938;140.625;70.312;0.000;70.312;-70.312;0.000;-70.312;421.875;-351.562;-210.938;0.000;210.938;-70.312;-140.625;562.500;-351.562;-70.312;70.312;-140.625;140.625;0.000;0.000;-70.312;70.312;-70.312;-70.312;1335.938;-1406.250;140.625;0.000;-70.312;140.625;0.000;70.312;0.000;-70.312;-70.312;140.625;0.000;0.000;70.312;0.000;-70.312;0.000;140.625;0.000;0.000;-281.250;70.312;281.250;0.000;0.000;0.000;70.312;0.000;0.000;70.312;0.000;0.000;0.000;70.312;0.000;0.000;70.312;-70.312;0.000;351.562;-70.312;-984.375;281.250;140.625;-210.938;-210.938;70.312;140.625;140.625;0.000	133.5879			W_209					1									
5	Spectrogram 1	2	136.142716311	136.399227712	4451.295	8902.590	4451.295	0.2565	5062.500	136.2747	SeaPro_20220723_115451_2CH192K16.wav	5437.500;4500.000;4875.000;4500.000;4687.500;4500.000;5062.500;5062.500;4500.000;5062.500;5250.000;5250.000;4500.000;4500.000;4500.000;4500.000;4687.500;5062.500;4500.000;4500.000;4875.000;4500.000;4500.000;4500.000;4687.500;5250.000;5062.500;4500.000;4500.000;5250.000;4687.500;4687.500;4500.000;4875.000;5062.500;5062.500;4687.500;4500.000;5062.500;4687.500;5625.000;5062.500;4875.000;4875.000;4500.000;4875.000;5062.500;5062.500;5062.500;5062.500;4500.000;5437.500;5625.000;5812.500;6000.000;6000.000;6187.500;4500.000;4500.000;4500.000;4500.000;4687.500;7312.500;7312.500;7312.500;7312.500;7500.000;7312.500;7500.000;7687.500;4500.000;7875.000;7875.000;4687.500;8062.500;8062.500;8062.500;8062.500;8062.500;8250.000;8250.000;8250.000;8437.500;8437.500;8437.500;8437.500;4875.000;5062.500;8625.000;8625.000;8812.500;8812.500;5062.500;5062.500;8812.500	-351.562;140.625;-140.625;70.312;-70.312;210.938;0.000;-210.938;210.938;70.312;0.000;-281.250;0.000;0.000;0.000;70.312;140.625;-210.938;0.000;140.625;-140.625;0.000;0.000;70.312;210.938;-70.312;-210.938;0.000;281.250;-210.938;0.000;-70.312;140.625;70.312;0.000;-140.625;-70.312;210.938;-140.625;351.562;-210.938;-70.312;0.000;-140.625;140.625;70.312;0.000;0.000;0.000;-210.938;351.562;70.312;70.312;70.312;0.000;70.312;-632.812;0.000;0.000;0.000;70.312;984.375;0.000;0.000;0.000;70.312;-70.312;70.312;70.312;-1195.312;1265.625;0.000;-1195.312;1265.625;0.000;0.000;0.000;0.000;70.312;0.000;0.000;70.312;0.000;0.000;0.000;-1335.938;70.312;1335.938;0.000;70.312;0.000;-1406.250;0.000;1406.250	136.1427			W_210					1									
6	Spectrogram 1	1	145.537292070	145.977447059	26429.565	32459.016	6029.451	0.4402	27937.500	145.6293	SeaPro_20220723_115451_2CH192K16.wav	26812.500;26812.500;27937.500;28312.500;28500.000;28500.000;28312.500;28312.500;28125.000;28125.000;28125.000;28125.000;27937.500;27937.500;27750.000;27750.000;27750.000;27750.000;27562.500;27375.000;27375.000;27375.000;27562.500;27375.000;27187.500;27187.500;27187.500;27187.500;27375.000;27562.500;27750.000;27750.000;27750.000;27937.500;27937.500;28125.000;28125.000;28125.000;28125.000;28125.000;28125.000;28312.500;28312.500;28500.000;28500.000;28500.000;28500.000;28500.000;28687.500;28875.000;28875.000;29062.500;29250.000;29437.500;29437.500;29625.000;29625.000;29625.000;29812.500;30000.000;30000.000;29812.500;30187.500;30375.000;30375.000;30375.000;30375.000;30562.500;30562.500;30750.000;30750.000;30937.500;30937.500;31125.000;31312.500;31312.500;31312.500;31312.500;31312.500;31500.000;31500.000;31500.000;31500.000;31500.000;31687.500;31687.500;31687.500;31687.500;31687.500;31687.500;31687.500;31687.500;31687.500;31687.500;31875.000;31875.000;31875.000;31875.000;31875.000;31687.500;31875.000;31875.000;31875.000;31875.000;31687.500;31875.000;31875.000;32062.500;32062.500;32062.500;32250.000;32250.000;32250.000;32250.000;32250.000;32250.000;32250.000;32250.000;32062.500;26812.500;32250.000;32062.500;32250.000;32062.500;32062.500;32062.500;32062.500;32062.500;32062.500;32062.500;32062.500;32062.500;32062.500;32062.500;32062.500;32062.500;32062.500;31875.000;31875.000;31875.000;31875.000;31875.000;31875.000;31687.500;31687.500;31500.000;31500.000;31312.500;31312.500;31312.500;31312.500;31312.500;31312.500;31312.500;31312.500;31312.500;31312.500;31125.000;31312.500;31312.500;31312.500;31500.000;31687.500;31687.500	0.000;421.875;140.625;70.312;0.000;-70.312;0.000;-70.312;0.000;0.000;0.000;-70.312;0.000;-70.312;0.000;0.000;0.000;-70.312;-70.312;0.000;0.000;70.312;-70.312;-70.312;0.000;0.000;0.000;70.312;70.312;70.312;0.000;0.000;70.312;0.000;70.312;0.000;0.000;0.000;0.000;0.000;70.312;0.000;70.312;0.000;0.000;0.000;0.000;70.312;70.312;0.000;70.312;70.312;70.312;0.000;70.312;0.000;0.000;70.312;70.312;0.000;-70.312;140.625;70.312;0.000;0.000;0.000;70.312;0.000;70.312;0.000;70.312;0.000;70.312;70.312;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;-70.312;70.312;0.000;0.000;0.000;-70.312;70.312;0.000;70.312;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;-1968.750;2039.062;-70.312;70.312;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;-70.312;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;70.312;0.000;0.000;70.312;70.312;0.000	145.5373	26567	31755	W_211	OW_522	SE	OW	1	3		1	0	2	2	0	0	M	CT-BC
