Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Freq (Hz)	Delta Time (s)	Begin File	Peak Freq Contour (Hz)	PFC Slope (Hz/ms)	File Offset (s)	Start Freq (Hz)	End Freq (Hz)	ID	ID_Category	Type	Category	N elements	Quality	similar_to	Inflection Points	Step	N max	N min	Interruptions	Overtones	Contour	Overlap
7	Spectrogram 1	2	257.094965400	257.352604300	3692.308	19965.812	16273.504	0.2576	SeaPro_20210820_101753_2CH192K16.wav	4125.000;3750.000;4500.000;4875.000;3937.500;4875.000;4875.000;5250.000;5812.500;6000.000;6187.500;6375.000;4125.000;4125.000;4125.000;4312.500;3750.000;3750.000;3750.000;10875.000;10875.000;10875.000;11062.500;4125.000;4312.500;4312.500;4125.000;11812.500;4125.000;3750.000;3750.000;4687.500;3750.000;4125.000;4500.000;3937.500;4500.000;4312.500;3937.500;4312.500;3750.000;5625.000;4125.000;4125.000;4125.000;4125.000;4125.000;4312.500;3937.500;3937.500;3937.500;4125.000;3937.500;3750.000;10875.000;3937.500;10687.500;7312.500;3750.000;6375.000;6187.500;5062.500;5250.000;5062.500;5250.000;5062.500;4875.000;5062.500;5062.500;4875.000;4875.000;4875.000;4687.500;4875.000;4875.000;4500.000;4312.500;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;4687.500;5625.000;4312.500;3937.500	-140.625;281.250;140.625;-351.562;351.562;0.000;140.625;210.938;70.312;70.312;70.312;-843.750;0.000;0.000;70.312;-210.938;0.000;0.000;2671.875;0.000;0.000;70.312;-2601.562;70.312;0.000;-70.312;2882.812;-2882.812;-140.625;0.000;351.562;-351.562;140.625;140.625;-210.938;210.938;-70.312;-140.625;140.625;-210.938;703.125;-562.500;0.000;0.000;0.000;0.000;70.312;-140.625;0.000;0.000;70.312;-70.312;-70.312;2671.875;-2601.562;2531.250;-1265.625;-1335.938;984.375;-70.312;-421.875;70.312;-70.312;70.312;-70.312;-70.312;70.312;0.000;-70.312;0.000;0.000;-70.312;70.312;0.000;-140.625;-70.312;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;351.562;-492.188;-140.625	257.0950	3692	4923	W_13639	SW_082	SE	SW	1	1.5		0	1	1	2	1	1	CS	
11	Spectrogram 1	2	258.854276400	259.132255200	3350.427	20034.188	16683.761	0.2780	SeaPro_20210820_101753_2CH192K16.wav	3937.500;3937.500;3937.500;4125.000;4125.000;4312.500;4500.000;4500.000;4500.000;4500.000;5062.500;5062.500;5250.000;6187.500;6375.000;6375.000;6750.000;7125.000;10687.500;9937.500;9937.500;10125.000;10125.000;10125.000;10312.500;10687.500;10687.500;10687.500;10687.500;10687.500;10875.000;10875.000;11062.500;4312.500;17062.500;3750.000;4312.500;4125.000;3937.500;4125.000;3937.500;4312.500;4125.000;4312.500;4500.000;3937.500;3750.000;3937.500;3750.000;4500.000;4500.000;4500.000;3937.500;4312.500;4500.000;3562.500;4687.500;4125.000;14625.000;11062.500;10500.000;9937.500;9750.000;7500.000;7500.000;6375.000;5250.000;5437.500;5437.500;5062.500;3750.000;3750.000;3937.500;3750.000;3375.000;4125.000;3750.000;4312.500;4312.500;4125.000;3937.500;4312.500;3937.500;4125.000;4125.000;4125.000;4125.000;4125.000;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;4125.000;4125.000;4125.000;4125.000;5062.500;5062.500;5062.500	0.000;0.000;70.312;0.000;70.312;70.312;0.000;0.000;0.000;210.938;0.000;70.312;351.562;70.312;0.000;140.625;140.625;1335.938;-281.250;0.000;70.312;0.000;0.000;70.312;140.625;0.000;0.000;0.000;0.000;70.312;0.000;70.312;-2531.250;4781.250;-4992.188;210.938;-70.312;-70.312;70.312;-70.312;140.625;-70.312;70.312;70.312;-210.938;-70.312;70.312;-70.312;281.250;0.000;0.000;-210.938;140.625;70.312;-351.562;421.875;-210.938;3937.500;-1335.938;-210.938;-210.938;-70.312;-843.750;0.000;-421.875;-421.875;70.312;0.000;-140.625;-492.188;0.000;70.312;-70.312;-140.625;281.250;-140.625;210.938;0.000;-70.312;-70.312;140.625;-140.625;70.312;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;351.562;0.000;0.000	258.8543	3350	5060	W_13639	SW_082	SE	SW	1	1.5		0	1	1	2	0	1	CS	BC
12	Spectrogram 1	2	259.440764000	259.695012900	1367.521	18735.043	17367.522	0.2542	SeaPro_20210820_101753_2CH192K16.wav	1687.500;1687.500;2062.500;1687.500;1687.500;1687.500;1687.500;1687.500;4125.000;4125.000;4125.000;4125.000;5250.000;5625.000;1875.000;1500.000;1687.500;1875.000;1500.000;2062.500;7875.000;1687.500;1687.500;9937.500;1875.000;10125.000;1500.000;10312.500;1687.500;1687.500;1687.500;1687.500;1500.000;1500.000;1875.000;1500.000;2062.500;2062.500;2062.500;2062.500;1687.500;1687.500;1875.000;1875.000;1875.000;1687.500;1687.500;1500.000;1687.500;1875.000;1875.000;1687.500;1687.500;1875.000;1875.000;4125.000;1687.500;1687.500;1875.000;1687.500;1500.000;1875.000;1875.000;1687.500;1687.500;1500.000;1500.000;1875.000;1500.000;1875.000;1687.500;1687.500;1875.000;1875.000;1875.000;1500.000;5062.500;3187.500;4125.000;4125.000;3750.000;3375.000;3375.000;1875.000;1875.000;3187.500;2062.500;2062.500;1875.000;1875.000;2062.500;1875.000;1687.500;1687.500;1500.000	0.000;140.625;-140.625;0.000;0.000;0.000;0.000;914.062;0.000;0.000;0.000;421.875;140.625;-1406.250;-140.625;70.312;70.312;-140.625;210.938;2179.688;-2320.312;0.000;3093.750;-3023.438;3093.750;-3234.375;3304.688;-3234.375;0.000;0.000;0.000;-70.312;0.000;140.625;-140.625;210.938;0.000;0.000;0.000;-140.625;0.000;70.312;0.000;0.000;-70.312;0.000;-70.312;70.312;70.312;0.000;-70.312;0.000;70.312;0.000;843.750;-914.062;0.000;70.312;-70.312;-70.312;140.625;0.000;-70.312;0.000;-70.312;0.000;140.625;-140.625;140.625;-70.312;0.000;70.312;0.000;0.000;-140.625;1335.938;-703.125;351.562;0.000;-140.625;-140.625;0.000;-562.500;0.000;492.188;-421.875;0.000;-70.312;0.000;70.312;-70.312;-70.312;0.000;-70.312	259.4408	1367	1367	W_13639	SW_082	SE	SW	1	1.5		0	1	1	2	1	1	CS	
17	Spectrogram 1	2	262.528986000	262.813744800	3897.436	18598.291	14700.855	0.2848	SeaPro_20210820_101753_2CH192K16.wav	5250.000;5062.500;5625.000;5437.500;5437.500;5250.000;5812.500;8812.500;4687.500;7125.000;7500.000;7687.500;8437.500;8812.500;10312.500;10687.500;10875.000;10875.000;11062.500;11062.500;11250.000;11437.500;11437.500;11437.500;11437.500;11437.500;11625.000;11625.000;11625.000;11625.000;11812.500;4312.500;16875.000;17062.500;17062.500;17062.500;4687.500;4125.000;17437.500;5437.500;5625.000;18000.000;5625.000;4125.000;5437.500;3937.500;3937.500;3937.500;5437.500;4125.000;4875.000;4125.000;3937.500;4500.000;11062.500;3937.500;3937.500;6000.000;3937.500;3937.500;12562.500;12000.000;11250.000;10125.000;10312.500;8625.000;8625.000;7312.500;6187.500;6187.500;4687.500;5062.500;4875.000;5062.500;4687.500;3937.500;3937.500;3937.500;4687.500;4875.000;4687.500;4500.000;4687.500;4875.000;4875.000;4312.500;3937.500;4125.000;4125.000;3937.500;4125.000;4312.500;4312.500;4500.000;4500.000;4312.500;4500.000;4687.500;4687.500;4875.000;4875.000;4875.000;5250.000;5250.000;5437.500;3937.500;5062.500	-70.312;210.938;-70.312;0.000;-70.312;210.938;1125.000;-1546.875;914.062;140.625;70.312;281.250;140.625;562.500;140.625;70.312;0.000;70.312;0.000;70.312;70.312;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;70.312;-2812.500;4710.938;70.312;0.000;0.000;-4640.625;-210.938;4992.188;-4500.000;70.312;4640.625;-4640.625;-562.500;492.188;-562.500;0.000;0.000;562.500;-492.188;281.250;-281.250;-70.312;210.938;2460.938;-2671.875;0.000;773.438;-773.438;0.000;3234.375;-210.938;-281.250;-421.875;70.312;-632.812;0.000;-492.188;-421.875;0.000;-562.500;140.625;-70.312;70.312;-140.625;-281.250;0.000;0.000;281.250;70.312;-70.312;-70.312;70.312;70.312;0.000;-210.938;-140.625;70.312;0.000;-70.312;70.312;70.312;0.000;70.312;0.000;-70.312;70.312;70.312;0.000;70.312;0.000;0.000;140.625;0.000;70.312;-562.500;421.875	262.5290	4855	5128	W_13639	SW_082	SE	SW	1	1.5		0	1	1	2	1	1	CS	BC
23	Spectrogram 1	2	288.990838420	289.187728713	6222.222	10324.786	4102.564	0.1969	SeaPro_20210820_101753_2CH192K16.wav	6937.500;7312.500;7312.500;7125.000;6562.500;6562.500;6562.500;6750.000;6937.500;7125.000;6937.500;7125.000;7125.000;7312.500;7500.000;7687.500;7687.500;7875.000;7875.000;7875.000;7687.500;7687.500;7875.000;7875.000;7875.000;7875.000;7875.000;8062.500;8062.500;8062.500;8062.500;8062.500;8250.000;8250.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8812.500;8812.500;8812.500;8812.500;9000.000;9187.500;9375.000;9375.000;9375.000;9375.000;9375.000;9375.000;9562.500;9562.500;9562.500;9562.500;9562.500;9750.000;9562.500;9750.000;9562.500;9750.000;9750.000;9750.000;9750.000;9750.000;9750.000;9750.000;9937.500;9937.500;9937.500;9937.500;10312.500	140.625;0.000;-70.312;-210.938;0.000;0.000;70.312;70.312;70.312;-70.312;70.312;0.000;70.312;70.312;70.312;0.000;70.312;0.000;0.000;-70.312;0.000;70.312;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;70.312;0.000;140.625;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;70.312;70.312;70.312;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;70.312;-70.312;70.312;-70.312;70.312;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;140.625	288.9908	6222	103324	W_13652	SW_083	SE	SW	1	3	5072	0	1	1	1	0	1	A	CT
24	Spectrogram 1	2	289.691738000	289.875054825	4991.453	10310.417	5318.964	0.1833	SeaPro_20210820_101753_2CH192K16.wav	5250.000;5250.000;5437.500;5812.500;6375.000;6562.500;6750.000;6750.000;6750.000;6937.500;6937.500;6937.500;7125.000;7500.000;7312.500;7500.000;7500.000;7500.000;7500.000;7500.000;7687.500;7687.500;7687.500;7687.500;7687.500;7875.000;7875.000;7875.000;7875.000;8062.500;8250.000;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8625.000;8625.000;8625.000;8625.000;8812.500;9187.500;9187.500;9187.500;9187.500;9187.500;9187.500;9187.500;9187.500;9187.500;9375.000;9375.000;9562.500;9562.500;9562.500;9750.000;9750.000;9750.000;9750.000;9750.000;9937.500;9750.000;9937.500;5250.000;5812.500	0.000;70.312;140.625;210.938;70.312;70.312;0.000;0.000;70.312;0.000;0.000;70.312;140.625;-70.312;70.312;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;70.312;70.312;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;70.312;140.625;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;70.312;0.000;0.000;70.312;0.000;0.000;0.000;0.000;70.312;-70.312;70.312;-1757.812;210.938	289.6917	4991	10529	W_13652	SW_083	SE	SW	1	3	5072	0	1	1	1	0	1	A	
25	Spectrogram 1	2	290.382196487	290.563574211	3760.684	11145.299	7384.615	0.1814	SeaPro_20210820_101753_2CH192K16.wav	4125.000;4125.000;4312.500;5250.000;5437.500;5812.500;6562.500;6750.000;6750.000;6750.000;6937.500;6937.500;6937.500;6937.500;6937.500;6937.500;7125.000;7500.000;7500.000;7500.000;7500.000;7500.000;7687.500;7687.500;7687.500;7875.000;8062.500;8250.000;8250.000;8250.000;8250.000;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8625.000;8625.000;8625.000;9000.000;9000.000;9000.000;9000.000;9187.500;9187.500;9187.500;9187.500;9187.500;9187.500;9375.000;9375.000;9375.000;9375.000;9562.500;9562.500;9562.500;9562.500;9562.500;9750.000;9750.000;9937.500;10125.000;11062.500;10687.500;10687.500;10687.500;10875.000	0.000;70.312;351.562;70.312;140.625;281.250;70.312;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;70.312;140.625;0.000;0.000;0.000;0.000;70.312;0.000;0.000;70.312;70.312;70.312;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;140.625;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;70.312;0.000;70.312;70.312;351.562;-140.625;0.000;0.000;70.312	290.3822	3760	11145	W_13652	SW_083	SE	SW	1	3	5072	0	1	1	1	1	1	A	CT
26	Spectrogram 1	2	291.066241654	291.258358848	3760.684	11008.547	7247.863	0.1921	SeaPro_20210820_101753_2CH192K16.wav	4312.500;4312.500;3937.500;4125.000;4875.000;5062.500;4875.000;6000.000;5812.500;5812.500;6000.000;6000.000;6375.000;6562.500;6750.000;4687.500;7125.000;7500.000;7500.000;7500.000;7500.000;7687.500;7687.500;7687.500;7875.000;8250.000;8250.000;8250.000;8250.000;8250.000;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8625.000;8625.000;8812.500;9000.000;9000.000;9000.000;9000.000;9000.000;9187.500;9187.500;9187.500;9187.500;9187.500;9187.500;9375.000;9375.000;9562.500;9562.500;9562.500;9562.500;9562.500;9562.500;4687.500;9562.500;9562.500;9750.000;9937.500;9937.500;10500.000;10500.000;10500.000;10500.000;10687.500;10687.500;10687.500;10687.500	0.000;-140.625;70.312;281.250;70.312;-70.312;421.875;-70.312;0.000;70.312;0.000;140.625;70.312;70.312;-773.438;914.062;140.625;0.000;0.000;0.000;70.312;0.000;0.000;70.312;140.625;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;70.312;0.000;70.312;70.312;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;70.312;0.000;70.312;0.000;0.000;0.000;0.000;0.000;-1828.125;1828.125;0.000;70.312;70.312;0.000;210.938;0.000;0.000;0.000;70.312;0.000;0.000;0.000	291.0662	3760	11008	W_13652	SW_083	SE	SW	1	3	5072	0	1	1	1	0	1	A	CT
27	Spectrogram 1	2	291.742164157	291.953373743	3760.684	11014.856	7254.172	0.2112	SeaPro_20210820_101753_2CH192K16.wav	4125.000;4125.000;4125.000;5062.500;5250.000;5437.500;6187.500;6375.000;6562.500;6562.500;6750.000;6937.500;6562.500;6562.500;6750.000;7125.000;7125.000;7312.500;7500.000;7500.000;7500.000;7687.500;7687.500;7687.500;7687.500;7875.000;8250.000;8250.000;8250.000;8250.000;8250.000;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8437.500;8625.000;8625.000;8625.000;8625.000;9000.000;9000.000;9000.000;9187.500;9187.500;9187.500;9187.500;9187.500;9187.500;9187.500;9187.500;9375.000;9375.000;9562.500;9562.500;9562.500;9562.500;9562.500;9562.500;9562.500;9562.500;9750.000;9750.000;3937.500;9750.000;9937.500;9937.500;10125.000;10500.000;10500.000;10500.000;10500.000;10687.500;10500.000;10687.500;10687.500;5250.000	0.000;0.000;351.562;70.312;70.312;281.250;70.312;70.312;0.000;70.312;70.312;-140.625;0.000;70.312;140.625;0.000;70.312;70.312;0.000;0.000;70.312;0.000;0.000;0.000;70.312;140.625;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;140.625;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;-2179.688;2179.688;70.312;0.000;70.312;140.625;0.000;0.000;0.000;70.312;-70.312;70.312;0.000;-2039.062	291.7422	3760	10803	W_13652	SW_083	SE	SW	1	3	5072	0	1	1	1	0	1	A	
28	Spectrogram 1	2	332.511964726	332.821022821	4802.989	10118.298	5315.309	0.3091	SeaPro_20210820_101753_2CH192K16.wav	5062.500;5250.000;5250.000;5062.500;5250.000;5250.000;5250.000;5250.000;5250.000;5625.000;5625.000;5625.000;5812.500;6000.000;6187.500;6375.000;6375.000;6562.500;6562.500;6750.000;6750.000;6750.000;6937.500;6750.000;6937.500;6937.500;7500.000;7500.000;7500.000;7687.500;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;7875.000;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8062.500;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8812.500;9187.500;9187.500;9187.500;9187.500;9375.000;9187.500;9375.000;9375.000;9375.000;9375.000;9375.000;9750.000;9562.500;9562.500;9750.000;9562.500;9750.000;9750.000;9750.000;9750.000;9750.000;9750.000;9750.000;9937.500;9937.500;9937.500;9937.500;9937.500;9937.500;9937.500;9937.500;9937.500;9937.500;9937.500;9937.500;9750.000;9750.000;9750.000;9750.000;9750.000;9750.000;9750.000;9750.000;9750.000;9937.500;9750.000;9562.500;9750.000;9562.500	70.312;0.000;-70.312;70.312;0.000;0.000;0.000;0.000;140.625;0.000;0.000;70.312;70.312;70.312;70.312;0.000;70.312;0.000;70.312;0.000;0.000;70.312;-70.312;70.312;0.000;210.938;0.000;0.000;70.312;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;210.938;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;140.625;0.000;0.000;0.000;70.312;-70.312;70.312;0.000;0.000;0.000;0.000;140.625;-70.312;0.000;70.312;-70.312;70.312;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;-70.312;-70.312;70.312;-70.312	332.5120	4717	10461	W_13652	SW_083	SE	SW	1	3	5072	0	1	1	1	0	1	A	CT
